id|zone|trigger_eq_npc_id|action|target_eq_npc_id|chance|alt_group|alt_id|alt_weight|at_corpse|x|y|z|heading|delay_min_ms|delay_max_ms|only_if_not_alive|require_dead_eq_npc_ids|require_alive_eq_npc_ids|add_to_hate|trigger_min_level|trigger_max_level|min_expansion|max_expansion|comment
22|airplane|71031|spawn|71059|100|0|0|0|0|-236|-386|-317|201.5|0|0|71059|71111,71031||0|0|0|-1|-1|Protector_of_Sky via Key_Master
23|airplane|71032|spawn|71058|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|a_thunder_spirit_princess
24|airplane|71034|spawn|71060|100|0|0|0|0|-270.1|-1462.2|1250.9|62.9|0|0|71060|||0|0|0|-1|-1|Overseer_of_Air
25|airplane|71057|spawn|71034|100|0|0|0|0|767.1|-540.6|174.1|65|0|0|71034|||0|0|0|-1|-1|Noble_Dojorn
26|airplane|71059|spawn|71058|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Protector_of_Sky
27|airplane|71070|spawn|71071|100|0|0|0|1|0|0|0|0|0|0|0|||1|0|0|-1|-1|an_essence_carrier
28|airplane|71072|spawn|71058|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Bazzt_Zzzt
29|airplane|71075|spawn|71058|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Keeper_of_Souls
30|airplane|71076|spawn|71058|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Sister_of_the_Spire
31|airplane|71100|spawn|71075|100|0|0|0|0|720|-1484|146|8|2880000|4800000|71075|||0|0|0|-1|-1|Keeper_of_Souls via Key_Master timer
32|airplane|71101|spawn|71072|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Bzzzt
33|airplane|71103|spawn|71102|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|71103
34|airplane|71105|spawn|71107|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|71105
35|airplane|71107|spawn|71101|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|71107
36|airplane|71110|spawn|71100|100|0|0|0|1|0|0|0|0|0|0|0|||1|0|0|-1|-1|a_soul_harvester
37|airplane|71111|spawn|71059|100|0|0|0|0|-236|-386|-317|201.5|0|0|71059|71111,71031||0|0|0|-1|-1|Protector_of_Sky via Key_Master
38|akanon|55039|spawn|55392|100|10|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIA
39|akanon|55039|spawn|55392|100|10|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIA
40|akanon|55039|spawn|55392|100|10|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIA
41|akanon|55043|spawn|55392|100|6|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIIB
42|akanon|55043|spawn|55392|100|6|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIIB
43|akanon|55043|spawn|55392|100|6|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIIB
44|akanon|55046|spawn|55392|100|13|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIIB
45|akanon|55046|spawn|55392|100|13|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIIB
46|akanon|55046|spawn|55392|100|13|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIIB
47|akanon|55055|spawn|55392|100|17|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIB
48|akanon|55055|spawn|55392|100|17|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIB
49|akanon|55055|spawn|55392|100|17|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIB
50|akanon|55057|spawn|55392|100|2|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_MX
51|akanon|55057|spawn|55392|100|2|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_MX
52|akanon|55057|spawn|55392|100|2|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_MX
53|akanon|55067|spawn|55392|100|3|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIB
54|akanon|55067|spawn|55392|100|3|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIB
55|akanon|55067|spawn|55392|100|3|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIB
56|akanon|55172|spawn|55392|100|7|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIXA
57|akanon|55172|spawn|55392|100|7|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIXA
58|akanon|55172|spawn|55392|100|7|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIXA
59|akanon|55185|spawn|55392|100|24|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIC
60|akanon|55185|spawn|55392|100|24|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIC
61|akanon|55185|spawn|55392|100|24|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIC
62|akanon|55186|spawn|55392|100|18|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIIB
63|akanon|55186|spawn|55392|100|18|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIIB
64|akanon|55186|spawn|55392|100|18|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIIB
65|akanon|55190|spawn|55392|100|19|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIIIA
66|akanon|55190|spawn|55392|100|19|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIIIA
67|akanon|55190|spawn|55392|100|19|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIIIA
68|akanon|55191|spawn|55392|100|14|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXA
69|akanon|55191|spawn|55392|100|14|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXA
70|akanon|55191|spawn|55392|100|14|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXA
71|akanon|55193|spawn|55392|100|23|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIB
72|akanon|55193|spawn|55392|100|23|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIB
73|akanon|55193|spawn|55392|100|23|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIB
74|akanon|55194|spawn|55392|100|25|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIIB
75|akanon|55194|spawn|55392|100|25|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIIB
76|akanon|55194|spawn|55392|100|25|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIIIB
77|akanon|55195|spawn|55392|100|20|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIXB
78|akanon|55195|spawn|55392|100|20|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIXB
79|akanon|55195|spawn|55392|100|20|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIXB
80|akanon|55196|spawn|55392|100|5|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIC
81|akanon|55196|spawn|55392|100|5|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIC
82|akanon|55196|spawn|55392|100|5|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIC
83|akanon|55197|spawn|55392|100|1|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_IVB
84|akanon|55197|spawn|55392|100|1|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_IVB
85|akanon|55197|spawn|55392|100|1|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_IVB
86|akanon|55199|spawn|55392|100|15|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXB
87|akanon|55199|spawn|55392|100|15|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXB
88|akanon|55199|spawn|55392|100|15|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXB
89|akanon|55200|spawn|55392|100|21|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVA
90|akanon|55200|spawn|55392|100|21|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVA
91|akanon|55200|spawn|55392|100|21|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVA
92|akanon|55201|spawn|55392|100|22|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIC
93|akanon|55201|spawn|55392|100|22|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIC
94|akanon|55201|spawn|55392|100|22|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXVIC
95|akanon|55202|spawn|55392|100|16|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIA
96|akanon|55202|spawn|55392|100|16|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIA
97|akanon|55202|spawn|55392|100|16|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XXIA
98|akanon|55203|spawn|55392|100|9|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIB
99|akanon|55203|spawn|55392|100|9|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIB
100|akanon|55203|spawn|55392|100|9|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIB
101|akanon|55204|spawn|55392|100|11|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIB
102|akanon|55204|spawn|55392|100|11|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIB
103|akanon|55204|spawn|55392|100|11|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIB
104|akanon|55205|spawn|55392|100|8|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVA
105|akanon|55205|spawn|55392|100|8|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVA
106|akanon|55205|spawn|55392|100|8|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVA
107|akanon|55206|spawn|55392|100|4|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIB
108|akanon|55206|spawn|55392|100|4|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIB
109|akanon|55206|spawn|55392|100|4|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XIIB
110|akanon|55222|spawn|55392|100|12|1|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIC
111|akanon|55222|spawn|55392|100|12|2|50|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIC
112|akanon|55222|spawn|55392|100|12|2|50|1|1|1|0|0|0|0|0|||0|0|0|-1|-1|Clockwork_XVIIC
113|befallen|36004|spawn|36092|100|26|1|20|0|-339.8|-43.5|-10.9|0|0|0|36092|||0|0|0|-1|-1|a_skeletal_excavator
114|befallen|36092|spawn|36091|100|0|0|0|1|0|0|0|0|0|0|36091|||0|0|0|-1|-1|#a_skeletal_foreman
115|blackburrow|17003|respawnself|0|100|0|0|0|0|0|0|0|0|360000|360000|0|||0|0|0|-1|-1|#a_gnoll
116|blackburrow|17029|respawnself|0|100|0|0|0|0|0|0|0|0|360000|360000|0|||0|0|0|-1|-1|Lord_Elgnub
117|blackburrow|17112|respawnself|0|100|0|0|0|0|0|0|0|0|360000|360000|0|||0|0|0|-1|-1|#an_elite_gnoll_guard
118|butcher|68201|spawn|68251|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|1|-1|Peg_Leg
119|charasis|105182|spawn|105187|100|0|0|0|0|-673|0|8|0|0|0|105187|||0|0|0|-1|-1|#Venril_Sathir
120|citymist|90005|spawn|90005|100|27|1|80|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90005
121|citymist|90005|spawn|90048|100|27|201|3.3333|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90005
122|citymist|90005|spawn|90177|100|27|202|3.3333|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90005
123|citymist|90005|spawn|90083|100|27|203|3.3333|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90005
124|citymist|90005|spawn|90179|100|27|204|3.3333|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90005
125|citymist|90005|spawn|90091|100|27|205|3.3333|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90005
126|citymist|90005|spawn|90181|100|27|206|3.3333|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90005
127|citymist|90007|spawn|90007|100|28|1|80|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90007
128|citymist|90007|spawn|90010|100|28|2|20|1|0|0|0|0|0|0|90010|||0|0|0|-1|-1|90007
129|citymist|90008|spawn|90008|100|29|1|80|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90008
130|citymist|90008|spawn|90011|100|29|2|20|1|0|0|0|0|0|0|90011|||0|0|0|-1|-1|90008
131|citymist|90009|spawn|90009|100|30|1|80|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|90009
132|citymist|90009|spawn|90013|100|30|2|20|1|0|0|0|0|0|0|90013|||0|0|0|-1|-1|90009
133|citymist|90015|spawn|90016|100|0|0|0|0|1.4|28.1|7|192.5|0|0|0|||0|0|0|-1|-1|#Lhranc
134|commons|21006|spawn|21141|14|0|0|0|0|-706|3036|-39|0|0|0|21141|||0|0|0|-1|-1|Kizdean_Gix
135|eastkarana|15051|spawn|15138|100|1|1|50|0|2105|807|135|0|0|0|15138|||0|0|0|-1|-1|Brofath Aglar
136|eastkarana|15051|spawn|15160|100|1|2|50|0|2105|807|135|0|0|0|15160|||0|0|0|-1|-1|Brofath Rytan
137|eastwastes|116211|respawnself|0|100|0|0|0|0|0|0|0|0|14400000|14400000|0|||0|0|0|-1|-1|a_Ry-Gorr_messenger
138|emeraldjungle|94007|spawn|94008|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#tainted_gorilla
139|emeraldjungle|94126|spawn|94017|100|0|0|0|1|0|0|0|0|0|0|94017|||0|0|0|-1|-1|#The_Spirit_of_Rage
140|erudnext|24120|spawn|24121|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|a_diseased_shark
141|erudnext|24120|spawn|24121|100|0|0|0|1|10|10|0|0|0|0|0|||0|0|0|-1|-1|a_diseased_shark
142|erudnext|24120|spawn|24121|100|0|0|0|1|-10|-10|0|0|0|0|0|||0|0|0|-1|-1|a_diseased_shark
143|everfrost|30002|spawn|30090|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|tainted_wooly_mammoth
144|fearplane|72000|spawn|72105|76|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|1|-1|Dread
145|fearplane|72002|spawn|72105|76|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|1|-1|Terror
146|fearplane|72004|spawn|72105|76|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|1|-1|Fright
147|fearplane|72007|spawn|72105|76|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|1|-1|Dread
148|fearplane|72008|spawn|72105|76|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|1|-1|Fright
149|fearplane|72009|spawn|72105|76|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|1|-1|Terror
150|feerrott|47205|spawn|47005|100|0|0|0|1|0|0|0|0|0|0|47005|||0|0|0|-1|-1|#The_Spirit_of_Decay
151|fieldofbone|78066|spawn|78211|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|an_Iksar_manslayer
152|firiona|84005|despawn|84007|100|0|0|0|0|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Sir_Hobble
153|firiona|84008|spawn|84017|100|0|0|0|0|-518|2490|-24|135|0|0|84017|||0|0|0|-1|-1|Sergeant_Daelione
154|firiona|84311|despawn|84319|100|0|0|0|0|0|0|0|0|0|0|0||84319|0|0|0|-1|-1|Hero_Goxnok departs
155|firiona|84311|spawn|84401|100|0|0|0|0|589|-1856|146|36|0|0|0||84319|0|0|0|-1|-1|the traitor
156|freportw|9018|spawn|9147|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Sir_Lucan_D-Lere
157|freportw|9056|spawn|9144|100|0|0|0|0|-554|704|-24|0|0|0|9144|||0|0|0|-1|-1|Shintl_Lowbrew
158|frozenshadow|111002|spawn|111018|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_shadow_beast_cook
159|frozenshadow|111006|spawn|111163|100|0|0|0|0|987|199|187|128|0|0|111163|111163||0|0|0|-1|-1|#Amontehepna
160|frozenshadow|111007|spawn|111058|100|0|0|0|0|400|-399|25.4|125|0|0|111058|||0|0|0|-1|-1|#an_ice_shade
161|frozenshadow|111008|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#an_undead_usher
162|frozenshadow|111011|spawn|111012|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_shadowbone
163|frozenshadow|111017|spawn|111015|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_ghostly_scholar
164|frozenshadow|111019|spawn|111018|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_zombie_butler
165|frozenshadow|111022|spawn|111018|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_shadow_beast_servant
166|frozenshadow|111023|spawn|111024|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|a_shrouded_bat
167|frozenshadow|111030|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Tihgren
168|frozenshadow|111034|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Isopca
169|frozenshadow|111035|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#an_undead_bridesmaid
170|frozenshadow|111037|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#an_undead_dancer
171|frozenshadow|111038|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Eugie
172|frozenshadow|111041|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Vyakna
173|frozenshadow|111042|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Varjie
174|frozenshadow|111044|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Uenlarc
175|frozenshadow|111045|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Priest_Majes_Medory
176|frozenshadow|111046|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Pelpa
177|frozenshadow|111047|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Otdd
178|frozenshadow|111048|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Nosja
179|frozenshadow|111050|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Lerty
180|frozenshadow|111051|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Daman
181|frozenshadow|111053|spawn|111025|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#an_undead_musician
182|frozenshadow|111057|spawn|111005|100|0|0|0|1|0|0|0|0|0|0|111005|||0|0|0|-1|-1|#a_shrouded_bat
183|frozenshadow|111059|spawn|111056|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|Incoherent_spirit
184|frozenshadow|111076|spawn|111058|100|0|0|0|0|400|-399|25.4|125|0|0|111058|||0|0|0|-1|-1|#a_shadow_beast_guard
185|frozenshadow|111117|spawn|111024|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|a_shrouded_bat
186|frozenshadow|111122|spawn|111018|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_skeleton_sleeper
187|frozenshadow|111131|spawn|111015|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_ghostly_student
188|frozenshadow|111162|spawn|111018|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_zombie_maid
189|frozenshadow|111208|spawn|111012|100|0|0|0|1|0|0|0|0|0|0|0|||0|0|0|-1|-1|#a_shadow_beast
190|greatdivide|118015|despawn|118012|100|0|0|0|0|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Fergul_Frostsky
191|greatdivide|118015|despawn|118040|100|0|0|0|0|0|0|0|0|0|0|0|||0|0|0|-1|-1|#Fergul_Frostsky
192|guktop|65134|spawn|65134|100|1|1|45|0|1661|470|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
193|guktop|65134|spawn|65134|100|1|1|45|0|1653|462|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
194|guktop|65134|spawn|65134|100|1|2|28|0|1661|470|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
195|guktop|65134|spawn|65134|100|1|2|28|0|1653|462|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
196|guktop|65134|spawn|65134|100|1|2|28|0|1661|450|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
197|guktop|65134|spawn|65134|100|1|3|12|0|1661|470|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
198|guktop|65134|spawn|65139|100|1|4|10|0|1661|470|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
199|guktop|65134|spawn|65134|100|1|5|3|0|1661|470|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
200|guktop|65134|spawn|65134|100|1|5|3|0|1653|462|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
201|guktop|65134|spawn|65134|100|1|5|3|0|1661|450|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
202|guktop|65134|spawn|65134|100|1|5|3|0|1671|459|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
203|guktop|65134|spawn|65134|100|1|6|2|0|1661|470|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
204|guktop|65134|spawn|65134|100|1|6|2|0|1653|462|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
205|guktop|65134|spawn|65134|100|1|6|2|0|1661|450|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
206|guktop|65134|spawn|65134|100|1|6|2|0|1671|459|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
207|guktop|65134|spawn|65134|100|1|6|2|0|1667|480|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
208|guktop|65139|spawn|65134|100|1|1|45|0|1661|470|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
209|guktop|65139|spawn|65134|100|1|1|45|0|1653|462|-70|66|975000|975000|0|65134,65139||0|0|0|-1|-1|guktop croc pit repop
