InventoryType|ClassID|SubClassID|EQClassID|WOWItemTemplateID
TwoHand|2|10|Wizard|85758
Chest|4|2|Bard|85890
Chest|4|2|Cleric|85890
Chest|4|2|Druid|85890
Chest|4|2|Monk|85890
Chest|4|2|Paladin|85890
Chest|4|2|Ranger|85890
Chest|4|2|Rogue|85890
Chest|4|2|ShadowKnight|85890
Chest|4|2|Shaman|85890
Chest|4|2|Warrior|85890
Waist|4|2|Bard|85893
Waist|4|2|Cleric|85893
Waist|4|2|Druid|85893
Waist|4|2|Monk|85893
Waist|4|2|Paladin|85893
Waist|4|2|Ranger|85893
Waist|4|2|Rogue|85893
Waist|4|2|ShadowKnight|85893
Waist|4|2|Shaman|85893
Waist|4|2|Warrior|85893
Shoulder|4|2|Bard|85894
Shoulder|4|2|Cleric|85894
Shoulder|4|2|Druid|85894
Shoulder|4|2|Monk|85894
Shoulder|4|2|Paladin|85894
Shoulder|4|2|Ranger|85894
Shoulder|4|2|Rogue|85894
Shoulder|4|2|ShadowKnight|85894
Shoulder|4|2|Shaman|85894
Shoulder|4|2|Warrior|85894
Wrists|4|2|Bard|85895
Wrists|4|2|Cleric|85895
Wrists|4|2|Druid|85895
Wrists|4|2|Monk|85895
Wrists|4|2|Paladin|85895
Wrists|4|2|Ranger|85895
Wrists|4|2|Rogue|85895
Wrists|4|2|ShadowKnight|85895
Wrists|4|2|Shaman|85895
Wrists|4|2|Warrior|85895
Hands|4|2|Bard|85896
Hands|4|2|Cleric|85896
Hands|4|2|Druid|85896
Hands|4|2|Monk|85896
Hands|4|2|Paladin|85896
Hands|4|2|Ranger|85896
Hands|4|2|Rogue|85896
Hands|4|2|ShadowKnight|85896
Hands|4|2|Shaman|85896
Hands|4|2|Warrior|85896
Legs|4|2|Bard|85897
Legs|4|2|Cleric|85897
Legs|4|2|Druid|85897
Legs|4|2|Monk|85897
Legs|4|2|Paladin|85897
Legs|4|2|Ranger|85897
Legs|4|2|Rogue|85897
Legs|4|2|ShadowKnight|85897
Legs|4|2|Shaman|85897
Legs|4|2|Warrior|85897
Feet|4|2|Bard|85898
Feet|4|2|Cleric|85898
Feet|4|2|Druid|85898
Feet|4|2|Monk|85898
Feet|4|2|Paladin|85898
Feet|4|2|Ranger|85898
Feet|4|2|Rogue|85898
Feet|4|2|ShadowKnight|85898
Feet|4|2|Shaman|85898
Feet|4|2|Warrior|85898
Chest|4|3|Bard|86723
Chest|4|3|Cleric|86723
Chest|4|3|Paladin|86723
Chest|4|3|Ranger|86723
Chest|4|3|Rogue|86723
Chest|4|3|ShadowKnight|86723
Chest|4|3|Shaman|86723
Chest|4|3|Warrior|86723
Chest|4|3|Bard|86773
Chest|4|3|Cleric|86773
Chest|4|3|Paladin|86773
Chest|4|3|Ranger|86773
Chest|4|3|Rogue|86773
Chest|4|3|ShadowKnight|86773
Chest|4|3|Shaman|86773
Chest|4|3|Warrior|86773
Waist|4|3|Bard|86776
Waist|4|3|Cleric|86776
Waist|4|3|Paladin|86776
Waist|4|3|Ranger|86776
Waist|4|3|Rogue|86776
Waist|4|3|ShadowKnight|86776
Waist|4|3|Shaman|86776
Waist|4|3|Warrior|86776
Shoulder|4|3|Bard|86777
Shoulder|4|3|Cleric|86777
Shoulder|4|3|Paladin|86777
Shoulder|4|3|Ranger|86777
Shoulder|4|3|Rogue|86777
Shoulder|4|3|ShadowKnight|86777
Shoulder|4|3|Shaman|86777
Shoulder|4|3|Warrior|86777
Wrists|4|3|Bard|86778
Wrists|4|3|Cleric|86778
Wrists|4|3|Paladin|86778
Wrists|4|3|Ranger|86778
Wrists|4|3|Rogue|86778
Wrists|4|3|ShadowKnight|86778
Wrists|4|3|Shaman|86778
Wrists|4|3|Warrior|86778
Hands|4|3|Bard|86779
Hands|4|3|Cleric|86779
Hands|4|3|Paladin|86779
Hands|4|3|Ranger|86779
Hands|4|3|Rogue|86779
Hands|4|3|ShadowKnight|86779
Hands|4|3|Shaman|86779
Hands|4|3|Warrior|86779
Legs|4|3|Bard|86780
Legs|4|3|Cleric|86780
Legs|4|3|Paladin|86780
Legs|4|3|Ranger|86780
Legs|4|3|Rogue|86780
Legs|4|3|ShadowKnight|86780
Legs|4|3|Shaman|86780
Legs|4|3|Warrior|86780
Feet|4|3|Bard|86781
Feet|4|3|Cleric|86781
Feet|4|3|Paladin|86781
Feet|4|3|Ranger|86781
Feet|4|3|Rogue|86781
Feet|4|3|ShadowKnight|86781
Feet|4|3|Shaman|86781
Feet|4|3|Warrior|86781
Chest|4|3|Bard|86820
Chest|4|3|Cleric|86820
Chest|4|3|Paladin|86820
Chest|4|3|Ranger|86820
Chest|4|3|Rogue|86820
Chest|4|3|ShadowKnight|86820
Chest|4|3|Shaman|86820
Chest|4|3|Warrior|86820
Waist|4|3|Bard|86823
Waist|4|3|Cleric|86823
Waist|4|3|Paladin|86823
Waist|4|3|Ranger|86823
Waist|4|3|Rogue|86823
Waist|4|3|ShadowKnight|86823
Waist|4|3|Shaman|86823
Waist|4|3|Warrior|86823
Shoulder|4|3|Bard|86824
Shoulder|4|3|Cleric|86824
Shoulder|4|3|Paladin|86824
Shoulder|4|3|Ranger|86824
Shoulder|4|3|Rogue|86824
Shoulder|4|3|ShadowKnight|86824
Shoulder|4|3|Shaman|86824
Shoulder|4|3|Warrior|86824
Wrists|4|3|Bard|86825
Wrists|4|3|Cleric|86825
Wrists|4|3|Paladin|86825
Wrists|4|3|Ranger|86825
Wrists|4|3|Rogue|86825
Wrists|4|3|ShadowKnight|86825
Wrists|4|3|Shaman|86825
Wrists|4|3|Warrior|86825
Hands|4|3|Bard|86826
Hands|4|3|Cleric|86826
Hands|4|3|Paladin|86826
Hands|4|3|Ranger|86826
Hands|4|3|Rogue|86826
Hands|4|3|ShadowKnight|86826
Hands|4|3|Shaman|86826
Hands|4|3|Warrior|86826
Legs|4|3|Bard|86827
Legs|4|3|Cleric|86827
Legs|4|3|Paladin|86827
Legs|4|3|Ranger|86827
Legs|4|3|Rogue|86827
Legs|4|3|ShadowKnight|86827
Legs|4|3|Shaman|86827
Legs|4|3|Warrior|86827
Feet|4|3|Bard|86828
Feet|4|3|Cleric|86828
Feet|4|3|Paladin|86828
Feet|4|3|Ranger|86828
Feet|4|3|Rogue|86828
Feet|4|3|ShadowKnight|86828
Feet|4|3|Shaman|86828
Feet|4|3|Warrior|86828
TwoHand|2|10|Cleric|93759
TwoHand|2|10|Druid|93759
TwoHand|2|10|Enchanter|93759
TwoHand|2|10|Magician|93759
TwoHand|2|10|Monk|93759
TwoHand|2|10|Necromancer|93759
TwoHand|2|10|Paladin|93759
TwoHand|2|10|Ranger|93759
TwoHand|2|10|ShadowKnight|93759
TwoHand|2|10|Shaman|93759
TwoHand|2|10|Warrior|93759
TwoHand|2|10|Wizard|93759
MainHand|2|13|Bard|107913
OffHandWeapon|2|13|Bard|107913
OneHand|2|13|Bard|107913
MainHand|2|13|Cleric|107913
OffHandWeapon|2|13|Cleric|107913
OneHand|2|13|Cleric|107913
MainHand|2|13|Druid|107913
OffHandWeapon|2|13|Druid|107913
OneHand|2|13|Druid|107913
MainHand|2|13|Enchanter|107913
OffHandWeapon|2|13|Enchanter|107913
OneHand|2|13|Enchanter|107913
MainHand|2|13|Magician|107913
OffHandWeapon|2|13|Magician|107913
OneHand|2|13|Magician|107913
MainHand|2|13|Monk|107913
OffHandWeapon|2|13|Monk|107913
OneHand|2|13|Monk|107913
MainHand|2|13|Necromancer|107913
OffHandWeapon|2|13|Necromancer|107913
OneHand|2|13|Necromancer|107913
MainHand|2|13|Paladin|107913
OffHandWeapon|2|13|Paladin|107913
OneHand|2|13|Paladin|107913
MainHand|2|13|Ranger|107913
OffHandWeapon|2|13|Ranger|107913
OneHand|2|13|Ranger|107913
MainHand|2|13|ShadowKnight|107913
OffHandWeapon|2|13|ShadowKnight|107913
OneHand|2|13|ShadowKnight|107913
MainHand|2|13|Shaman|107913
OffHandWeapon|2|13|Shaman|107913
OneHand|2|13|Shaman|107913
MainHand|2|13|Warrior|107913
OffHandWeapon|2|13|Warrior|107913
OneHand|2|13|Warrior|107913
MainHand|2|13|Wizard|107913
OffHandWeapon|2|13|Wizard|107913
OneHand|2|13|Wizard|107913
Waist|4|4|Bard|87627
Waist|4|4|Cleric|87627
Waist|4|4|Paladin|87627
Waist|4|4|ShadowKnight|87627
Waist|4|4|Warrior|87627
Hands|4|4|Bard|87630
Hands|4|4|Cleric|87630
Hands|4|4|Paladin|87630
Hands|4|4|ShadowKnight|87630
Hands|4|4|Warrior|87630
Chest|4|4|Bard|87742
Chest|4|4|Cleric|87742
Chest|4|4|Paladin|87742
Chest|4|4|ShadowKnight|87742
Chest|4|4|Warrior|87742
Waist|4|4|Bard|87745
Waist|4|4|Cleric|87745
Waist|4|4|Paladin|87745
Waist|4|4|ShadowKnight|87745
Waist|4|4|Warrior|87745
Shoulder|4|4|Bard|87746
Shoulder|4|4|Cleric|87746
Shoulder|4|4|Paladin|87746
Shoulder|4|4|ShadowKnight|87746
Shoulder|4|4|Warrior|87746
Wrists|4|4|Bard|87747
Wrists|4|4|Cleric|87747
Wrists|4|4|Paladin|87747
Wrists|4|4|ShadowKnight|87747
Wrists|4|4|Warrior|87747
Hands|4|4|Bard|87748
Hands|4|4|Cleric|87748
Hands|4|4|Paladin|87748
Hands|4|4|ShadowKnight|87748
Hands|4|4|Warrior|87748
Legs|4|4|Bard|87749
Legs|4|4|Cleric|87749
Legs|4|4|Paladin|87749
Legs|4|4|ShadowKnight|87749
Legs|4|4|Warrior|87749
Feet|4|4|Bard|87750
Feet|4|4|Cleric|87750
Feet|4|4|Paladin|87750
Feet|4|4|ShadowKnight|87750
Feet|4|4|Warrior|87750
MainHand|2|7|Bard|88385
OffHandWeapon|2|7|Bard|88385
OneHand|2|7|Bard|88385
MainHand|2|7|Druid|88385
OffHandWeapon|2|7|Druid|88385
OneHand|2|7|Druid|88385
MainHand|2|7|Paladin|88385
OffHandWeapon|2|7|Paladin|88385
OneHand|2|7|Paladin|88385
MainHand|2|7|Ranger|88385
OffHandWeapon|2|7|Ranger|88385
OneHand|2|7|Ranger|88385
MainHand|2|7|Rogue|88385
OffHandWeapon|2|7|Rogue|88385
OneHand|2|7|Rogue|88385
MainHand|2|7|ShadowKnight|88385
OffHandWeapon|2|7|ShadowKnight|88385
OneHand|2|7|ShadowKnight|88385
MainHand|2|7|Warrior|88385
OffHandWeapon|2|7|Warrior|88385
OneHand|2|7|Warrior|88385
MainHand|2|7|Bard|88386
OffHandWeapon|2|7|Bard|88386
OneHand|2|7|Bard|88386
MainHand|2|7|Druid|88386
OffHandWeapon|2|7|Druid|88386
OneHand|2|7|Druid|88386
MainHand|2|7|Paladin|88386
OffHandWeapon|2|7|Paladin|88386
OneHand|2|7|Paladin|88386
MainHand|2|7|Ranger|88386
OffHandWeapon|2|7|Ranger|88386
OneHand|2|7|Ranger|88386
MainHand|2|7|Rogue|88386
OffHandWeapon|2|7|Rogue|88386
OneHand|2|7|Rogue|88386
MainHand|2|7|ShadowKnight|88386
OffHandWeapon|2|7|ShadowKnight|88386
OneHand|2|7|ShadowKnight|88386
MainHand|2|7|Warrior|88386
OffHandWeapon|2|7|Warrior|88386
OneHand|2|7|Warrior|88386
MainHand|2|0|Bard|88387
OffHandWeapon|2|0|Bard|88387
OneHand|2|0|Bard|88387
MainHand|2|0|Druid|88387
OffHandWeapon|2|0|Druid|88387
OneHand|2|0|Druid|88387
MainHand|2|0|Paladin|88387
OffHandWeapon|2|0|Paladin|88387
OneHand|2|0|Paladin|88387
MainHand|2|0|Ranger|88387
OffHandWeapon|2|0|Ranger|88387
OneHand|2|0|Ranger|88387
MainHand|2|0|Rogue|88387
OffHandWeapon|2|0|Rogue|88387
OneHand|2|0|Rogue|88387
MainHand|2|0|ShadowKnight|88387
OffHandWeapon|2|0|ShadowKnight|88387
OneHand|2|0|ShadowKnight|88387
MainHand|2|0|Warrior|88387
OffHandWeapon|2|0|Warrior|88387
OneHand|2|0|Warrior|88387
TwoHand|2|8|Paladin|88407
TwoHand|2|8|Ranger|88407
TwoHand|2|8|ShadowKnight|88407
TwoHand|2|8|Warrior|88407
TwoHand|2|6|Paladin|88408
TwoHand|2|6|Ranger|88408
TwoHand|2|6|ShadowKnight|88408
TwoHand|2|6|Shaman|88408
TwoHand|2|6|Warrior|88408
TwoHand|2|1|Paladin|88409
TwoHand|2|1|Ranger|88409
TwoHand|2|1|ShadowKnight|88409
TwoHand|2|1|Warrior|88409
MainHand|2|7|Bard|88411
OffHandWeapon|2|7|Bard|88411
OneHand|2|7|Bard|88411
MainHand|2|7|Druid|88411
OffHandWeapon|2|7|Druid|88411
OneHand|2|7|Druid|88411
MainHand|2|7|Paladin|88411
OffHandWeapon|2|7|Paladin|88411
OneHand|2|7|Paladin|88411
MainHand|2|7|Ranger|88411
OffHandWeapon|2|7|Ranger|88411
OneHand|2|7|Ranger|88411
MainHand|2|7|Rogue|88411
OffHandWeapon|2|7|Rogue|88411
OneHand|2|7|Rogue|88411
MainHand|2|7|ShadowKnight|88411
OffHandWeapon|2|7|ShadowKnight|88411
OneHand|2|7|ShadowKnight|88411
MainHand|2|7|Warrior|88411
OffHandWeapon|2|7|Warrior|88411
OneHand|2|7|Warrior|88411
MainHand|2|0|Bard|88412
OffHandWeapon|2|0|Bard|88412
OneHand|2|0|Bard|88412
MainHand|2|0|Druid|88412
OffHandWeapon|2|0|Druid|88412
OneHand|2|0|Druid|88412
MainHand|2|0|Paladin|88412
OffHandWeapon|2|0|Paladin|88412
OneHand|2|0|Paladin|88412
MainHand|2|0|Ranger|88412
OffHandWeapon|2|0|Ranger|88412
OneHand|2|0|Ranger|88412
MainHand|2|0|Rogue|88412
OffHandWeapon|2|0|Rogue|88412
OneHand|2|0|Rogue|88412
MainHand|2|0|ShadowKnight|88412
OffHandWeapon|2|0|ShadowKnight|88412
OneHand|2|0|ShadowKnight|88412
MainHand|2|0|Warrior|88412
OffHandWeapon|2|0|Warrior|88412
OneHand|2|0|Warrior|88412
TwoHand|2|8|Paladin|88414
TwoHand|2|8|Ranger|88414
TwoHand|2|8|ShadowKnight|88414
TwoHand|2|8|Warrior|88414
TwoHand|2|6|Paladin|88415
TwoHand|2|6|Ranger|88415
TwoHand|2|6|ShadowKnight|88415
TwoHand|2|6|Shaman|88415
TwoHand|2|6|Warrior|88415
TwoHand|2|1|Paladin|88421
TwoHand|2|1|Ranger|88421
TwoHand|2|1|ShadowKnight|88421
TwoHand|2|1|Warrior|88421
MainHand|2|4|Bard|89270
OffHandWeapon|2|4|Bard|89270
OneHand|2|4|Bard|89270
MainHand|2|14|Bard|89270
OffHandWeapon|2|14|Bard|89270
OneHand|2|14|Bard|89270
MainHand|2|4|Cleric|89270
OffHandWeapon|2|4|Cleric|89270
OneHand|2|4|Cleric|89270
MainHand|2|14|Cleric|89270
OffHandWeapon|2|14|Cleric|89270
OneHand|2|14|Cleric|89270
MainHand|2|4|Druid|89270
OffHandWeapon|2|4|Druid|89270
OneHand|2|4|Druid|89270
MainHand|2|14|Druid|89270
OffHandWeapon|2|14|Druid|89270
OneHand|2|14|Druid|89270
MainHand|2|4|Enchanter|89270
OffHandWeapon|2|4|Enchanter|89270
OneHand|2|4|Enchanter|89270
MainHand|2|14|Enchanter|89270
OffHandWeapon|2|14|Enchanter|89270
OneHand|2|14|Enchanter|89270
MainHand|2|4|Magician|89270
OffHandWeapon|2|4|Magician|89270
OneHand|2|4|Magician|89270
MainHand|2|14|Magician|89270
OffHandWeapon|2|14|Magician|89270
OneHand|2|14|Magician|89270
MainHand|2|4|Monk|89270
OffHandWeapon|2|4|Monk|89270
OneHand|2|4|Monk|89270
MainHand|2|14|Monk|89270
OffHandWeapon|2|14|Monk|89270
OneHand|2|14|Monk|89270
MainHand|2|4|Necromancer|89270
OffHandWeapon|2|4|Necromancer|89270
OneHand|2|4|Necromancer|89270
MainHand|2|14|Necromancer|89270
OffHandWeapon|2|14|Necromancer|89270
OneHand|2|14|Necromancer|89270
MainHand|2|4|Paladin|89270
OffHandWeapon|2|4|Paladin|89270
OneHand|2|4|Paladin|89270
MainHand|2|14|Paladin|89270
OffHandWeapon|2|14|Paladin|89270
OneHand|2|14|Paladin|89270
MainHand|2|4|Ranger|89270
OffHandWeapon|2|4|Ranger|89270
OneHand|2|4|Ranger|89270
MainHand|2|14|Ranger|89270
OffHandWeapon|2|14|Ranger|89270
OneHand|2|14|Ranger|89270
MainHand|2|4|ShadowKnight|89270
OffHandWeapon|2|4|ShadowKnight|89270
OneHand|2|4|ShadowKnight|89270
MainHand|2|14|ShadowKnight|89270
OffHandWeapon|2|14|ShadowKnight|89270
OneHand|2|14|ShadowKnight|89270
MainHand|2|4|Shaman|89270
OffHandWeapon|2|4|Shaman|89270
OneHand|2|4|Shaman|89270
MainHand|2|14|Shaman|89270
OffHandWeapon|2|14|Shaman|89270
OneHand|2|14|Shaman|89270
MainHand|2|4|Warrior|89270
OffHandWeapon|2|4|Warrior|89270
OneHand|2|4|Warrior|89270
MainHand|2|14|Warrior|89270
OffHandWeapon|2|14|Warrior|89270
OneHand|2|14|Warrior|89270
MainHand|2|4|Wizard|89270
OffHandWeapon|2|4|Wizard|89270
OneHand|2|4|Wizard|89270
MainHand|2|14|Wizard|89270
OffHandWeapon|2|14|Wizard|89270
OneHand|2|14|Wizard|89270
TwoHand|2|10|Cleric|89271
TwoHand|2|10|Druid|89271
