id|eq_id|gotemplate_id|enabled|doorid|zone|type|model_name|model_is_skeletal|model_in_equipment|display_name|pos_x|pos_y|pos_z|heading|opentype|tradeskill_focus|eq_objecttype|lockpick|keyitem|altkeyitem|nokeyring|triggerdoor|triggertype|doorisopen|door_param|dest_zone|dest_x|dest_y|dest_z|dest_heading|invert_state|incline|size|islift|close_time|can_open|has_collision|icon|comments
23|134|270022|1|7|befallen|Door|DOOR1|0|0|Door|-475.128|-225.929|-41.9822|0|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
24|135|270023|1|6|befallen|Door|DOOR1|0|0|Door|-533.828|-196.831|-41.9822|384|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
25|136|270024|1|5|befallen|Door|DOOR1|0|0|Door|-630.708|-179.908|-69.971|256|0||0|50|20363|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
26|137|270025|1|4|befallen|Door|DOOR1|0|0|Door|-670.404|-71.9323|-69.971|0|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
27|138|270026|1|3|befallen|Door|DOOR1|0|0|Door|-711.771|-26.5361|-69.971|128|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
28|139|270027|1|24|befallen|Door|DOOR1|0|0|Door|-851.868|27.1306|-69.971|128|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
29|140|270028|1|1|befallen|Door|DOOR1|0|0|Door|-319.939|99.242|-13.9934|128|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
30|141|270029|1|2|befallen|Door|DOOR1|0|0|Door|-309.895|68.9144|-13.9934|384|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
31|142|270030|0|27|befallen|Door|DOOR1|0|0||-362.797|-155.375|-14.7178|214|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
32|145|270031|1|33|blackburrow|Door|DOOR620X20|0|0|Door|-41.4761|8.30483|-37.9838|18.88|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
33|146|270032|1|31|blackburrow|Door|DOOR620X20|0|0|Door|-7.57258|-222.859|-37.9681|0|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
34|147|270033|1|30|blackburrow|Door|DOOR620X20|0|0|Door|68.073|-172.106|-147.94|128|5||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
35|148|270034|1|29|blackburrow|Door|DOOR620X20|0|0|Door|-35.75|-103.512|-37.7338|132|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
36|149|270035|1|24|blackburrow|Door|PAWPORTC|0|0|Door|294.705|111.159|-37.9838|256|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
37|150|270036|1|20|blackburrow|Door|DOOR620X20|0|0|Door|123.35|130.25|-37.9838|499|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
38|151|270037|1|16|blackburrow|Door|PAWPORTC|0|0|Door|78.9765|284.481|-136.944|122.84|65||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
39|152|270038|1|14|blackburrow|Door|PAWPORTC|0|0|Door|170.49|371.848|-128.947|256|5||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
40|153|270039|1|10|blackburrow|Door|BBDOOR2|0|0|Door|237.891|324.65|-128.947|384|5||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
41|154|270040|1|4|blackburrow|Door|BBDOOR2|0|0|Door|-70.3489|-236.082|0.000985|256|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
42|257|270041|0|12|commons|Door|DOOR1|0|0||1206.2|-1657.36|114.664|361.78|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
43|258|270042|1|9|commons|Door|DOOR1|0|0|Door|-418.484|2719.55|-54.6791|0|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
44|259|270043|1|7|commons|Door|DOOR1|0|0|Door|-151.242|1292.23|-52.2222|128|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
45|260|270044|1|5|commons|Door|DOOR1|0|0|Door|-254.193|527.991|-51.5865|256|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
46|261|270045|1|4|commons|Door|DOOR1|0|0|Door|-192.112|574.196|-52.0777|213|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
47|262|270046|1|1|commons|Door|BBDOOR1|0|0|Door|-714.642|244.415|-54.0004|128|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
48|263|270047|1|3|commons|Door|BBDOOR1|0|0|Door|364.823|-17.1633|-52.0021|0|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
49|264|270048|1|2|commons|Door|DOOR1|0|0|Door|-143.332|485.926|-51.6884|384|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
50|265|270049|1|6|commons|Door|DOOR1|0|0|Door|-507.321|2599.44|-52.2715|384|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
51|266|270050|1|8|commons|Door|DOOR1|0|0|Door|-454.994|2653.24|-51.9535|384|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
52|267|270051|1|10|commons|Door|DOOR1|0|0|Door|-467.194|2805.89|-51.5346|128|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
53|268|270052|1|11|commons|Door|DOOR1|0|0|Door|383.127|2420.82|-51.2352|0|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
54|301|270053|0|130|crushbone|Door|CAZDOOR1|0|0||-102.573|690.224|-24.1091|316.44|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
55|302|270054|0|127|crushbone|Door|CAZDOOR1|0|0||-90.7151|689.69|-23.3587|200.34|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
56|303|270055|0|101|crushbone|Door|CAZDOOR1|0|0||27.1741|674.205|-16.3187|63.0602|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
57|304|270056|1|6|crushbone|Door|CAZDOOR1|0|0|Door|-22.8352|713.657|-30.9866|0|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
58|305|270057|1|7|crushbone|Door|DOOR620X20|0|0|Door|54.364|7.83763|15.9946|0|0||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
59|306|270058|0|11|crushbone|Door|DOOR620X20|0|0||49.0627|-183.915|11.001|383.06|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
60|307|270059|0|12|crushbone|Door|DOOR620X20|0|0||49.037|-188.11|11.001|384.6|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
61|308|270060|0|13|crushbone|Door|DOOR620X20|0|0||29.0544|-183.816|11.2281|128.72|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
62|309|270061|0|14|crushbone|Door|DOOR620X20|0|0||21.071|-181.691|11.001|128.4|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
63|310|270062|0|15|crushbone|Door|DOOR620X20|0|0||21.0077|-185.715|11.001|127|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
64|311|270063|0|16|crushbone|Door|DOOR620X20|0|0||6.29453|-170.826|11.001|76.5|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
65|312|270064|0|17|crushbone|Door|DOOR620X20|0|0||21.1004|-188.127|10.6779|337.12|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
66|313|270065|0|18|crushbone|Door|DOOR620X20|0|0||-9.47917|-165.162|11.001|80|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
67|314|270066|0|19|crushbone|Door|DOOR620X20|0|0||-9.49283|-159.173|11.001|75|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
68|315|270067|0|20|crushbone|Door|DOOR620X20|0|0||-21.911|-152.076|11.001|61.5599|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
69|316|270068|0|21|crushbone|Door|DOOR620X20|0|0||-21.8815|-146.225|11.001|62.1796|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
70|317|270069|0|22|crushbone|Door|DOOR620X20|0|0||-35.2948|-138.145|11.001|62.5596|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
71|318|270070|0|23|crushbone|Door|DOOR620X20|0|0||-34.1901|-133.026|11.001|61.1198|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
72|319|270071|0|24|crushbone|Door|DOOR620X20|0|0||-48.2901|-123.665|11.001|60.8398|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
73|320|270072|0|25|crushbone|Door|DOOR620X20|0|0||-46.1717|-120.438|11.001|61.2597|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
74|321|270073|0|27|crushbone|Door|DOOR620X20|0|0||-57.0994|-109.152|10.8276|61.4794|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
75|322|270074|0|28|crushbone|Door|DOOR620X20|0|0||-56.8615|-114.135|11.001|60.6795|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
76|323|270075|0|29|crushbone|Door|DOOR620X20|0|0||-74.4005|-100.392|11.001|89.6795|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
77|324|270076|0|30|crushbone|Door|DOOR620X20|0|0||-75.055|-104.986|11.001|90.2795|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
78|325|270077|0|31|crushbone|Door|DOOR620X20|0|0||-89.1325|-92.9655|10.9806|90.4795|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
79|326|270078|0|32|crushbone|Door|DOOR620X20|0|0||-90.9331|-96.2054|11.001|87.9796|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
80|327|270079|0|33|crushbone|Door|DOOR620X20|0|0||-108.073|-87.1808|11.001|89.2995|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
81|328|270080|0|34|crushbone|Door|DOOR620X20|0|0||-107.239|-84.1249|11.001|89.9196|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
82|329|270081|0|35|crushbone|Door|DOOR620X20|0|0||-124.339|-75.2949|10.4221|90.4197|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
83|330|270082|0|36|crushbone|Door|DOOR620X20|0|0||-124.742|-78.179|11.001|88.1997|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
84|331|270083|0|37|crushbone|Door|DOOR620X20|0|0||-136.609|-68.7065|11.001|88.3599|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
85|332|270084|0|38|crushbone|Door|DOOR620X20|0|0||-137.425|-71.7076|11.4841|88.2999|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
86|333|270085|0|39|crushbone|Door|DOOR620X20|0|0||-156.546|-71.8711|10.001|128.52|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
87|334|270086|0|40|crushbone|Door|DOOR620X20|0|0||-156.173|-68.6769|10.001|128.06|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
88|335|270087|0|41|crushbone|Door|DOOR620X20|0|0||-175.873|-68.6453|9.94345|128.3|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
89|336|270088|0|42|crushbone|Door|DOOR620X20|0|0||-175.94|-71.915|10.001|128.9|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
90|337|270089|0|43|crushbone|Door|DOOR620X20|0|0||-175.717|-74.0092|10.001|384.7|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
91|338|270090|0|44|crushbone|Door|DOOR620X20|0|0||-175.855|-71.1893|10.001|384|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
92|339|270091|0|45|crushbone|Door|DOOR620X20|0|0||-195.572|-73.958|10.001|384|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
93|340|270092|0|46|crushbone|Door|DOOR620X20|0|0||-195.322|-70.708|10.001|386.16|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
94|341|270093|0|47|crushbone|Door|DOOR620X20|0|0||-215.337|-73.8703|10.001|385.92|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
95|342|270094|0|48|crushbone|Door|DOOR620X20|0|0||-215.12|-71.178|10.001|383.499|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
96|343|270095|0|49|crushbone|Door|DOOR620X20|0|0||-235.13|-74.0281|10.001|383.219|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
97|344|270096|0|50|crushbone|Door|DOOR620X20|0|0||-235.072|-70.9745|10.001|384.12|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
98|345|270097|0|51|crushbone|Door|DOOR620X20|0|0||-254.192|-73.9756|10.001|384.78|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
99|346|270098|0|52|crushbone|Door|DOOR620X20|0|0||-254.993|-71.2349|10.001|383.84|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
100|347|270099|0|53|crushbone|Door|DOOR620X20|0|0||-289.78|-68.683|10.0003|127.32|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
101|348|270100|0|54|crushbone|Door|DOOR620X20|0|0||-288.865|-71.9612|10.001|129|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
102|349|270101|0|55|crushbone|Door|DOOR620X20|0|0||-288.917|-70.9358|10.001|406.079|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
103|350|270102|0|56|crushbone|Door|DOOR620X20|0|0||-288.753|-74.1469|10.001|407.319|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
104|351|270103|0|57|crushbone|Door|DOOR620X20|0|0||-307.937|-79.6699|9.94726|407.56|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
105|352|270104|0|58|crushbone|Door|DOOR620X20|0|0||-308.214|-76.5907|10.001|406.88|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
106|353|270105|0|59|crushbone|Door|DOOR620X20|0|0||-336.063|-81.8966|9.70514|149.859|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
107|354|270106|0|60|crushbone|Door|DOOR620X20|0|0||-336.436|-85.8217|10.001|151.9|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
108|355|270107|0|61|crushbone|Door|DOOR620X20|0|0||-335.782|-84.1099|10.001|379.739|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
109|356|270108|0|62|crushbone|Door|DOOR620X20|0|0||-335.636|-88.0382|10.001|379|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
110|357|270109|0|63|crushbone|Door|DOOR620X20|0|0||-355.664|-86.6105|10.001|381.44|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
111|358|270110|0|64|crushbone|Door|DOOR620X20|0|0||-355.78|-82.8327|10.001|379.299|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
112|359|270111|0|65|crushbone|Door|DOOR620X20|0|0||-387.785|-78.3649|9.67902|122.16|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
113|360|270112|0|66|crushbone|Door|DOOR620X20|0|0||-387.717|-80.982|10.001|123.7|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
114|361|270113|0|67|crushbone|Door|DOOR620X20|0|0||-387.652|-82.9353|10.001|123.6|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
115|362|270114|0|68|crushbone|Door|DOOR620X20|0|0||144.149|-182.904|10.001|225.06|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
116|363|270115|0|69|crushbone|Door|DOOR620X20|0|0||145.513|-183.228|10.001|212.1|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
117|364|270116|0|70|crushbone|Door|DOOR620X20|0|0||155.472|-166.265|10.001|210.44|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
118|365|270117|0|71|crushbone|Door|DOOR620X20|0|0||151.655|-164.66|10.001|209|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
119|366|270118|0|72|crushbone|Door|DOOR620X20|0|0||162.447|-147.822|9.99762|192|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
120|367|270119|0|73|crushbone|Door|DOOR620X20|0|0||166.371|-149.582|10.001|190.84|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
121|368|270120|0|74|crushbone|Door|DOOR620X20|0|0||176.234|-134.665|9.38916|194.02|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
122|369|270121|0|75|crushbone|Door|DOOR620X20|0|0||180.795|-135.944|10.001|189.44|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
123|370|270122|0|76|crushbone|Door|DOOR620X20|0|0||187.711|-122.539|9.36999|200.7|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
124|371|270123|0|77|crushbone|Door|DOOR620X20|0|0||195.173|-122.663|10.001|209.88|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
125|372|270124|0|78|crushbone|Door|DOOR620X20|0|0||199.822|-107.699|10.001|210.4|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
126|373|270125|0|79|crushbone|Door|DOOR620X20|0|0||205.89|-106.018|10.001|209.34|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
127|374|270126|0|80|crushbone|Door|DOOR620X20|0|0||210.245|-91.2391|10.001|209.92|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
128|375|270127|0|81|crushbone|Door|DOOR620X20|0|0||216.666|-89.2561|10.001|210.84|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
129|376|270128|0|82|crushbone|Door|DOOR620X20|0|0||220.96|-74.3387|10.001|210.9|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
130|377|270129|0|83|crushbone|Door|DOOR620X20|0|0||227.296|-72.4196|10.001|210.24|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
131|378|270130|0|84|crushbone|Door|DOOR620X20|0|0||231.586|-57.7977|10.001|209.6|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
132|379|270131|0|85|crushbone|Door|DOOR620X20|0|0||237.116|-56.5572|10.1486|210.34|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
133|380|270132|0|86|crushbone|Door|DOOR620X20|0|0||241.805|-41.981|10.1434|213.18|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
134|381|270133|0|87|crushbone|Door|DOOR620X20|0|0||247.791|-39.7186|10.001|210.18|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
135|382|270134|0|88|crushbone|Door|DOOR620X20|0|0||252.017|-25.0827|10.001|209.8|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
136|383|270135|0|89|crushbone|Door|DOOR620X20|0|0||258.355|-23.2625|10.001|212.76|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
137|384|270136|0|90|crushbone|Door|DOOR620X20|0|0||262.562|-8.76766|10.0383|209.48|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
138|385|270137|0|91|crushbone|Door|DOOR620X20|0|0||268.572|-5.99251|10.001|210.08|54||0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|1|0|
