id|name|minmoney|maxmoney|avgmoney|done|min_expansion|max_expansion
561|A_Shady_Mercenary|1|50|7|0|-1|-1
566|Gabbie_Mardoddle|682|4523|0|0|-1|-1
591|Lord_Gongo|0|0|0|0|-1|-1
592|Jo_Jo|0|0|0|0|-1|-1
594|#Morley_Murrain|1|3000|1000|0|-1|-1
602|Guano_Harvester|1|2000|250|0|-1|-1
607|A_Luminii_Crawler|0|0|0|1|-1|-1
614|Quillmane|1|3000|1000|0|-1|-1
616|Callowwing|1|2000|250|0|-1|-1
700|A_Drachnid_Widow|770|5104|0|1|-1|-1
720|Undead_Crusader|0|0|0|0|-1|-1
927|Korvik_the_Cursed|1|1000|50|0|-1|-1
964|Yymp_the_Infernal|0|0|0|0|-1|-1
974|Dark_Elf_Corruptor|0|0|0|0|-1|-1
983|fearplane Wraith_of_a_Shissar|1188|7863|0|0|-1|-1
984|Cauldronboil|500|7000|0|1|-1|-1
1031|potorment Saryrn|0|0|0|1|-1|-1
1055|A_Deathly_Harbinger|748|4959|0|1|-1|-1
1061|ponightmare a_misery_mephit|0|0|0|1|-1|-1
1062|ponightmare a_mephit|0|0|0|1|-1|-1
1075|Grazhak_the_Berzerker|0|0|0|0|-1|-1
1080|PoStorms forest mini bosses|0|0|0|0|-1|-1
1082|PoStorms bridge guards melee|0|0|0|1|-1|-1
1083|PoStorms Faruek_the_Bold|0|0|0|1|-1|-1
1085|PoStorms desert mini bosses|0|0|0|1|-1|-1
1094|Solusek_Kobold_King|902|5975|0|0|-1|-1
1097|Stone_Spider|1000|6000|0|0|-1|-1
1164|Cauldronbubble|500|7000|0|1|-1|-1
1266|hateplane A_Spite_Golem|1100|7282|0|1|-1|-1
1280|hateplane An_Abhorrent|1056|6992|0|1|-1|-1
1336|Brutol_Rhaksen|1320|8734|0|1|-1|-1
1337|Sir_Breel|1|3000|1000|0|-1|-1
1342|Sir_Shalint|748|4959|0|0|-1|-1
1351|Sir_Fosco|1|2500|500|1|-1|-1
1354|Sir_Mollin|1|3000|1000|1|-1|-1
1357|Sir_Willam|858|5685|0|1|-1|-1
1358|Sir_Drolfis|880|5830|0|1|-1|-1
1391|Guard_Gehnus|1078|7137|0|0|-1|-1
1431|Gunex_Eklar|1320|8734|0|0|-1|-1
1436|Argyn_Shieldstan|1|3000|1000|1|-1|-1
1439|Arrias_Arcanum|858|5685|0|1|-1|-1
1443|Edwardian_Holyblade|1320|8734|0|0|-1|-1
1505|A_Ghoul|1|1000|50|1|-1|-1
1522|Shadow_Treebright|1|3000|1000|1|-1|-1
1532|freeportguard|1|2000|250|0|-1|-1
1557|Brina_Foxtripper|1320|8734|0|1|-1|-1
1596|Ged_Twigborn|1|2500|500|1|-1|-1
1598|Skeleton_Trooper|1|3000|1000|0|-1|-1
1617|Orc_Weaponsmith|1|500|25|0|-1|-1
1657|A_Gnoll_Hunter|1|50|7|0|-1|-1
1659|A_Lesser_Minotaur|1|500|25|1|-1|-1
1696|Jail_Clerk_Maryl|858|5685|0|1|-1|-1
1697|A_Skeletal_Foreman|0|0|0|0|-1|-1
1703|Tyrana_Slil|638|4233|0|1|-1|-1
1720|Kelynn|1|500|25|1|-1|-1
1726|Jimble_Woodentoe|1|1000|50|1|-1|-1
1727|Raenna_Griff|1|1000|50|1|-1|-1
1731|Tarsa_Yovar|1|1000|50|1|-1|-1
1732|Grennet_Stormhand|1|1000|50|1|-1|-1
1819|Lesser_Blade_Fiend|0|0|0|0|-1|-1
1867|Sandgiant_Husam|1000|56200|0|0|-1|-1
1898|cazicthule A_Tae_Ew_fanatic|0|0|0|1|-1|-1
1900|cazicthule A_Tae_Ew_judicator|0|0|0|1|-1|-1
1908|Rilca_Leafrunner|748|4959|0|1|-1|-1
1913|Synger_Foxfyre|1|3000|1000|0|-1|-1
1931|Maareq_the_Prophet|0|0|0|1|-1|-1
1958|An_Ashenbone_Drake|1100|7282|0|1|-1|-1
1999|podisease #Grummus|0|0|0|1|-1|-1
2064|Mujaki_the_Devourer|0|0|0|0|-1|-1
2083|potactics Tallon_Zek|0|0|0|1|-1|-1
2090|#Zlexak|1430|9460|0|1|-1|-1
2091|#Cekenar|1430|9460|0|1|-1|-1
2173|Zhem_Xecia|1320|8734|0|0|-1|-1
2176|Perrir_Zexus|1320|8734|0|1|-1|-1
2181|Captain_Hazran|1320|8734|0|1|-1|-1
2183|NFP_Sentries|704|4668|0|1|-1|-1
2189|Palious_Jarten|1320|8734|0|0|-1|-1
2191|Tholius_Quey|1320|8734|0|1|-1|-1
2207|#Moldrak_Drin|1|2500|500|0|-1|-1
2208|Yovik_Splegle|1|1000|50|1|-1|-1
2261|Marik_Clubthorn|1|2000|250|0|-1|-1
2265|Webclaw_Murkwave|1|2500|500|0|-1|-1
2266|A_Silvered_Tae_Ew_Observer|1|3000|1000|1|-1|-1
2308|An_Ire_Ghast|1078|7137|0|0|-1|-1
2311|Hreidar_Lynhillig|0|0|0|1|-1|-1
2312|Shadow_Master_Vinta|0|0|0|1|-1|-1
2314|pofire castle 2 flamehead named|0|0|0|0|-1|-1
2317|Agnarr_the_Storm_Lord|0|0|0|1|-1|-1
2420|Alchemist_Valrona|0|10000|0|1|-1|-1
2520|Elisi_Nasin|1320|8734|0|1|-1|-1
2521|Geeda|1320|8734|0|1|-1|-1
2533|A_Black_Mamba|0|0|0|1|-1|-1
2539|Vicus_Nonad|1|3000|1000|1|-1|-1
2541|Pyzjn|1|1000|50|1|-1|-1
2544|Canlan_Talespinner|1|1000|50|1|-1|-1
2551|Lon_the_Redeemed|968|6411|0|1|-1|-1
2558|ponightmare a_slarghilug|0|0|0|1|-1|-1
2564|Larkin_Tolman|1|1000|50|1|-1|-1
2593|Rallius_Rattican|0|0|0|1|-1|-1
2604|PoStorms cactus mobs|0|0|0|1|-1|-1
2627|Crookstinger|0|0|0|0|-1|-1
2628|Barnacle_Bones|1|2000|250|0|-1|-1
2634|Ryleen_Bladespur|682|4523|0|1|-1|-1
2697|An_Ancient_Guardian|0|0|0|1|-1|-1
2812|Zhaoku|0|0|0|0|-1|-1
2823|A_Sweltering_Mephit|0|0|0|0|-1|-1
2824|Magmaton|0|0|0|0|-1|-1
2857|Brother_Balatin|594|3942|0|0|-1|-1
2873|An_Explorer|1|3000|1000|1|-1|-1
2880|Rell_Ostodl|1|500|25|0|-1|-1
2927|Shak_Dathor_Warlord|0|0|0|1|-1|-1
2960|Coloth_Meadowgreen|748|4959|0|0|-1|-1
2971|A_Lteth_Val_Scribe|1|3000|1000|1|-1|-1
2974|Aerin`Dar|0|0|0|1|-1|-1
2982|cazicthule A_Thul_Tae_Ew_Judicator|0|0|0|1|-1|-1
2984|Greshvoule|748|4959|0|1|-1|-1
2991|poinnovation A_Corroded_Prototype|0|0|0|1|-1|-1
3005|The_Keeper_of_Sorrows|0|0|0|1|-1|-1
3007|Tagrin_Maldric|0|0|0|1|-1|-1
3008|The_Seventh_Hammer|0|0|0|1|-1|-1
3015|#The_Deathrot_Knight|1408|9315|0|1|-1|-1
3019|#Nyrein_the_Beguiled|1122|7427|0|1|-1|-1
3020|Anumnan_Dathry|1078|7137|0|1|-1|-1
3022|Drayen_Blackguard|1078|7137|0|1|-1|-1
3059|A_Giant_Sewer_Rat|0|0|0|1|-1|-1
3063|A_Greater_Minotaur|682|4523|0|1|-1|-1
3098|A_Sewer_Rat|0|0|0|1|-1|-1
3122|poinnovation An_Obsolete_Model|0|0|0|1|-1|-1
3124|poinnovation An_Archaic_Model|0|0|0|1|-1|-1
3125|poinnovation A_Scrounging_Clockwork|0|0|0|1|-1|-1
3126|poinnovation A_Scrap_Collector|0|0|0|1|-1|-1
3127|poinnovation A_Metallic_Slime|0|0|0|1|-1|-1
3129|poinnovation A_Defective_Clockwork|0|0|0|1|-1|-1
3134|The_Ice_Witch|1078|7137|0|1|-1|-1
3137|Arlyxir|0|0|0|0|-1|-1
3164|ponightmare a_tar`dak_hunter|0|0|0|1|-1|-1
3165|Arch_Mage_Yozanni|0|0|0|0|-1|-1
3168|The_Acolyte_of_Affliction|0|0|0|1|-1|-1
3175|BoT strong jords|0|0|0|1|-1|-1
3179|Rorek_Steelthorn|0|0|0|0|-1|-1
3180|Ymir_Stormseer|0|0|0|0|-1|-1
3181|Thorolf_Sutherland|0|0|0|0|-1|-1
3182|BoT strong branns|0|0|0|1|-1|-1
3183|BoT weak branns|0|0|0|1|-1|-1
3187|BoT weak vanns|0|0|0|1|-1|-1
3189|BoT strong vanns|0|0|0|1|-1|-1
3192|BoT weak vinds|0|0|0|1|-1|-1
3199|Valbrand|0|0|0|1|-1|-1
3200|Gaukr_Sandstorm|0|0|0|1|-1|-1
3201|A_Prismatic_Basilisk|0|0|0|0|-1|-1
3202|PoTime phase 1 bosses|0|0|0|0|-1|-1
3212|A_Radiant_Guardian|0|0|0|0|-1|-1
3213|Oreen_Wavecrasher|0|0|0|1|-1|-1
3214|Babnoxis_the_Spider_Queen|0|0|0|0|-1|-1
3217|ponightmare a_hobgoblin|0|0|0|1|-1|-1
3219|Queen_Silandria|0|0|0|0|-1|-1
3220|CoDecay Bertoxxulous|0|0|0|0|-1|-1
3222|General_Druav_Flamesinger|0|0|0|0|-1|-1
3224|Solusek_Ro|0|0|0|0|-1|-1
3226|Freegan_Haun|0|0|0|0|-1|-1
3227|Bishop_Toluwon|0|0|0|0|-1|-1
3228|Hydrotha|0|0|0|0|-1|-1
3229|A_Pristine_Gem_Golem|0|0|0|0|-1|-1
3231|Bubonian_Death_Caster|0|0|0|1|-1|-1
3232|The_Diaku_Armorer|0|0|0|0|-1|-1
3234|Manaetic Prototypes|0|0|0|0|-1|-1
3237|Brynju_Thunderclap|0|0|0|1|-1|-1
3238|Manaetic_Behemoth|0|0|0|0|-1|-1
3239|Hinvat_Deathbringer|0|0|0|1|-1|-1
3241|poinnovation A_Rusted_Model|0|0|0|1|-1|-1
3243|solrotower A_Flare_Mephit|0|0|0|0|-1|-1
3244|Gakamenial_Fir`Disralsi|0|0|0|0|-1|-1
3246|ponightmare a_ravenous_nightstalker|0|0|0|1|-1|-1
3248|Captain_Danon_Shern|0|0|0|0|-1|-1
3249|Raex_Pwodill|0|0|0|0|-1|-1
3264|A_Woodland_Lion|0|0|0|0|-1|-1
3269|A_Black_Bear|0|0|0|1|-1|-1
3314|A_Young_Plains_Cat|0|0|0|1|-1|-1
3348|High_Chief_Fosloas|1|1000|50|1|-1|-1
3350|High_Chief_Kellerus|1|1000|50|1|-1|-1
3351|Guard_Teridsan|1|1000|50|1|-1|-1
3354|The_Sleep_Walker|0|0|0|1|-1|-1
3355|pofire castle 2 djinn named|0|0|0|0|-1|-1
3513|An_Air_Elemental|1|500|25|1|-1|-1
3515|Cyanelle|1|2500|500|1|-1|-1
3537|A_Goblin|1|50|7|1|-1|-1
3575|A_Zol_Ghoul_Knight|814|5394|0|1|-1|-1
3631|A_Mummy|1|1200|0|0|-1|-1
3657|Milla|1|1000|50|0|-1|-1
3683|pojustice Sentry_of_Justice|0|0|0|1|-1|-1
3684|pojustice High_Guardian_of_Justice|0|0|0|1|-1|-1
3691|potorment Boruks 2|0|0|0|1|-1|-1
3692|potorment Kaniz 2|0|0|0|1|-1|-1
3695|potorment A_Blood_Raven|0|0|0|1|-1|-1
3699|potorment mouth mobs|0|0|0|1|-1|-1
3705|A_Storm_Watcher|0|0|0|1|-1|-1
3711|A_Triloun_Champion|0|0|0|0|-1|-1
3714|water mephits|0|0|0|0|-1|-1
3720|powater crabs 1|0|0|0|0|-1|-1
3721|A_Fearsome_Earthcrafter|0|0|0|0|-1|-1
3722|pofire fiends|0|0|0|0|-1|-1
3726|A_Horrifying_Vision|0|0|0|1|-1|-1
3731|povalor 65-66 knight A_Valorian_Guard|0|0|0|1|-1|-1
3922|Imperial_Crypt_Guardian|1144|7572|0|1|-1|-1
3930|Zalerez|748|4959|0|1|-1|-1
4028|Soblohg|1|2500|500|0|-1|-1
4089|pojustice Gaoler_of_Justice|0|0|0|1|-1|-1
4097|ponightmare a_nightstalker|0|0|0|1|-1|-1
4098|A_Protector_of_Ro|0|0|0|0|-1|-1
4099|A_Stormrider|0|0|0|1|-1|-1
4101|General_Reparm|0|0|0|0|-1|-1
4111|pofire fennin trash flameheads|0|0|0|0|-1|-1
4153|Froglok_Berserker|1|2500|500|0|-1|-1
4193|Togahn_Sorast|1320|8734|0|1|-1|-1
4195|#Brother_Qwinn|1320|8734|0|0|-1|-1
4199|Ran`Un|748|4959|0|0|-1|-1
4206|An_Injured_Rat|0|0|0|0|-1|-1
4207|A_Nesting_Rat|0|0|0|0|-1|-1
4209|podisease Aramin_the_Spider_Guardian|0|0|0|1|-1|-1
4210|Priest_Of_Discord|1078|7137|0|1|-1|-1
4229|High_Mystic_Qucosp|0|0|0|0|-1|-1
4230|Spinflint|0|0|0|0|-1|-1
4246|Tantisala_Jaggedtooth|0|0|0|0|-1|-1
4247|An_Ancient_Vekerchiki_Champion|0|0|0|0|-1|-1
4249|Kuanbyr_Hailstorm|0|0|0|1|-1|-1
4250|Xegony_the_Queen_of_Air|0|0|0|0|-1|-1
4251|Greater_Corrupted_Pusling|0|0|0|1|-1|-1
4252|Greater_Foul_Pusling|0|0|0|1|-1|-1
4258|Coirnav_the_Avatar_of_Water|0|0|0|0|-1|-1
4296|Ghanex_Drah|1|1000|50|0|-1|-1
4307|hohonora guardian|0|0|0|1|-1|-1
4318|Miner_Bordakn|814|5394|0|0|-1|-1
4319|Overseer_Miklek|858|5685|0|0|-1|-1
4355|Avhi_Escron|0|0|0|0|-1|-1
4404|Findlegrob|1|2500|500|1|-1|-1
4415|Verina_Tomb|0|0|0|1|-1|-1
4420|Jiva|0|0|0|0|-1|-1
4443|Ta`Grusch_the_Abomination|0|0|0|1|-1|-1
4446|Clazxiss|100|540|0|0|-1|-1
4449|Gromlok|682|4523|0|0|-1|-1
4451|Grioihin_the_Wise|0|0|0|0|-1|-1
4452|#An_Enraged_War_Boar|0|0|0|0|-1|-1
4453|potimeb Cazic_Thule|0|0|0|0|-1|-1
4459|Yulcabis|1|1000|50|1|-1|-1
4460|Donlix_Bonkle|1|500|25|1|-1|-1
4461|Jibble_Blexnik|1|500|25|1|-1|-1
4462|Vyntok_Bonkle|1|1000|50|1|-1|-1
4464|A_Valorian_Sentry|0|0|0|1|-1|-1
4466|Elif_Whitewind|0|0|0|1|-1|-1
4467|Erech_Eyford|0|0|0|0|-1|-1
4468|Chancellor_Kirta|0|0|0|0|-1|-1
4469|Omni_Magus_Crato|0|0|0|0|-1|-1
4471|Chancellor_Traxom|0|0|0|0|-1|-1
4472|ponightmare Vhaksiz_the_Shade|0|0|0|1|-1|-1
4478|Peregrin_Rockskull|0|0|0|0|-1|-1
4479|A_Monsterous_Mudwalker|0|0|0|0|-1|-1
4480|Jaxoliz_Dawneyes|0|0|0|0|-1|-1
4502|A_Goblin_Traitor|858|5685|0|1|-1|-1
4505|pojustice kos prisoners|0|0|0|1|-1|-1
4507|powater named kraken|0|0|0|0|-1|-1
4512|PoStorms floralings|0|0|0|1|-1|-1
4513|PoStorms wind compound melee|0|0|0|1|-1|-1
4514|PoStorms war rog jotna|0|0|0|1|-1|-1
4515|PoStorms An_Irmin_Her_Megir|0|0|0|1|-1|-1
4516|PoStorms rog An_Irmin_Fannsk|0|0|0|1|-1|-1
4529|Maestro_Of_Rancor|1144|7572|0|1|-1|-1
4536|#Faydedar|1166|7718|0|0|-1|-1
4574|Throkkok|0|0|0|0|-1|-1
4584|Riggin_Vix|1|2000|250|1|-1|-1
4628|Knight_Dragol|968|6411|0|0|-1|-1
4642|veeshan A_Guardian_Wurm|0|0|0|1|-1|-1
4677|Divn_L`Crit|968|6411|0|1|-1|-1
4693|Wraith_of_Retribution|0|0|0|1|-1|-1
4716|War_Chieftan_Dorwikak|0|0|0|0|-1|-1
4746|Dustback|1|2500|500|1|-1|-1
4747|Stonegrinder|1|2500|500|0|-1|-1
4748|Gemeye|1|3000|1000|0|-1|-1
4749|Eboneyes|726|4814|0|0|-1|-1
4751|Blugtigin|1|3000|1000|0|-1|-1
4752|Varithyx|1|2500|500|0|-1|-1
4753|Slithinis|594|3942|0|0|-1|-1
4754|Klok_Denris|1034|6846|0|0|-1|-1
4756|Keeper_Lasnik|968|6411|0|0|-1|-1
4822|Shevra_Kollintar|1320|8734|0|1|-1|-1
4823|Quavonis_Firetail|0|0|0|0|-1|-1
4865|Shintl_Lowbrew|1|500|25|1|-1|-1
4879|Rondo_Dunfire|1|500|25|1|-1|-1
4885|Ratraz|1|2000|250|1|-1|-1
4898|Slaythe_the_Slayer|682|4523|0|0|-1|-1
4906|A_Tiny_Skeleton|0|0|0|0|-1|-1
4962|A_Froglok_Escort|0|0|0|1|-1|-1
4988|ponightmare a_vexed_banshee|0|0|0|1|-1|-1
4989|povalor 61 An_Undead_Vassal|0|0|0|1|-1|-1
5032|Leatherfoot_Captain|1|500|25|1|-1|-1
5035|A_Young_Ronin|1|1000|50|1|-1|-1
5037|Boogoog|1|2500|500|1|-1|-1
5048|Iksar_Pariah|1|2000|250|1|-1|-1
5089|A_Greedy_Beggar|1|25|3|1|-1|-1
5102|Guide_V|1|3000|1000|1|-1|-1
5103|Guide_VI|682|4523|0|0|-1|-1
5104|Guide_II|616|4088|0|1|-1|-1
5107|Guide_I|1|3000|1000|0|-1|-1
5131|Rongol|1|50|7|1|-1|-1
5132|Anderia|1|50|7|1|-1|-1
5171|Raz_The_Rat_Misk|1|50|7|1|-1|-1
5192|Clockwork_Scrubber|0|0|0|1|-1|-1
5194|Marus_Kemson|1320|8734|0|0|-1|-1
5196|Baenar_Swiftsong|1078|7137|0|1|-1|-1
5197|Fabian|1|2500|500|1|-1|-1
5217|A_Fish|0|0|0|0|-1|-1
5228|Zigg_Flin|1|3100|0|1|-1|-1
5230|Djerr_Darkpaw|1|50|7|1|-1|-1
5238|A_Large_Spider|0|0|0|1|-1|-1
5284|A_Rock_Snake|0|0|0|1|-1|-1
5291|A_Large_Snake|0|0|0|1|-1|-1
5306|A_Stonesnake|0|0|0|1|-1|-1
5394|A_Sludge_Spiderling|0|0|0|1|-1|-1
5397|Taldrik_Stumpystout|1320|8734|0|1|-1|-1
5444|Gnawfang|0|0|0|0|-1|-1
5486|A_Froglok_Slave|1|50|7|1|-1|-1
5537|Stump_Rundl|1|1000|50|1|-1|-1
5538|Bunk_Odon|1|1000|50|0|-1|-1
5541|Sylp_Tyanathin|1|500|25|0|-1|-1
5551|Retlon_Brenclog|1|2000|250|1|-1|-1
5552|Bindlegrob|1|2500|500|1|-1|-1
5559|A_Kobold_Prisoner|1|50|7|1|-1|-1
5574|Tomer_Instogle|1|25|3|1|-1|-1
5577|Lyris_Moonbane|1320|8734|0|1|-1|-1
5578|Perkon_Malok|1320|8734|0|0|-1|-1
5580|Walnan|1012|6701|0|1|-1|-1
5581|Nusk_Treton|1320|8734|0|0|-1|-1
5585|Mheno_Raveus|1320|8734|0|0|-1|-1
5590|Galm_Snowdrift|0|0|0|0|-1|-1
5591|Fogl_Iceshard|0|0|0|0|-1|-1
5592|Riodhr_Torrentwind|0|0|0|0|-1|-1
5593|Eindride_Icestorm67|0|0|0|1|-1|-1
5594|Magma_Overlord|0|0|0|0|-1|-1
5595|pofire Flame_Overlord|0|0|0|0|-1|-1
5597|Dark_Obsidian_Lava_Spider|0|0|0|0|-1|-1
5598|Zandal_Adan|0|0|0|0|-1|-1
5599|Frenzied_Anglerfish|0|0|0|0|-1|-1
5601|Niola_Impholder|1320|8734|0|0|-1|-1
5604|Galremos|0|0|0|0|-1|-1
5605|Melernil_Faal`Armanna|0|0|0|0|-1|-1
5606|Nonnie_Texaker|1320|8734|0|0|-1|-1
5612|potimeb Saryrn|0|0|0|0|-1|-1
5614|Eonis_Mournunder|1320|8734|0|0|-1|-1
5619|hohonorb A_Wrulon_Guard|0|0|0|0|-1|-1
5620|A_Wrulon_Guard|0|0|0|1|-1|-1
5623|Wavadozzik_Adan|0|0|0|0|-1|-1
5625|Farios_Elianos|1078|7137|0|1|-1|-1
5626|Marv_Orilis|1320|8734|0|1|-1|-1
5627|Cuburt|0|50|0|0|-1|-1
5648|A_Tiger|0|0|0|0|-1|-1
5667|An_Orc_Thaumaturgist|1|1000|50|1|-1|-1
5688|Linaya_Sowlin|1|50|7|1|-1|-1
5689|Guard_Willia|1|500|25|0|-1|-1
5690|Squire_Narl|0|0|0|0|-1|-1
5692|A_Piranha|0|0|0|1|-1|-1
5695|A_Piranha|0|0|0|1|-1|-1
5696|A_Catfisher|1|25|3|1|-1|-1
5699|#Regis_the_Reverent|1|3000|1000|0|-1|-1
5700|Mammoth|0|0|0|1|-1|-1
5701|Broon|1|2500|500|1|-1|-1
5704|Proon|902|5975|0|0|-1|-1
5728|pojustice Arch_Menoch_Vanim|0|0|0|1|-1|-1
5750|Gnashmaw|1|3000|0|0|-1|-1
5752|Old_Dimshimmer|1|1000|50|0|-1|-1
5753|A_Korascian_Warlord|0|0|0|0|-1|-1
5755|An_Enraged_Golem|1408|9315|0|0|-1|-1
5756|Mummy_of_Glohnor|0|0|0|0|-1|-1
5757|Kyrenna|0|0|0|0|-1|-1
5760|Leatherfoot_Scout|1|25|3|1|-1|-1
5763|Silvermane|0|0|0|0|-1|-1
5764|Bargynn|1|2000|250|0|-1|-1
5777|potimeb Rallos_Zek|0|0|0|0|-1|-1
5779|Large_Heartsting_Scorpion|0|0|0|0|-1|-1
5790|poinnovation A_Tin_Soldier|0|0|0|1|-1|-1
5791|ponightmare Untel`Dak|0|0|0|1|-1|-1
5793|poinnovation A_Clockwork_Golem|0|0|0|1|-1|-1
5795|Hraquis_Chieftain|0|0|0|0|-1|-1
6093|An_Elemental_Masterpiece|0|0|0|0|-1|-1
6094|Blazzax_the_Omnifiend|0|0|0|0|-1|-1
6095|potimeb Tallon_Zek|0|0|0|0|-1|-1
6098|Wild_Fiery_Spirit_Steed|0|0|0|0|-1|-1
6099|Obsidian_Tree_Spider_Queen|0|0|0|0|-1|-1
6100|Jopal_Tracker|0|0|0|0|-1|-1
6103|Pestilence_Archon|0|0|0|1|-1|-1
6108|Gnoll_Courier|0|0|0|1|-1|-1
6110|powater kraken|0|0|0|0|-1|-1
6115|A_Confused_Air_Elemental|0|0|0|0|-1|-1
6116|A_Nilborien_Noble|0|0|0|0|-1|-1
6119|A_Castellan_of_Air|0|0|0|0|-1|-1
6121|poeartha tree mobs|0|0|0|0|-1|-1
6122|An_Earthcrafted_Assassin|0|0|0|0|-1|-1
6125|Diaku_Elite_Sentry|0|0|0|1|-1|-1
6128|Diaku_Armsman|0|0|0|1|-1|-1
6129|Diaku_Elite_Guard|0|0|0|1|-1|-1
6130|A_Diaku_Warrior lvl63|0|0|0|1|-1|-1
6131|potactics Plate Boars|0|0|0|1|-1|-1
6132|potactics kobolds|0|0|0|1|-1|-1
6134|A_Diaku_Raider|0|0|0|1|-1|-1
6135|A_Diaku_Death_Knight scimitar|0|0|0|1|-1|-1
6137|potactics wraiths|0|0|0|1|-1|-1
6140|A_Diaku_Oracle|0|0|0|1|-1|-1
6141|Diaku_Sentry|0|0|0|1|-1|-1
6142|Diaku_Guardian|0|0|0|1|-1|-1
6148|podisease A_Deathbone_Magus|0|0|0|1|-1|-1
6149|solrotower Guardian_of_Fire|0|0|0|0|-1|-1
6150|A_Mass_of_Living_Earth|0|0|0|0|-1|-1
6161|Anival_The_Blade|0|0|0|1|-1|-1
6162|Bubonian_Warlord|0|0|0|1|-1|-1
6164|Calebgrothiel|0|0|0|0|-1|-1
6166|A_Diseased_Bubonian|0|0|0|1|-1|-1
6169|Leatherfoot_Medic|1|1000|50|1|-1|-1
6170|Leatherfoot_Corporal|1|50|7|1|-1|-1
6179|pofire town mephits|0|0|0|0|-1|-1
6180|pofire field 1 spiders|0|0|0|0|-1|-1
6182|A_Mangled_Vegerog|0|0|0|0|-1|-1
6183|A_Deadly_Earth_Armadillo|0|0|0|0|-1|-1
6184|Corrupted_Knight|0|0|0|1|-1|-1
6185|povalor A_Crystalline_Golem|0|0|0|1|-1|-1
6187|hohonora guard|0|0|0|1|-1|-1
6188|povalor A_Razorfiend_Subduer|0|0|0|1|-1|-1
6189|A_Lumbering_Beast|0|0|0|1|-1|-1
6192|The_Diaku_Overseer|0|0|0|1|-1|-1
6198|A_Korascian_Necksnapper|0|0|0|0|-1|-1
6200|pofire field 1 horses|0|0|0|0|-1|-1
6203|The_Diaku_Supplier|0|0|0|0|-1|-1
6206|The_Protector_of_Dresolik|0|0|0|0|-1|-1
6207|Xuzl|0|0|0|0|-1|-1
6210|Thangbrand|0|0|0|0|-1|-1
6211|Rydda`Dar|0|0|0|0|-1|-1
6212|Auliffe_Chaoswind|0|0|0|1|-1|-1
6214|A_Rabid_Wrulon|0|0|0|1|-1|-1
6216|Laef_Windfall|0|0|0|1|-1|-1
6217|Glykus_Helmir|0|0|0|1|-1|-1
6222|Krziik_the_Mighty|0|0|0|0|-1|-1
6223|Pyronis|0|0|0|0|-1|-1
6226|Ofossaa_the_Enlightened|0|0|0|0|-1|-1
6227|potime Ralthos_Enrok|0|0|0|0|-1|-1
6266|Rinturion_Windblade|0|0|0|0|-1|-1
6267|Feig_Adan|0|0|0|0|-1|-1
6299|Elite_Corrupted_Knight|0|0|0|0|-1|-1
6321|A_Mechanic|1|2500|500|1|-1|-1
6374|Glydoc_Fe`Dhar|1034|6846|0|0|-1|-1
6406|Groi_Gutblade|1|2500|500|0|-1|-1
6437|Cmdr_Windstream|0|0|0|0|-1|-1
6452|cazicthule a_Tae_Ew_warrior|0|0|0|1|-1|-1
6453|cazicthule A_Tae_Ew_Warder|0|0|0|1|-1|-1
6454|cazicthule low level cleric|0|0|0|1|-1|-1
