id,spawngroupID,zone,x,y,z,heading,respawntime,variance,pathgrid,roamRange
345248,96045,timorous,-5431,-9613,24.629999,206.5,640,0,0,0
345235,96036,timorous,2243,-9554,8.13,175,640,0,0,0
345241,96041,timorous,3031.879883,-9546.879883,8.38,113,640,0,4,5
345232,96036,timorous,2914,-9510,9,48,640,0,0,0
345276,96076,timorous,-1225.880005,-9501.75,-128.630005,163.125,640,0,0,0
345239,96039,timorous,3267,-9477,10.38,193,640,0,0,0
348162,116163,eastwastes,3708,-9427.879883,161.399994,275.25,640,0,149,5
345212,96013,timorous,1876,-9369,17.129999,201,640,0,0,0
345231,96034,timorous,3566,-9347,4.5,131,640,0,0,0
345253,96046,timorous,-5304,-9322,93.629997,186,640,0,0,0
345309,96081,timorous,182,-9321.25,-126.5,115.5,640,0,0,0
345250,96045,timorous,-5370,-9321,93.629997,71,640,0,0,0
345243,96041,timorous,2170.75,-9271.629883,223.25,91.5,640,0,0,0
345240,96039,timorous,3356,-9259,13.38,90,640,0,0,0
345242,96041,timorous,3361.879883,-9229.879883,12.75,112,640,0,5,5
345281,96076,timorous,313.25,-9228.5,-127.25,255.125,640,0,9,5
345236,96036,timorous,2032,-9220,9.75,200,640,0,0,0
345247,96044,timorous,-6328,-9213,38.75,196.5,640,0,0,0
345255,96050,timorous,-5443,-9190,176.380005,127,640,0,0,0
345254,96049,timorous,-5938,-9132,112.25,229,640,0,0,0
345251,96045,timorous,-5589,-9128,149.5,6,640,0,0,0
345256,96055,timorous,-5761,-9094,10.25,242,640,0,0,0
345238,96037,timorous,3315,-9081,0.88,133.5,640,0,0,0
345234,96036,timorous,2037,-9038,2.38,226,640,0,0,0
347472,189484,timorous,2566,-9026,15.8,350,640,0,0,0
347474,189486,timorous,2977,-8970,259.100006,344,640,0,0,0
345245,96043,timorous,-5541,-8939,73.629997,6,640,0,0,0
345246,96044,timorous,-5920,-8935,61.75,255,640,0,0,0
348071,116084,eastwastes,4260,-8927,146.630005,205.375,640,0,87,5
345237,96036,timorous,2594,-8923,12.25,0.5,640,0,0,0
345249,96045,timorous,-6168,-8918,24,43,640,0,0,0
345348,96126,timorous,358.75,-8911.5,-126.5,223.375,640,0,0,0
348158,116161,eastwastes,4062,-8859.879883,159.800003,268,640,0,145,5
345244,96043,timorous,-6035,-8830,21.129999,1.5,640,0,0,0
345329,96096,timorous,-899.75,-8812.629883,-126.5,250.125,640,0,0,0
348159,116161,eastwastes,4646.879883,-8741,149,35.25,640,0,146,5
348023,116051,eastwastes,4073.879883,-8628,174.75,32.5,640,0,42,5
345278,96076,timorous,-370.75,-8611.5,-128.130005,129.75,640,0,0,0
348169,116172,eastwastes,3883,-8577.879883,182.300003,0,640,0,156,5
348300,116345,eastwastes,-2684.5,-8543.379883,-44.880001,42.5,640,0,0,0
345286,96076,timorous,-307.880005,-8524.629883,-126.5,93.75,640,0,0,0
345297,96081,timorous,-1371.380005,-8521.75,-126.5,15.125,640,0,0,0
348168,116172,eastwastes,4532.879883,-8501.879883,154.25,105.625,640,0,155,5
345369,96165,timorous,-1138.130005,-8496.75,-126.5,14.75,640,0,0,0
345345,96126,timorous,-322.380005,-8463.75,-126.5,248.375,640,0,0,0
348176,116176,eastwastes,4652.879883,-8405.879883,146.600006,172.75,640,0,163,5
348088,116097,eastwastes,4289.879883,-8378.879883,187,116.875,640,0,100,5
348057,116072,eastwastes,-1651,-8331.879883,181.130005,105.625,640,0,75,5
345341,96126,timorous,-973.5,-8272.379883,-126.5,8.875,640,0,0,0
348243,116265,eastwastes,3244,-8102,146,0,640,0,0,0
348086,116097,eastwastes,4492,-8099.879883,157.5,125.375,640,0,98,5
348073,116084,eastwastes,3963.879883,-8093.879883,212.630005,117.375,640,0,89,5
345285,96076,timorous,-842.880005,-8091.379883,-126.5,243,640,0,0,0
348191,116192,eastwastes,-4290.879883,-8089,150.300003,393.5,640,0,176,5
348174,116176,eastwastes,3923.879883,-8010.879883,192.880005,115.125,640,0,161,5
348190,116192,eastwastes,-1585.880005,-8009.879883,175.130005,169.75,640,0,175,5
348234,116246,eastwastes,-1617,-8006.879883,180.100006,206.25,640,0,210,5
348062,116079,eastwastes,-4190.879883,-7984,164.399994,362.75,640,0,80,5
348266,116305,eastwastes,-2150,-7983,155.630005,118,640,0,0,0
352892,190033,eastwastes,3250,-7970,149.100006,0,640,0,0,0
348170,116172,eastwastes,4331.629883,-7958.879883,253.25,242,640,0,157,5
345337,96126,timorous,-1515.5,-7948.879883,-126.5,10.375,640,0,0,0
348265,116304,eastwastes,-2164,-7932,153.630005,250,640,0,0,0
348235,116246,eastwastes,-847,-7930.879883,195.130005,0,640,0,211,5
345310,96081,timorous,138.5,-7921.629883,-126.5,132.5,640,0,0,0
345354,96165,timorous,-681,-7876.5,-126.5,2.5,640,0,14,5
348261,116300,eastwastes,-2181,-7876,151.5,27,640,0,0,0
348264,116303,eastwastes,-2157,-7862,149.380005,199,640,0,0,0
348262,116301,eastwastes,-2195,-7856,151.130005,70,640,0,0,0
348053,116070,eastwastes,-3408.879883,-7840,208.5,400.25,640,0,71,5
348263,116302,eastwastes,-2174,-7840,149.630005,133,640,0,0,0
348258,116297,eastwastes,-2106,-7836,145.880005,177.5,640,0,0,0
348260,116299,eastwastes,-2095,-7823,145.5,177.5,640,0,0,0
348259,116298,eastwastes,-2115,-7815,146.380005,177.5,640,0,0,0
345298,96081,timorous,-88.5,-7808.5,-126.5,129.5,640,0,0,0
345364,96165,timorous,-173,-7763.879883,-126.5,114.375,640,0,17,5
345277,96076,timorous,-1352.130005,-7750.379883,-126.5,135.5,640,0,0,0
345332,96096,timorous,-557.75,-7746.129883,-126.5,159.5,640,0,0,0
348056,116070,eastwastes,-545,-7739,199,0,640,0,74,5
348055,116070,eastwastes,-4344.879883,-7674.879883,181.5,175.875,640,0,73,5
348175,116176,eastwastes,4010,-7668,160.600006,482,640,0,162,5
345307,96081,timorous,-36.630001,-7656.5,-126.5,118,640,0,0,0
348089,116097,eastwastes,4219.879883,-7655,159.880005,11.875,640,0,101,5
348087,116097,eastwastes,3964.879883,-7648.879883,157.630005,110.75,640,0,99,5
348172,116176,eastwastes,4254.879883,-7596,157.5,46.375,640,0,159,5
325414,14069,southkarana,-384.880005,-7588.879883,2.38,128.25,640,0,68,5
345326,96096,timorous,-658,-7526.879883,-126.5,142.5,640,0,12,5
348161,116163,eastwastes,3858,-7501,147,241,640,0,148,5
345322,96096,timorous,-1210.130005,-7500.25,-126.5,96.5,640,0,0,0
348160,116161,eastwastes,4388.879883,-7495.879883,186.600006,170.25,640,0,147,5
348256,116291,eastwastes,77,-7456,159.5,112,640,0,0,0
348157,116161,eastwastes,4361.879883,-7432,175.630005,13.75,640,0,144,5
348284,116319,eastwastes,161.5,-7411.379883,160.130005,70.5,640,0,0,0
345319,96096,timorous,-390.25,-7406.129883,-126.5,124.75,640,0,0,0
348181,116185,eastwastes,-343.880005,-7403.879883,248.130005,128.625,640,0,168,5
348069,116083,eastwastes,-4386.879883,-7395,190.300003,402.75,640,0,85,5
325361,14033,southkarana,-2600.879883,-7387.879883,56.5,301.25,640,0,33,5
348210,116216,eastwastes,3621,-7366,147.600006,507.5,640,0,188,5
348171,116174,eastwastes,4129,-7365,158.100006,493,640,0,158,5
345371,96165,timorous,-1112.5,-7357.129883,-126.5,3.625,640,0,0,0
348133,116135,eastwastes,1301.880005,-7346.879883,166.130005,113.875,640,0,133,5
345316,96096,timorous,-723.130005,-7330.5,-126.5,132.125,640,0,0,0
348090,116097,eastwastes,3900,-7320,155.25,246.625,640,0,102,5
348173,116176,eastwastes,3868,-7309,156.5,0,640,0,160,5
348179,116185,eastwastes,-4132.879883,-7302,192.399994,415,640,0,166,5
325332,14014,southkarana,-1240.880005,-7282.879883,59.5,334.75,640,0,20,5
348183,116185,eastwastes,-2524,-7280,212.630005,59.5,640,0,170,5
348072,116084,eastwastes,4507.879883,-7280,218,0,640,0,88,5
348050,116070,eastwastes,-2444.879883,-7275.879883,210,360,640,0,68,5
325402,14063,southkarana,833.880005,-7231,10.3,143.75,640,0,57,5
348094,116100,eastwastes,4628.879883,-7217,181.600006,0,640,0,104,5
348948,118132,greatdivide,643,-7142,-587,163,640,0,41,5
325470,14153,southkarana,102.25,-7126.5,93.879997,232.75,640,0,0,0
325493,14179,southkarana,108.5,-7124.379883,92.75,194.5,640,0,0,0
325377,14043,southkarana,117,-7120,155.5,82,640,0,0,0
325495,14184,southkarana,96,-7119.129883,90.5,87.5,640,0,0,0
325489,14173,southkarana,89,-7119,155.75,202,640,0,0,0
325491,14176,southkarana,108.75,-7116.879883,89,188,640,0,0,0
325446,14113,southkarana,94.5,-7116.629883,160.75,192.25,640,0,0,0
345365,96165,timorous,-940.5,-7115.379883,-126.5,154.125,640,0,0,0
325397,14058,southkarana,99.5,-7112.879883,157.630005,253,640,0,0,0
348946,118131,greatdivide,1647,-7082,-506.399994,139.25,640,0,39,5
348135,116135,eastwastes,1851,-7045.879883,191.399994,338.25,640,0,135,5
345303,96081,timorous,-1178.880005,-7033.879883,-126.5,237.25,640,0,0,0
348165,116166,eastwastes,2746.879883,-6997.879883,180.5,203.5,640,0,152,5
348949,118134,greatdivide,524,-6988,-662.5,53.75,640,0,42,5
348166,116166,eastwastes,1052,-6968.879883,205.25,135.625,640,0,153,5
348104,116112,eastwastes,955,-6935.879883,221,352.25,640,0,112,5
325447,14116,southkarana,-1953.880005,-6931.879883,42.400002,358.5,640,0,90,5
348919,118106,greatdivide,619,-6914,-658.799988,123.5,640,0,32,5
349027,118217,greatdivide,513,-6908,-675.380005,127.5,640,0,0,0
345363,96165,timorous,-329.380005,-6875.129883,-126.5,122.75,640,0,0,0
345284,96076,timorous,-1771.380005,-6868,-131.5,132.375,640,0,0,0
348121,116126,eastwastes,635,-6868,235.399994,415.25,640,0,121,5
348959,118145,greatdivide,3067,-6868,-226.630005,199,640,0,0,0
348098,116107,eastwastes,2052,-6864.879883,187,175.125,640,0,107,5
325507,14198,southkarana,924,-6800,1,152.5,640,0,0,0
348918,118106,greatdivide,1111,-6798,-550,112.25,640,0,31,5
348084,116092,eastwastes,-2062.879883,-6796.879883,161.899994,110.75,640,0,96,5
348958,118144,greatdivide,3085,-6794,-226,121.5,640,0,0,0
325379,14045,southkarana,1034.880005,-6791,29.879999,33,640,0,0,0
325378,14044,southkarana,1035,-6772,30.25,78,640,0,0,0
345283,96076,timorous,-1238.5,-6771.129883,-126.5,5,640,0,0,0
348936,118122,greatdivide,2723,-6761,-226,74.5,640,0,0,0
348937,118122,greatdivide,2823,-6760,-226,190.5,640,0,0,0
352841,189982,eastwastes,3959,-6758,184.199997,0,640,0,0,0
352842,189983,eastwastes,4023,-6758,182.600006,0,640,0,0,0
352843,189984,eastwastes,4115,-6758,178.800003,0,640,0,0,0
352844,189985,eastwastes,4204,-6758,183,0,640,0,0,0
352845,189986,eastwastes,4290,-6758,173.600006,0,640,0,0,0
352902,190043,eastwastes,4414,-6758,165.600006,0,640,0,0,0
352846,189987,eastwastes,4524,-6758,156.800003,0,640,0,0,0
352847,189988,eastwastes,4659,-6758,160,0,640,0,0,0
325383,14048,southkarana,1012,-6734,164.880005,132,640,0,0,0
348083,116092,eastwastes,-1981.880005,-6725,151.25,243.875,640,0,95,5
352848,189989,eastwastes,3875,-6719,177.699997,0,640,0,0,0
345344,96126,timorous,-458.75,-6718.879883,-129.880005,159.5,640,0,0,0
348119,116126,eastwastes,728,-6712,244.5,370,640,0,119,5
325350,14027,southkarana,1175.880005,-6703.879883,-0.63,252.5,640,0,0,0
325341,14018,southkarana,1149,-6700,0.25,252.5,640,0,0,0
348249,116276,eastwastes,1572,-6699,195.630005,218.5,640,0,220,5
352877,190018,eastwastes,3805,-6686,175.5,0,640,0,0,0
325359,14031,southkarana,-1440,-6685.879883,4.9,236,640,0,32,5
348066,116083,eastwastes,-648,-6682.879883,227.880005,79.625,640,0,82,5
348238,116251,eastwastes,-2540,-6676.879883,165,263.5,640,0,214,5
348929,118115,greatdivide,3065,-6672,-225.380005,0,640,0,35,5
325374,14040,southkarana,1916,-6671.879883,72.800003,337.75,640,0,42,5
325501,14192,southkarana,879,-6662,55,191.5,640,0,0,0
325382,14047,southkarana,1128,-6661,108.629997,234.625,640,0,0,0
325387,14053,southkarana,987.880005,-6660.379883,174.380005,55.5,640,0,0,0
352849,189990,eastwastes,3732,-6654,168.399994,0,640,0,0,0
325386,14050,southkarana,1090.75,-6652,176.380005,170,640,0,0,0
348960,118147,greatdivide,3067,-6651,-226.630005,0,640,0,43,5
348010,116045,eastwastes,-1970,-6648.879883,153.130005,78.625,640,0,30,5
345360,96165,timorous,-835.5,-6623.379883,-126.5,251,640,0,0,0
325385,14050,southkarana,1040.75,-6622.379883,176.75,101.5,640,0,0,0
345327,96096,timorous,205,-6616.5,-130,23.25,640,0,0,0
352850,189991,eastwastes,3642,-6616,161,0,640,0,0,0
348182,116185,eastwastes,-3359.879883,-6609,185.75,0,640,0,169,5
325400,14063,southkarana,-1873.880005,-6609,1.8,407,640,0,55,5
348167,116171,eastwastes,1246,-6589,200.380005,221.625,640,0,154,5
325469,14152,southkarana,1069,-6588,165.130005,128,640,0,0,0
348241,116264,eastwastes,531,-6584,232.880005,183.375,640,0,217,5
325360,14031,southkarana,1336.75,-6583.75,80.75,95,640,0,0,0
325322,14006,southkarana,1042,-6581,164.5,246.5,640,0,0,0
348978,118158,greatdivide,2946,-6569,-225.380005,0,640,0,45,5
348054,116070,eastwastes,-1478.880005,-6565,185.25,249.875,640,0,72,5
325366,14033,southkarana,-3030,-6560,5.13,255.5,640,0,38,5
352878,190019,eastwastes,3591,-6558,150.199997,0,640,0,0,0
348930,118116,greatdivide,3284,-6552,-225.399994,0,640,0,36,5
347695,189705,southkarana,2067.421875,-6544.23584,96.981689,240.875,1200,0,0,0
348164,116166,eastwastes,1598,-6542,167.130005,0,640,0,151,5
347698,189708,southkarana,1721.762085,-6537.126953,57.973213,18.75,1200,0,98,5
348977,118157,greatdivide,3048,-6533,-226.630005,98,640,0,0,0
325351,14029,southkarana,1177.880005,-6532.879883,1,29.5,640,0,0,0
325384,14049,southkarana,1023,-6530,81.75,155.5,640,0,0,0
348934,118120,greatdivide,3321,-6526,-226,3.5,640,0,0,0
348281,116318,eastwastes,-3245.879883,-6516.879883,181.100006,339.25,640,0,226,5
325427,14081,southkarana,2018.880005,-6510.75,174.630005,144.5,640,0,0,0
348924,118110,greatdivide,3298,-6505,-225.380005,0,640,0,34,5
325499,14189,southkarana,2039,-6503,169.380005,64.5,640,0,0,0
348932,118118,greatdivide,3323,-6503,-226.630005,188,640,0,0,0
325367,14034,southkarana,2123,-6502,94.129997,191,640,0,0,0
352851,189992,eastwastes,3569,-6498,157.800003,0,640,0,0,0
325313,14001,southkarana,2029.380005,-6496.75,104.629997,132.625,640,0,0,0
325355,14030,southkarana,2029.25,-6495.629883,172.130005,5.25,640,0,0,0
348156,116160,eastwastes,-969,-6493,244.380005,67.375,640,0,143,5
348037,116055,eastwastes,-1867.880005,-6488.879883,151.75,131.375,640,0,55,5
325468,14151,southkarana,2027,-6488,169.630005,14,640,0,0,0
348933,118119,greatdivide,3309,-6482,-226,98,640,0,0,0
349015,118204,greatdivide,2922,-6479,-225.380005,116.5,640,0,0,0
348233,116246,eastwastes,-564,-6471,219.130005,36.75,640,0,209,5
348240,116264,eastwastes,2901.879883,-6455,166.899994,84,640,0,216,5
325340,14017,southkarana,2894.879883,-6439.879883,156.399994,235,640,0,26,5
352852,189993,eastwastes,3547,-6438,156.899994,0,640,0,0,0
348163,116166,eastwastes,1239,-6433,184.300003,369.75,640,0,150,5
348244,116268,eastwastes,-2145.879883,-6430,183.880005,215,640,0,219,5
348114,116122,eastwastes,4606,-6404.879883,-292.25,0,640,0,0,0
345294,96081,timorous,-856.5,-6399.75,-126.5,247.75,640,0,0,0
348216,116235,eastwastes,1357,-6384,172.630005,183.625,640,0,192,5
352853,189994,eastwastes,3526,-6382,153.5,0,640,0,0,0
349016,118205,greatdivide,3024,-6377,-226.630005,203,640,0,0,0
325498,14188,southkarana,1121.5,-6364.879883,0.63,252.125,640,0,0,0
345259,96062,timorous,2831,-6360.879883,6.8,463.25,640,0,6,5
349017,118206,greatdivide,3021,-6359,-225.380005,185,640,0,0,0
348207,116213,eastwastes,1933.880005,-6353.879883,168.630005,0,640,0,185,5
348130,116133,eastwastes,-2663,-6351,148.5,500,640,0,130,5
345367,96165,timorous,-1091.75,-6337.629883,-126.5,121.625,640,0,0,0
325321,14006,southkarana,-2359.879883,-6322,0,194.375,640,0,0,0
348953,118139,greatdivide,3246,-6320,-103.5,22,640,0,0,0
352854,189995,eastwastes,3526,-6309,150.899994,0,640,0,0,0
325390,14058,southkarana,-3334.879883,-6299,1.8,511,640,0,48,5
345347,96126,timorous,-1324.25,-6298.629883,-126.5,30.5,640,0,0,0
345325,96096,timorous,-992.130005,-6298.379883,-129.75,146.5,640,0,0,0
348099,116107,eastwastes,2372.879883,-6293,189.899994,0,640,0,108,5
325418,14069,southkarana,611.130005,-6278.629883,68.75,23.5,640,0,0,0
348952,118138,greatdivide,3277,-6278,-103.5,154,640,0,0,0
348064,116082,eastwastes,4606,-6272,-292.25,128,640,0,0,0
348028,116052,eastwastes,-2728,-6269.879883,148.5,249,640,0,46,5
348947,118131,greatdivide,2589,-6248,-154.800003,140,640,0,40,5
347990,116031,eastwastes,-1622.880005,-6241.879883,190.380005,134.625,640,0,11,5
352855,189996,eastwastes,3525,-6238,150.800003,0,640,0,0,0
348153,116160,eastwastes,-1645,-6237,188.600006,104.5,640,0,140,5
325339,14015,southkarana,1066,-6235,0,134,640,0,0,0
345321,96096,timorous,-203.130005,-6218.379883,-126.5,25.5,640,0,0,0
348208,116213,eastwastes,2074,-6213,183.880005,216,640,0,186,5
348178,116185,eastwastes,-3018.879883,-6209,165.380005,233,640,0,165,5
325404,14064,southkarana,-2105.879883,-6209,-1.9,413.75,640,0,58,5
348897,118084,greatdivide,3180,-6207,-102.879997,239.5,640,0,0,0
348938,118123,greatdivide,3111,-6205,-103.5,236.5,640,0,0,0
348027,116051,eastwastes,-1924,-6197.879883,177,125.375,640,0,45,5
325396,14058,southkarana,-2690.879883,-6193,1.75,200.25,640,0,54,5
348047,116063,eastwastes,-1408,-6180.879883,216.5,221.5,640,0,65,5
348935,118121,greatdivide,3175,-6166,-104.129997,0,640,0,38,5
325444,14108,southkarana,3225,-6165,64.629997,206.5,640,0,0,0
348939,118124,greatdivide,3071,-6162,-104.129997,236.5,640,0,0,0
352856,189997,eastwastes,3524,-6157,150.800003,0,640,0,0,0
348601,116646,eastwastes,-2289,-6148,180.630005,201.25,640,0,0,0
352857,189998,eastwastes,3523,-6098,149.600006,0,640,0,0,0
325329,14011,southkarana,3093,-6097,58.799999,230.25,640,0,18,5
348898,118085,greatdivide,3229,-6096,-103.5,0,640,0,28,5
325405,14064,southkarana,-180,-6083.879883,-1.88,213.625,640,0,59,5
348052,116070,eastwastes,-1181,-6080,207.5,69,640,0,70,5
348134,116135,eastwastes,1127,-6074,159.5,445.5,640,0,134,5
348217,116235,eastwastes,2231.879883,-6052,181.75,56.25,640,0,193,5
347150,189154,southkarana,-3272,-6048,0,150,640,0,0,0
347991,116032,eastwastes,-4305.879883,-6043,185.600006,419.25,640,0,12,5
345372,96165,timorous,-1340.630005,-6042.75,-126.5,132.5,640,0,0,0
325337,14014,southkarana,-2642.879883,-6041,1.1,511,640,0,24,5
347148,189152,southkarana,-3282,-6037,0,150,640,0,0,0
352879,190020,eastwastes,3522,-6036,149.600006,0,640,0,0,0
348232,116246,eastwastes,-1030,-5989,191.399994,60,640,0,208,5
345352,96165,timorous,-585,-5968.129883,-126.5,250.375,640,0,0,0
348039,116057,eastwastes,-2863.879883,-5966.879883,151.5,149.125,640,0,57,5
352908,190049,greatdivide,3164,-5964,-106,38,640,0,0,0
349021,118211,greatdivide,3605,-5960,131.880005,250,640,0,0,0
348219,116240,eastwastes,-934,-5954.879883,183.5,228.5,640,0,195,5
352858,189999,eastwastes,3521,-5942,150,0,640,0,0,0
348856,118048,greatdivide,3202,-5940,-102.879997,66.5,640,0,0,0
349022,118212,greatdivide,3670,-5940,131.880005,45,640,0,0,0
325388,14055,southkarana,1808.880005,-5931,11.4,289.5,640,0,46,5
348855,118047,greatdivide,3172,-5931,-107.25,80.5,640,0,0,0
348981,118163,greatdivide,3715,-5920,131.880005,191.75,640,0,0,0
352904,190045,greatdivide,3690,-5919,130,126,640,0,0,0
348250,116282,eastwastes,2972.879883,-5910,156,37,640,0,221,5
345366,96165,timorous,-568.75,-5900.879883,-126.5,38,640,0,0,0
349023,118213,greatdivide,3670,-5900,131.880005,75,640,0,0,0
348154,116160,eastwastes,-3132.879883,-5893,189.75,217.25,640,0,141,5
348209,116213,eastwastes,922,-5889,192,417.25,640,0,187,5
349024,118214,greatdivide,3710,-5880,131.880005,125,640,0,0,0
348058,116077,eastwastes,-1993,-5872,171,132.125,640,0,76,5
348278,116318,eastwastes,2111.879883,-5871,163.630005,33.25,640,0,224,5
348955,118141,greatdivide,3272,-5870,-102.879997,229,640,0,0,0
349020,118210,greatdivide,3595,-5862,131.880005,120,640,0,0,0
348018,116049,eastwastes,-1173,-5861.879883,163.600006,175,640,0,37,5
352859,190000,eastwastes,3520,-5860,150.600006,0,640,0,0,0
325363,14033,southkarana,-639,-5853,1.1,42.5,640,0,35,5
345349,96165,timorous,-1882.75,-5835.379883,-126.5,125.875,640,0,0,0
348954,118140,greatdivide,3298,-5832,-102.879997,194.5,640,0,0,0
345333,96096,timorous,322.5,-5831.629883,-126.5,131,640,0,0,0
348923,118110,greatdivide,3174,-5826,-102.879997,193,640,0,0,0
348922,118109,greatdivide,2445,-5810,-205.300003,116.25,640,0,33,5
352860,190001,eastwastes,3519,-5795,155.5,0,640,0,0,0
349085,118290,greatdivide,3192,-5793,-45,32,640,0,0,0
345323,96096,timorous,-1043.380005,-5789,-126.5,246,640,0,0,0
345262,96067,timorous,2943,-5778,0.75,116,640,0,0,0
325319,14005,southkarana,-1212,-5764,6.8,87,640,0,11,5
348029,116052,eastwastes,-815.880005,-5722.879883,174.75,175.75,640,0,47,5
352861,190002,eastwastes,3559,-5722,163.399994,0,640,0,0,0
349547,110117,iceclad,5931,-5718,-60,167.5,640,0,0,0
348242,116264,eastwastes,1670.880005,-5717,220.300003,8,640,0,218,5
345358,96165,timorous,119,-5716.25,-129.880005,116.5,640,0,16,5
345361,96165,timorous,-973.380005,-5712.379883,-126.5,129.625,640,0,0,0
349008,118191,greatdivide,-3235,-5708,-513.25,89,640,0,0,0
345317,96096,timorous,-1094.380005,-5707,-126.5,122.125,640,0,11,5
325358,14031,southkarana,-2019,-5693,19.1,29,640,0,31,5
345300,96081,timorous,-936.75,-5691.129883,-126.5,252,640,0,0,0
352862,190003,eastwastes,3619,-5687,167.199997,0,640,0,0,0
352863,190004,eastwastes,3672,-5687,167.199997,0,640,0,0,0
352864,190005,eastwastes,3737,-5687,167.199997,0,640,0,0,0
352865,190006,eastwastes,3802,-5687,167.199997,0,640,0,0,0
352866,190007,eastwastes,3885,-5687,170.5,0,640,0,0,0
352903,190044,eastwastes,3969,-5687,170.5,0,640,0,0,0
352867,190008,eastwastes,4037,-5687,168.699997,0,640,0,0,0
352868,190009,eastwastes,4118,-5687,167.199997,0,640,0,0,0
352869,190010,eastwastes,4177,-5687,167.199997,0,640,0,0,0
352870,190011,eastwastes,4247,-5687,162.399994,0,640,0,0,0
352871,190012,eastwastes,4306,-5687,158.199997,0,640,0,0,0
352872,190013,eastwastes,4370,-5687,154.699997,0,640,0,0,0
352880,190021,eastwastes,4433,-5687,151.300003,0,640,0,0,0
352873,190014,eastwastes,4498,-5687,149.600006,0,640,0,0,0
352874,190015,eastwastes,4557,-5687,149.600006,0,640,0,0,0
352875,190016,eastwastes,4632,-5687,151.199997,0,640,0,0,0
352876,190017,eastwastes,4711,-5687,154.199997,0,640,0,0,0
349005,118191,greatdivide,-3321,-5676,-513.25,21.5,640,0,0,0
349002,118187,greatdivide,-3302,-5674,-513.25,21.375,640,0,0,0
