id|name|min_expansion|max_expansion
3067|1598_Ged_Twigborn_Wear|-1|-1
3069|1600_Skeleton_Trooper_Wear|-1|-1
3101|1619_Orc_Weaponsmith_Wear|-1|-1
3102|1619_Orc_Weaponsmith_Misc|-1|-1
3190|1655_A_Gnoll_Scout_Wear|-1|-1
3191|1655_A_Gnoll_Scout_Trade|-1|-1
3204|1659_A_Gnoll_Hunter_Misc|-1|-1
3301|1698_Jail_Clerk_Maryl_Wear|-1|-1
3302|1699_A_Skeletal_Foreman_Wear|-1|-1
3314|1705_Tyrana_Slil_Wear|-1|-1
3315|1705_Tyrana_Slil_quest|-1|-1
3327|1713_A_Giant_Rat_Trade|-1|-1
3349|1722_Kelynn_Wear|-1|-1
3362|1728_Jimble_Woodentoe_Wear|-1|-1
3363|1728_Jimble_Woodentoe_Misc|-1|-1
3364|1729_Raenna_Griff_Wear|-1|-1
3365|1729_Raenna_Griff_Misc|-1|-1
3371|1733_Tarsa_Yovar_Wear|-1|-1
3372|1733_Tarsa_Yovar_Misc|-1|-1
3373|1734_Grennet_Stormhand_Wear|-1|-1
3374|1734_Grennet_Stormhand_Misc|-1|-1
3503|1821_Lesser_Blade_Fiend_Wear|-1|-1
3581|1869_Sandgiant_Husam_Wear|-1|-1
3582|1869_Sandgiant_Husam_Trade|-1|-1
3583|1869_Sandgiant_Husam_Misc|-1|-1
3662|1910_Rilca_Leafrunner_Wear|-1|-1
3670|1915_Synger_Foxfyre_Wear|-1|-1
3690|1932_Kobold_Champion_Wear|-1|-1
3692|Maareq_the_Prophet|-1|-1
3730|1960_An_Ashenbone_Drake_Wear|-1|-1
3732|1960_An_Ashenbone_Drake_Misc|1|99
3810|#Grummus|-1|-1
3915|Mujaki_the_Devourer|-1|-1
3947|potactics Tallon_Zek|-1|-1
3958|templeveeshan #Zlexak|-1|-1
3959|2093_#Cekenar_Wear|-1|-1
4063|2179_Zhem_Xecia_Wear|-1|-1
4066|2182_Perrir_Zexus_Wear|-1|-1
4076|2187_Captain_Hazran_Wear|-1|-1
4078|NFP Sentry Second Weapons|-1|-1
4084|2195_Palious_Jarten_Wear|-1|-1
4086|2197_Tholius_Quey_Wear|-1|-1
4111|2213_#Moldrak_Drin_Wear|-1|-1
4113|2214_Yovik_Splegle_Wear|-1|-1
4114|2214_Yovik_Splegle_Misc|-1|-1
4223|2267_Marik_Clubthorn_Wear|-1|-1
4228|2271_Webclaw_Murkwave_Wear|-1|-1
4229|2272_A_Silvered_Tae_Ew_Observer_Wear|-1|-1
4272|2293_Kobold_Noble_Wear|-1|-1
4308|2314_An_Ire_Ghast_Wear|-1|-1
4315|Hreidar_Lynhillig|-1|-1
4318|Shadow_Master_Vinta|-1|-1
4320|Symbol of Ducee Imperon|-1|-1
4322|pofire castle 2 named|-1|-1
4325|Agnarr_the_Storm_Lord|-1|-1
4474|Alchemist_Valrona|-1|-1
4696|2526_Elisi_Nasin_Wear|-1|-1
4697|2527_Geeda_Wear|-1|-1
4732|2539_A_Black_Mamba_Misc|-1|-1
4748|2545_Vicus_Nonad_Wear|-1|-1
4754|2547_Pyzjn_Wear|-1|-1
4755|2547_Pyzjn_Misc|-1|-1
4761|2550_Canlan_Talespinner_Wear|-1|-1
4776|2557_Lon_the_Redeemed_Misc|-1|-1
4788|a_slarghilug weapons|-1|-1
4789|a_slarghilug junk|-1|-1
4797|2568_A_Piercer_Swordfish_Trade|-1|-1
4800|2570_Larkin_Tolman_Wear|-1|-1
4801|2570_Larkin_Tolman_Misc|-1|-1
4842|Rallius_Rattican|-1|-1
4859|Necklace of Curled Cacti|-1|-1
4860|postorms cactus sellables|-1|-1
4911|2633_Crookstinger_Wear|-1|-1
4912|2633_Crookstinger_Misc|-1|-1
4913|2634_Barnacle_Bones_Wear|-1|-1
4922|2640_Ryleen_Bladespur_Wear|-1|-1
4973|2657_A_Reef_Shark_Trade|-1|-1
5396|2818_Zhaoku_Misc|-1|-1
5421|A_Sweltering_Mephit|-1|-1
5425|Magmaton|-1|-1
5492|2863_Brother_Balatin_Misc|-1|-1
5515|2879_An_Explorer_Misc|-1|-1
5524|2885_Gwynn_Marthank_Wear|-1|-1
5615|2933_Shak_Dathor_Warlord_Wear|-1|-1
5671|2966_Coloth_Meadowgreen_Wear|-1|-1
5693|2977_A_Lteth_Val_Scribe_Misc|-1|-1
5699|Aerin`Dar|-1|-1
5711|2990_Greshvoule_Misc|-1|-1
5722|PoInnovation outdoor named|-1|-1
5750|The_Keeper_of_Sorrows|-1|-1
5756|Tagrin_Maldric|-1|-1
5759|The_Seventh_Hammer|-1|-1
5769|3021_#The_Deathrot_Knight_Wear|-1|-1
5773|3025_#Nyrein_the_Beguiled_Misc|-1|-1
5774|3026_Anumnan_Dathry_Misc|-1|-1
5776|3028_Drayen_Blackguard_Wear|-1|-1
5791|3037_Merchant_Tearlan_Trade|-1|-1
5792|3037_Merchant_Tearlan_Misc|-1|-1
5833|3065_A_Giant_Sewer_Rat_Misc|-1|-1
5905|3102_A_Sewer_Rat_Misc|-1|-1
5956|PoInnovation Junk 1|-1|-1
5957|PoInnovation Oxidized Steel Plate|-1|-1
5963|PoInnovation Junk 6|-1|-1
5965|PoI A_Scrap_Collector|-1|-1
5968|PoI A_Defective_Clockwork|-1|-1
5979|3141_The_Ice_Witch_Misc|-1|-1
5982|Arlyxir|-1|-1
6032|Ivory Claw Necklace|-1|-1
6033|PoP croc stuff|-1|-1
6035|Arch_Mage_Yozanni|-1|-1
6041|The_Acolyte_of_Affliction|-1|-1
6065|Thorolf Sutherland|-1|-1
6068|Ymir_Stormseer|-1|-1
6075|ethereal 2% spectral 1%|-1|-1
6078|bothunder brann stuff|-1|-1
6085|BoT vann stuff|-1|-1
6094|bothunder vind stuff|-1|-1
6104|Valbrand|-1|-1
6106|Gaukr_Sandstorm|-1|-1
6109|A_Prismatic_Basilisk|-1|-1
6112|PoTime phase 1 bosses|-1|-1
6122|A_Radiant_Guardian|-1|-1
6124|Oreen_Wavecrasher|-1|-1
6135|Brick of Nightmare Iron|-1|-1
6136|PoNightmare hobgoblin junk|-1|-1
6140|Queen_Silandria|-1|-1
6141|CoDecay Bertoxxulous|-1|-1
6143|General_Druav_Flamesinger|-1|-1
6149|Solusek_Ro|-1|-1
6153|postorms desert giant head bone|-1|-1
6154|Freegan_Haun|-1|-1
6156|Bishop_Toluwon|-1|-1
6158|Hydrotha|-1|-1
6160|A_Pristine_Gem_Golem|-1|-1
6162|Bubonian_Death_Caster|-1|-1
6164|The_Diaku_Armorer|-1|-1
6166|The_Diaku_Armorer weapons|-1|-1
6168|Manaetic Prototypes|-1|-1
6171|Brynju_Thunderclap|-1|-1
6174|Manaetic_Behemoth|-1|-1
6175|Hinvat_Deathbringer|-1|-1
6185|A_Flare_Mephit|-1|-1
6188|Gakamenial_Fir`Disralsi|-1|-1
6194|a_ravenous_nightstalker|-1|-1
6196|Captain_Danon_Shern|-1|-1
6198|Raex_Pwodill|-1|-1
6232|3271_A_Woodland_Lion_Misc|-1|-1
6241|3276_A_Black_Bear_Trade|-1|-1
6324|3321_A_Young_Plains_Cat_Trade|-1|-1
6325|3321_A_Young_Plains_Cat_Misc|-1|-1
6387|3355_High_Chief_Fosloas_Misc|-1|-1
6389|3357_High_Chief_Kellerus_Misc|-1|-1
6390|3358_Guard_Teridsan_Misc|-1|-1
6395|The_Sleep_Walker|-1|-1
6396|Metallic Liquid|-1|-1
6622|3520_An_Air_Elemental_Wear|-1|-1
6626|3522_Cyanelle_Wear|-1|-1
6627|3522_Cyanelle_Misc|-1|-1
6942|kerra_misc|-1|-1
6943|3664_Milla_Misc|-1|-1
6994|Sentry_of_Justice sellables|-1|-1
7021|torment mouth stuff|-1|-1
7036|A_Storm_Watcher|-1|-1
7046|powater crab stuff|-1|-1
7061|water mephit stuff 1|-1|-1
7068|poearth tree giant stuff|-1|-1
7074|A_Horrifying_Vision|-1|-1
7523|3938_Zalerez_Trade|-1|-1
7828|Velious Spells 55 Hybrid|-1|-1
7870|PoP Diamonds 3-4-3|-1|-1
7871|Dark Power pages|-1|-1
7892|A_stormrider|-1|-1
7895|General_Reparm|-1|-1
7906|powater fish stuff|-1|-1
8002|4161_Froglok_Berserker_Trade|-1|-1
8070|4201_Togahn_Sorast_Wear|-1|-1
8071|4201_Togahn_Sorast_Trade|-1|-1
8073|4203_#Brother_Qwinn_Wear|-1|-1
8079|4207_Ran`Un_Wear|-1|-1
8090|4214_An_Injured_Rat_Wear|-1|-1
8091|4215_A_Nesting_Rat_Wear|-1|-1
8092|4215_A_Nesting_Rat_Misc|-1|-1
8094|Aramin_the_Spider_Guardian|-1|-1
8096|4218_Priest_Of_Discord_Wear|-1|-1
8116|High_Mystic_Qucosp|-1|-1
8117|4238_Spinflint_Wear|-1|-1
8144|Tantisala_Jaggedtooth|-1|-1
8146|An_Ancient_Vekerchiki_Champion|-1|-1
8151|Kuanbyr_Hailstorm|-1|-1
8154|Xegony_the_Queen_of_Air|-1|-1
8156|Greater_Corrupted_Pusling|-1|-1
8158|Greater_Foul_Pusling|-1|-1
8174|Coirnav_the_Avatar_of_Water|-1|-1
8176|Essence of Water|-1|-1
8255|4304_Ghanex_Drah_Misc|-1|-1
8280|hohonora guardian stuff|-1|-1
8298|4326_Miner_Bordakn_Wear|-1|-1
8299|4327_Overseer_Miklek_Wear|-1|-1
8342|Avhi_Escron|-1|-1
8416|4412_Findlegrob_Quest|-1|-1
8438|4423_Verina_Tomb_Wear|-1|-1
8449|Jiva|-1|-1
8493|Ta`Grusch_the_Abomination|-1|-1
8498|4454_Clazxiss_Wear|-1|-1
8501|4457_Gromlok_Wear|-1|-1
8503|Grioihin_the_Wise|-1|-1
8505|#An_Enraged_War_Boar|-1|-1
8508|Time Cazic_Thule drop 1|-1|-1
8509|Time Cazic_Thule drop 2|-1|-1
8518|4467_Yulcabis_Wear|-1|-1
8519|4468_Donlix_Bonkle_Wear|-1|-1
8520|4469_Jibble_Blexnik_Wear|-1|-1
8521|4470_Vyntok_Bonkle_Wear|-1|-1
8523|A_Valorian_Sentry|-1|-1
8529|Elif_Whitewind|-1|-1
8533|Erech_Eyford|-1|-1
8535|fennin script bosses|-1|-1
8546|Vhaksiz_the_Shade|-1|-1
8559|Peregrin_Rockskull|-1|-1
8560|A_Monsterous_Mudwalker|-1|-1
8563|Jaxoliz_Dawneyes|-1|-1
8565|pofire phoenix stuff|-1|-1
8606|PoJ KoS prisoners|-1|-1
8608|powater named kraken|-1|-1
8650|hateplane Maestro_Of_Rancor|-1|-1
8911|4650_A_Guardian_Wurm_Trade|-1|-1
9061|War_Chieftan_Dorwikak|-1|-1
9119|4754_Dustback_Wear|-1|-1
9121|4755_Stonegrinder_Wear|-1|-1
9122|4756_Gemeye_Wear|-1|-1
9123|4757_Eboneyes_Wear|-1|-1
9125|4759_Blugtigin_Wear|-1|-1
9126|4760_Varithyx_Wear|-1|-1
9127|4761_Slithinis_Wear|-1|-1
9128|4762_Klok_Denris_Wear|-1|-1
9133|4764_Keeper_Lasnik_Wear|-1|-1
9243|4830_Shevra_Kollintar_Trade|-1|-1
9244|4830_Shevra_Kollintar_Misc|-1|-1
9246|Quavonis_Firetail|-1|-1
9330|4873_Shintl_Lowbrew_Misc|-1|-1
9358|4887_Rondo_Dunfire_Misc|-1|-1
9367|4893_Ratraz_Wear|-1|-1
9383|4906_Slaythe_the_Slayer_Misc|-1|-1
9393|4914_A_Tiny_Skeleton_Misc|-1|-1
9477|4970_A_Froglok_Escort_Misc|-1|-1
9523|PoP bricks strands|-1|-1
9524|PoValor skeleton vendor loot|-1|-1
9615|5040_Leatherfoot_Captain_Misc|3|99
9618|5043_A_Young_Ronin_Wear|-1|-1
9620|5045_Boogoog_Wear|-1|-1
9621|5045_Boogoog_Misc|-1|-1
9638|5056_Iksar_Pariah_Wear|-1|-1
9721|5097_A_Greedy_Beggar_Wear|-1|-1
9758|5110_Guide_V_Wear|-1|-1
9759|5110_Guide_V_Misc|-1|-1
9760|5111_Guide_VI_Wear|-1|-1
9761|5111_Guide_VI_Misc|-1|-1
9762|5112_Guide_II_Wear|-1|-1
9763|5112_Guide_II_Misc|-1|-1
9769|5115_Guide_I_Misc|-1|-1
9814|5139_Rongol_Trade|-1|-1
9815|5140_Anderia_Trade|-1|-1
9891|5179_Raz_The_Rat_Misk_Trade|-1|-1
9935|5202_Marus_Kemson_Wear|-1|-1
9937|5204_Baenar_Swiftsong_Wear|-1|-1
9938|5205_Fabian_Wear|-1|-1
9968|5219_A_Large_Piranha_Trade|-1|-1
9971|5220_A_Large_Piranha_Misc|-1|-1
9981|5225_A_Fish_Misc|-1|-1
10002|5236_Zigg_Flin_Trade|-1|-1
10018|5246_A_Large_Spider_Trade|-1|-1
10111|5299_A_Large_Snake_Misc|3|99
10138|5314_A_Stonesnake_Misc|-1|-1
10265|5399_A_Jungle_Spiderling_Trade|-1|-1
10272|5402_A_Sludge_Spiderling_Misc|-1|-1
10277|5405_Taldrik_Stumpystout_Wear|-1|-1
10338|5452_Gnawfang_Trade|-1|-1
10406|5494_A_Froglok_Slave_Trade|-1|-1
10477|5545_Stump_Rundl_Misc|-1|-1
10478|5546_Bunk_Odon_Wear|-1|-1
10479|5546_Bunk_Odon_Trade|-1|-1
10484|5549_Sylp_Tyanathin_Trade|-1|-1
10522|5567_A_Kobold_Prisoner_Trade|3|99
10523|5567_A_Kobold_Prisoner_Misc|-1|-1
10556|5582_Tomer_Instogle_Wear|-1|-1
10560|5585_Lyris_Moonbane_Wear|-1|-1
10561|5586_Perkon_Malok_Wear|-1|-1
10563|5588_Walnan_Wear|-1|-1
10564|5589_Nusk_Treton_Wear|-1|-1
10568|5593_Mheno_Raveus_Wear|-1|-1
10573|Galm_Snowdrift|-1|-1
10575|Fogl_Iceshard|-1|-1
10581|Eindride_Icestorm67|-1|-1
10590|Zandal_Adan|-1|-1
10591|Frenzied_Anglerfish|-1|-1
10594|5609_Niola_Impholder_Wear|-1|-1
10597|Galremos|-1|-1
10598|Melernil_Faal`Armanna|-1|-1
10599|5614_Nonnie_Texaker_Wear|-1|-1
10605|Time Saryrn drop 1|-1|-1
10607|5622_Eonis_Mournunder_Wear|-1|-1
10612|hohonara wrulon rares|-1|-1
10615|hohonora wrulon stuff|-1|-1
10618|Wavadozzik_Adan|-1|-1
10620|5633_Farios_Elianos_Wear|-1|-1
10621|5634_Marv_Orilis_Wear|-1|-1
10654|5656_A_Tiger_Trade|-1|-1
10705|5696_Linaya_Sowlin_Misc|-1|-1
10706|5697_Guard_Willia_Misc|-1|-1
10708|5698_Squire_Narl_Misc|-1|-1
10710|5700_A_Piranha_Misc|-1|-1
10714|5704_A_Catfisher_Misc|-1|-1
10718|5707_#Regis_the_Reverent_Quest2|-1|-1
10719|5707_#Regis_the_Reverent_Trade|-1|-1
10720|5707_#Regis_the_Reverent_Quest1|-1|-1
10721|5708_Mammoth_Trade|-1|-1
10722|5708_Mammoth_Misc|-1|-1
10723|5709_Broon_Wear|-1|-1
10724|5709_Broon_Trade|-1|-1
10725|5709_Broon_Misc|-1|-1
10729|5712_Proon_Trade|-1|-1
10770|PoJ Arch_Menoch_Vanim|-1|-1
10800|5758_Gnashmaw_Misc|-1|-1
10802|5760_Old_Dimshimmer_Wear|-1|-1
10804|A_Korascian_Warlord|-1|-1
10807|5763_An_Enraged_Golem_Misc|-1|-1
10808|5764_Mummy_of_Glohnor_SK_Epic_1|-1|-1
10809|5764_Mummy_of_Glohnor_SK_Epic_2|-1|-1
10810|5765_Kyrenna_SK_Epic_1|-1|-1
10811|5765_Kyrenna_SK_Epic_2|-1|-1
10817|5768_Leatherfoot_Scout_Wear|-1|-1
10818|5768_Leatherfoot_Scout_Misc|3|99
10821|5771_Silvermane_Wear|-1|-1
10822|5772_Bargynn_Wear|-1|-1
10840|Time Rallos_Zek drop 1|-1|-1
10841|Time Rallos_Zek drop 2|-1|-1
10844|5787_Large_Heartsting_Scorpion_Misc|-1|-1
10862|PoI A_Tin_Soldier|-1|-1
10865|Untel`Dak|-1|-1
10869|PoI A_Clockwork_Golem|-1|-1
10871|PoI A_Clockwork_Golem sellables|-1|-1
11208|An_Elemental_Masterpiece|-1|-1
11210|Blazzax_the_Omnifiend|-1|-1
11213|Time Tallon drop 1|-1|-1
11226|Pestilence_Archon|-1|-1
11238|6116_Gnoll_Courier_Misc|-1|-1
11240|Ocean Ink|-1|-1
11241|powater kraken stuff|-1|-1
11251|poair elemental stuff|-1|-1
11256|poair armor suit stuff|-1|-1
11259|poeartha tree stuff|-1|-1
11261|poeartha mephit stuff|-1|-1
11281|potactics Diaku stuff|-1|-1
11282|Boar Meat|-1|-1
11283|potactics armored boar stuff|-1|-1
11289|Dense Hammered Casing|-1|-1
11296|potactics wraith stuff|-1|-1
11305|potactics gems|-1|-1
11315|podisease A_Deathbone_Magus|-1|-1
11317|poeartha dirt golem stuff|-1|-1
11342|Anival_The_Blade|-1|-1
11345|Bubonian_Warlord|-1|-1
11350|Calebgrothiel|-1|-1
11354|6175_A_Diseased_Bubonian_Wear|-1|-1
11357|6178_Leatherfoot_Medic_Weapon|-1|-1
11358|6178_Leatherfoot_Medic_Misc|3|99
11359|6179_Leatherfoot_Corporal_Misc|3|99
11367|Sacred Water|-1|-1
11371|Fire Arachnid Silk|-1|-1
11372|pofire spider sellables|-1|-1
11374|poeartha vine stuff|-1|-1
11375|Vegerog Vine|-1|-1
11376|A_Deadly_Earth_Armadillo|-1|-1
11384|HoH guard stuff|-1|-1
11386|Valor Crystals|-1|-1
11387|povalor Razorfiend stuff|-1|-1
11389|povalor rockmen vendor sellables|-1|-1
11394|The_Diaku_Overseer|-1|-1
11408|poeartha frog stuff|-1|-1
11418|The_Diaku_Supplier|-1|-1
11425|The_Protector_of_Dresolik|-1|-1
11427|Xuzl|-1|-1
11437|Rydda`Dar|-1|-1
11440|Auliffe_Chaoswind|-1|-1
11448|Laef_Windfall|-1|-1
11451|Glykus_Helmir|-1|-1
11464|Krziik_the_Mighty|-1|-1
11467|Pyronis|-1|-1
11475|Ofossaa_the_Enlightened|-1|-1
11476|Ralthos_Enrok|-1|-1
11538|Rinturion_Windblade|-1|-1
11539|6276_Feig_Adan_Wear|-1|-1
11595|Elite_Corrupted_Knight|-1|-1
11788|6415_Groi_Gutblade_Wear|-1|-1
11789|6415_Groi_Gutblade_Misc|-1|-1
11830|6446_Cmdr_Windstream_Misc|-1|-1
11889|6482_Sir_Lindeal_Misc|-1|-1
11899|6487_Gull_Skytalon_Quest|-1|-1
11910|Eviscerator_Fwexar|-1|-1
11911|Elite_Death_Knight|-1|-1
11949|Lossenmachar|-1|-1
12025|6551_#Aaryonar_Wear|-1|-1
12026|Spell Dementing Visions|-1|-1
12069|6572_Rusbek_the_Inhospitable_Misc|-1|-1
12151|6624_A_Bloodsaber_Defiler_Wear|-1|-1
12152|6624_A_Bloodsaber_Defiler_Misc|-1|-1
12173|hohonora suit stuff|-1|-1
12176|Fluted Scorpion Stinger|-1|-1
12182|Unwavering Sword of Faith|-1|-1
12184|Arch_Mage_Alchtonion|-1|-1
12186|A_Perfect_Rock_Formation|-1|-1
12187|Firebone_Archmagus|-1|-1
12188|6649_Shadowman_Leader_Misc|-1|-1
12189|6650_Ghoul_Boss_Misc|-1|-1
12190|6651_Tormented_Spirit_Misc|-1|-1
12201|6658_Corrupted_Gorilla_Misc|-1|-1
12203|6660_Corrupted_Wooly_Mammoth_Misc|-1|-1
12227|Monstrous_Sea_Turtle|-1|-1
12228|Ferocious_Barracuda|-1|-1
12231|powater named triloun|-1|-1
12237|Plague_Lord_Hetral|-1|-1
12246|Xhut_Adan|-1|-1
12256|PoP Diamonds 2.5-1|-1|-1
12285|powater hraquis stuff|-1|-1
12294|pofire elemental stuff|-1|-1
12305|pofire horse stuff|-1|-1
12314|Salczek_the_Fleshgrinder|-1|-1
12319|Pzo_Adan|-1|-1
12323|powater named fish drops|-1|-1
12326|Bhaly_Adan|-1|-1
12337|PoJ area 2 good prisoners|-1|-1
12341|PoJ area 1 prisoners|-1|-1
12347|Guardian_of_Justice sellables|-1|-1
12348|Weighty Polearm|-1|-1
12350|punisher sellables|-1|-1
12354|a_mindless_tunneler|-1|-1
12356|a_shadow_crawler|-1|-1
12375|Windshapen_Warlord_of_Air|-1|-1
12495|6842_Rinna_Lightshadow_Trade|-1|-1
12505|6846_Habastash_Gikin_Trade|-1|-1
12541|6870_An_Undead_Steward_Misc|-1|-1
12542|6871_Rodcet_Quest|-1|-1
12612|Velious Spells 39 Int|-1|-1
12626|Sorrowsong|-1|-1
12638|named Regrua drops|-1|-1
12645|A_Runed_Giant|-1|-1
12648|white A_Valiant_Spirit|-1|-1
12650|Baltaldor_the_Cursed|-1|-1
12652|Meedo_Adan|-1|-1
12760|6994_ToV_Drakes_Trade|-1|-1
12782|7011_An_Onyx_Defender_Trade|-1|-1
12816|Rock Ferns|-1|-1
12823|podisease rat drops|-1|-1
12830|poair phoenix stuff|-1|-1
12833|Raddi_Adan|-1|-1
12850|Akkapan_Adan|-1|-1
12851|pofire castle 1 named|-1|-1
12856|Elite_Necromancer_of_Decay|-1|-1
12858|Crazed_Bubonian_Berzerker|-1|-1
12873|Qezzin_Adan|-1|-1
12875|A_Swirling_Elemental_Force|-1|-1
13064|povalor spider crawler vendor sellables|-1|-1
13065|A_Crystalline_Arachnae|-1|-1
13068|A_Planarian_Larvae|-1|-1
13109|Darwol_Adan|-1|-1
13113|named demons|-1|-1
13133|7238_An_Entropy_Serpent_Wear|-1|-1
13138|A_Pumice_Collector|-1|-1
13143|Kavilis_Adan|-1|-1
13146|Elite_Knight_of_Decay|-1|-1
13154|Kaas_Thox_Xi_Ans_Dyek|-1|-1
13156|Thall_Va_Xakra north|-1|-1
13160|Diabo_Xi_Xin_Thall|-1|-1
13162|Diabo_Xi_Xin|-1|-1
13164|Diabo_Xi_Va|-1|-1
13166|Thall_Va_Kelun|-1|-1
13168|Diabo_Xi_Va_Temariel|-1|-1
13178|PoNightmare spider stuff|-1|-1
13184|Simple Sash|-1|-1
13189|poair spider stuff|-1|-1
13197|Chamberlain_Escalardian|-1|-1
13291|7341_A_Dismal_Rage_Initiate_Misc|-1|-1
13382|Tiny Bottle and Note|-1|-1
13394|Animated_Decorin_Blade|-1|-1
13440|7464_Keeper_of_the_Tombs_Wear|-1|-1
13441|7465_Kirak_Vil_Wear|-1|-1
13445|Storm Ent Sap|-1|-1
13446|postorms ent sellables|-1|-1
13454|postorms carapace tail meat|-1|-1
13460|podisease arachnae stuff|-1|-1
13463|podisease bubonian stuff|-1|-1
13466|Ethereal Parchment|-1|-1
13475|Storm Rider Blood|-1|-1
13478|podisease A_Lightcrawler_Pest|-1|-1
13492|Brick of Valorium|-1|-1
13527|Diaku Forged Axe|-1|-1
13548|a_lifestealer_mosquito|-1|-1
13550|cazicthule fangs and skulls|-1|-1
13581|7571_A_Large_Velium_Statue_Wear|-1|-1
13584|7573_A_Kromzek_Captain_Misc|-1|-1
13596|A_Swamp_Rat|-1|-1
13615|podisease fly trash|-1|-1
13622|podisease Goo trash|-1|-1
13736|Velious Spells 44 Int|-1|-1
13761|7698_Chamberlain_Krystorf_Wear|-1|-1
13762|7698_Chamberlain_Krystorf_Spell|-1|-1
13763|7699_Grand_Huntsman_Darral_Wear|-1|-1
13764|7699_Grand_Huntsman_Darral_Misc|-1|-1
13784|7711_An_Arisen_Iksar_Misc|-1|-1
13788|7713_Thuuga_Dengible_Misc|-1|-1
13789|7714_Kaggy_Krup_Misc|-1|-1
13818|7741_#Lord_Koi`Doken_Wear|-1|-1
13819|7742_#Lord_Feshlak_Wear|-1|-1
13820|7743_Dagarn_the_Destroyer_Wear|-1|-1
13821|7744_#Lord_Kreizenn_Wear|-1|-1
13823|7746_#Lady_Nevederia_Wear|-1|-1
13824|templeveeshan Jorlleag|-1|-1
13825|7748_#Ikatiar_the_Venom_Wear|-1|-1
13826|7749_#Gozzrem_Wear|-1|-1
