contextkey|wow_spell_id
goodprocblock~97700~2~~|98971
clickyblock~96230~1~~|98972
clickyblock~96230~2~~|98973
basesplit~92022~1~~|98974
clickyblock~96231~1~~|98975
basesplit~92023~1~~|98976
clickyblock~96232~1~~|98977
clickyblock~96233~1~~|98978
basesplit~92024~1~~|98979
basesplit~92027~1~~|98980
basesplit~92031~1~~|98981
basesplit~92063~1~~|98982
basesplit~92063~2~~|98983
clickyblock~96341~1~~|98984
clickyblock~96341~2~~|98985
basesplit~92064~1~~|98986
basesplit~92064~2~~|98987
clickyblock~96343~1~~|98988
clickyblock~96343~2~~|98989
clickyblock~96342~1~~|98990
clickyblock~96342~2~~|98991
basesplit~92065~1~~|98992
basesplit~92065~2~~|98993
clickyblock~96344~1~~|98994
clickyblock~96344~2~~|98995
basesplit~92074~1~~|98996
clickyblock~96349~1~~|98997
clickyblock~96350~1~~|98998
basesplit~92075~1~~|98999
basesplit~92079~1~~|99000
clickyblock~96360~1~~|99001
basesplit~92080~1~~|99002
clickyblock~96361~1~~|99003
basesplit~92087~1~~|99004
clickyblock~96381~1~~|99005
clickyblock~96380~1~~|99006
basesplit~92104~1~~|99007
basesplit~92105~1~~|99008
clickyblock~96415~1~~|99009
clickyblock~96416~1~~|99010
clickyblock~96417~1~~|99011
clickyblock~96414~1~~|99012
basesplit~92108~1~~|99013
clickyblock~96428~1~~|99014
basesplit~92109~1~~|99015
clickyblock~96429~1~~|99016
basesplit~92110~1~~|99017
basesplit~92121~1~~|99018
clickyblock~96438~1~~|99019
basesplit~92122~1~~|99020
clickyblock~96439~1~~|99021
basesplit~92123~1~~|99022
basesplit~92128~1~~|99023
basesplit~92137~1~~|99024
basesplit~92138~1~~|99025
basesplit~92173~1~~|99026
clickyblock~96509~1~~|99027
clickyblock~96510~1~~|99028
basesplit~92174~1~~|99029
basesplit~92193~1~~|99030
clickyblock~96522~1~~|99031
basesplit~92197~1~~|99032
clickyblock~96526~1~~|99033
basesplit~92200~1~~|99034
clickyblock~96529~1~~|99035
basesplit~92217~1~~|99036
basesplit~92237~1~~|99037
basesplit~92242~1~~|99038
clickyblock~96606~1~~|99039
basesplit~92244~1~~|99040
clickyblock~96608~1~~|99041
basesplit~92247~1~~|99042
clickyblock~96610~1~~|99043
basesplit~98509~1~~|99044
basesplit~98509~2~~|99045
basesplit~98510~1~~|99046
basesplit~98510~2~~|99047
basesplit~92261~1~~|99048
clickyblock~96637~1~~|99049
clickyblock~96634~1~~|99050
clickyblock~96635~1~~|99051
clickyblock~96636~1~~|99052
basesplit~92265~1~~|99053
basesplit~92275~1~~|99054
basesplit~92284~1~~|99055
clickyblock~96665~1~~|99056
basesplit~98511~1~~|99057
basesplit~98512~1~~|99058
basesplit~92292~1~~|99059
basesplit~92306~1~~|99060
basesplit~92306~2~~|99061
basesplit~92306~3~~|99062
basesplit~92307~1~~|99063
basesplit~92307~2~~|99064
basesplit~92310~1~~|99065
clickyblock~96679~1~~|99066
basesplit~92324~1~~|99067
clickyblock~96692~1~~|99068
basesplit~92325~1~~|99069
basesplit~92330~1~~|99070
basesplit~92331~1~~|99071
basesplit~92335~1~~|99072
basesplit~92335~2~~|99073
basesplit~92335~3~~|99074
basesplit~92342~1~~|99075
clickyblock~96722~1~~|99076
clickyblock~96723~1~~|99077
basesplit~92346~1~~|99078
clickyblock~96737~1~~|99079
clickyblock~96736~1~~|99080
basesplit~92351~1~~|99081
basesplit~92353~1~~|99082
clickyblock~96756~1~~|99083
basesplit~92367~1~~|99084
basesplit~92376~1~~|99085
clickyblock~96771~1~~|99086
clickyblock~96772~1~~|99087
basesplit~92409~1~~|99088
goodprocblock~97710~1~~|99089
clickyblock~96790~1~~|99090
clickyblock~96791~1~~|99091
basesplit~92419~1~~|99092
clickyblock~96809~1~~|99093
basesplit~92420~1~~|99094
clickyblock~96810~1~~|99095
basesplit~92421~1~~|99096
clickyblock~96811~1~~|99097
basesplit~98514~1~~|99098
basesplit~98514~2~~|99099
basesplit~98515~1~~|99100
basesplit~98515~2~~|99101
basesplit~98516~1~~|99102
basesplit~98516~2~~|99103
basesplit~98517~1~~|99104
basesplit~98517~2~~|99105
basesplit~98518~1~~|99106
basesplit~98519~1~~|99107
basesplit~98520~1~~|99108
basesplit~98520~2~~|99109
basesplit~98521~1~~|99110
basesplit~98521~2~~|99111
basesplit~92431~1~~|99112
basesplit~92442~1~~|99113
basesplit~92447~1~~|99114
basesplit~92447~2~~|99115
clickyblock~96834~1~~|99116
clickyblock~96834~2~~|99117
basesplit~92448~1~~|99118
basesplit~92450~1~~|99119
basesplit~92451~1~~|99120
clickyblock~96835~1~~|99121
basesplit~92455~1~~|99122
basesplit~92455~2~~|99123
clickyblock~96838~1~~|99124
clickyblock~96838~2~~|99125
clickyblock~96837~1~~|99126
clickyblock~96837~2~~|99127
basesplit~92477~1~~|99128
clickyblock~96846~1~~|99129
basesplit~92488~1~~|99130
basesplit~92501~1~~|99131
basesplit~92513~1~~|99132
basesplit~92514~1~~|99133
basesplit~92515~1~~|99134
clickyblock~96875~1~~|99135
clickyblock~96867~1~~|99136
clickyblock~96868~1~~|99137
clickyblock~96869~1~~|99138
clickyblock~96874~1~~|99139
basesplit~92516~1~~|99140
clickyblock~96878~1~~|99141
clickyblock~96876~1~~|99142
clickyblock~96877~1~~|99143
basesplit~92519~1~~|99144
basesplit~98527~1~~|99145
basesplit~98528~1~~|99146
basesplit~98535~1~~|99147
basesplit~98536~1~~|99148
basesplit~98537~1~~|99149
basesplit~98537~2~~|99150
basesplit~98537~3~~|99151
basesplit~98538~1~~|99152
basesplit~98538~2~~|99153
basesplit~98538~3~~|99154
basesplit~98551~1~~|99155
basesplit~98552~1~~|99156
basesplit~98559~1~~|99157
basesplit~98560~1~~|99158
basesplit~98561~1~~|99159
basesplit~98562~1~~|99160
basesplit~98563~1~~|99161
basesplit~98564~1~~|99162
basesplit~98567~1~~|99163
basesplit~98568~1~~|99164
basesplit~92609~1~~|99165
basesplit~98572~1~~|99166
basesplit~98573~1~~|99167
basesplit~98574~1~~|99168
basesplit~98575~1~~|99169
basesplit~92642~1~~|99170
basesplit~92642~2~~|99171
goodprocblock~97712~1~~|99172
goodprocblock~97712~2~~|99173
basesplit~92655~1~~|99174
clickyblock~96960~1~~|99175
basesplit~92674~1~~|99176
basesplit~98576~1~~|99177
basesplit~98577~1~~|99178
basesplit~98578~1~~|99179
basesplit~98580~1~~|99180
basesplit~98583~1~~|99181
basesplit~98584~1~~|99182
basesplit~98585~1~~|99183
basesplit~98586~1~~|99184
basesplit~98587~1~~|99185
basesplit~98588~1~~|99186
basesplit~98589~1~~|99187
basesplit~98590~1~~|99188
basesplit~98596~1~~|99189
basesplit~98599~1~~|99190
basesplit~98599~2~~|99191
basesplit~98601~1~~|99192
basesplit~98602~1~~|99193
basesplit~98603~1~~|99194
basesplit~98607~1~~|99195
basesplit~98608~1~~|99196
basesplit~98610~1~~|99197
basesplit~98611~1~~|99198
basesplit~92761~1~~|99199
basesplit~92764~1~~|99200
basesplit~92765~1~~|99201
basesplit~92768~1~~|99202
basesplit~92769~1~~|99203
basesplit~92770~1~~|99204
basesplit~92771~1~~|99205
basesplit~92773~1~~|99206
basesplit~92774~1~~|99207
basesplit~92775~1~~|99208
basesplit~92776~1~~|99209
basesplit~92777~1~~|99210
basesplit~92778~1~~|99211
basesplit~92791~1~~|99212
basesplit~92793~1~~|99213
basesplit~92794~1~~|99214
basesplit~92795~1~~|99215
basesplit~92796~1~~|99216
basesplit~92797~1~~|99217
basesplit~92798~1~~|99218
basesplit~92800~1~~|99219
basesplit~92801~1~~|99220
basesplit~92802~1~~|99221
basesplit~92804~1~~|99222
basesplit~92808~1~~|99223
basesplit~92817~1~~|99224
basesplit~92817~2~~|99225
basesplit~92818~1~~|99226
basesplit~92823~1~~|99227
basesplit~92826~1~~|99228
basesplit~92828~1~~|99229
basesplit~92829~1~~|99230
basesplit~92830~1~~|99231
basesplit~92831~1~~|99232
basesplit~92836~1~~|99233
basesplit~92837~1~~|99234
basesplit~92838~1~~|99235
basesplit~92840~1~~|99236
basesplit~92852~1~~|99237
basesplit~92853~1~~|99238
basesplit~92857~1~~|99239
basesplit~92860~1~~|99240
clickyblock~96983~1~~|99241
basesplit~92861~1~~|99242
clickyblock~96984~1~~|99243
basesplit~92863~1~~|99244
clickyblock~96986~1~~|99245
basesplit~92866~1~~|99246
clickyblock~96992~1~~|99247
basesplit~92872~1~~|99248
clickyblock~97008~1~~|99249
basesplit~92873~1~~|99250
clickyblock~97012~1~~|99251
basesplit~92874~1~~|99252
clickyblock~97015~1~~|99253
basesplit~92875~1~~|99254
clickyblock~97018~1~~|99255
basesplit~92876~1~~|99256
basesplit~92877~1~~|99257
basesplit~92883~1~~|99258
basesplit~92896~1~~|99259
clickyblock~97022~1~~|99260
basesplit~98630~1~~|99261
basesplit~98631~1~~|99262
basesplit~92900~1~~|99263
basesplit~92901~1~~|99264
basesplit~92904~1~~|99265
basesplit~92911~1~~|99266
basesplit~92915~1~~|99267
basesplit~92924~1~~|99268
basesplit~92936~1~~|99269
basesplit~92937~1~~|99270
basesplit~92940~1~~|99271
basesplit~92950~1~~|99272
basesplit~92974~1~~|99273
basesplit~92986~1~~|99274
basesplit~92993~1~~|99275
basesplit~93005~1~~|99276
basesplit~93007~1~~|99277
basesplit~93008~1~~|99278
basesplit~93010~1~~|99279
basesplit~93012~1~~|99280
basesplit~93015~1~~|99281
basesplit~93017~1~~|99282
basesplit~93018~1~~|99283
basesplit~93019~1~~|99284
basesplit~93024~1~~|99285
basesplit~93026~1~~|99286
basesplit~93028~1~~|99287
basesplit~93031~1~~|99288
clickyblock~97074~1~~|99289
basesplit~93041~1~~|99290
basesplit~93048~1~~|99291
basesplit~93052~1~~|99292
basesplit~93055~1~~|99293
basesplit~93055~2~~|99294
basesplit~93059~1~~|99295
basesplit~93069~1~~|99296
basesplit~93080~1~~|99297
basesplit~93081~1~~|99298
basesplit~93083~1~~|99299
basesplit~93091~1~~|99300
basesplit~93093~1~~|99301
basesplit~93099~1~~|99302
basesplit~93100~1~~|99303
basesplit~93101~1~~|99304
basesplit~93106~1~~|99305
basesplit~93108~1~~|99306
basesplit~93109~1~~|99307
basesplit~93111~1~~|99308
basesplit~93112~1~~|99309
basesplit~93113~1~~|99310
basesplit~93114~1~~|99311
basesplit~93117~1~~|99312
basesplit~93118~1~~|99313
basesplit~93118~2~~|99314
basesplit~93120~1~~|99315
basesplit~93152~1~~|99316
clickyblock~97080~1~~|99317
basesplit~93154~1~~|99318
basesplit~93155~1~~|99319
basesplit~93156~1~~|99320
basesplit~93157~1~~|99321
basesplit~93158~1~~|99322
basesplit~93159~1~~|99323
basesplit~93160~1~~|99324
basesplit~93161~1~~|99325
basesplit~93162~1~~|99326
basesplit~93163~1~~|99327
basesplit~93165~1~~|99328
clickyblock~97082~1~~|99329
clickyblock~97088~1~~|99330
clickyblock~97095~1~~|99331
basesplit~93173~1~~|99332
basesplit~93186~1~~|99333
basesplit~93187~1~~|99334
basesplit~93188~1~~|99335
basesplit~93189~1~~|99336
basesplit~93190~1~~|99337
basesplit~93191~1~~|99338
basesplit~93193~1~~|99339
basesplit~93195~1~~|99340
clickyblock~97114~1~~|99341
clickyblock~97116~1~~|99342
clickyblock~97118~1~~|99343
basesplit~93196~1~~|99344
clickyblock~97126~1~~|99345
clickyblock~97127~1~~|99346
clickyblock~97128~1~~|99347
basesplit~93197~1~~|99348
clickyblock~97135~1~~|99349
clickyblock~97136~1~~|99350
clickyblock~97137~1~~|99351
basesplit~93198~1~~|99352
clickyblock~97144~1~~|99353
clickyblock~97145~1~~|99354
clickyblock~97146~1~~|99355
basesplit~93199~1~~|99356
clickyblock~97153~1~~|99357
clickyblock~97154~1~~|99358
clickyblock~97155~1~~|99359
basesplit~93200~1~~|99360
clickyblock~97161~1~~|99361
clickyblock~97162~1~~|99362
clickyblock~97163~1~~|99363
basesplit~93201~1~~|99364
clickyblock~97171~1~~|99365
clickyblock~97172~1~~|99366
clickyblock~97173~1~~|99367
basesplit~93202~1~~|99368
clickyblock~97181~1~~|99369
clickyblock~97182~1~~|99370
clickyblock~97183~1~~|99371
basesplit~98661~1~~|99372
basesplit~98662~1~~|99373
basesplit~98663~1~~|99374
basesplit~93232~1~~|99375
basesplit~93255~1~~|99376
basesplit~93257~1~~|99377
basesplit~93258~1~~|99378
basesplit~93261~1~~|99379
basesplit~93262~1~~|99380
basesplit~93273~1~~|99381
basesplit~93273~2~~|99382
clickyblock~97259~1~~|99383
clickyblock~97259~2~~|99384
basesplit~93275~1~~|99385
basesplit~93278~1~~|99386
basesplit~93293~1~~|99387
clickyblock~97274~1~~|99388
basesplit~93299~1~~|99389
basesplit~93300~1~~|99390
basesplit~93304~1~~|99391
basesplit~93308~1~~|99392
basesplit~93320~1~~|99393
basesplit~93328~1~~|99394
clickyblock~97279~1~~|99395
basesplit~93332~1~~|99396
basesplit~93332~2~~|99397
basesplit~93349~1~~|99398
basesplit~93354~1~~|99399
basesplit~98668~1~~|99400
basesplit~98669~1~~|99401
basesplit~93370~1~~|99402
basesplit~98670~1~~|99403
basesplit~98670~2~~|99404
basesplit~98671~1~~|99405
basesplit~98671~2~~|99406
basesplit~93372~1~~|99407
basesplit~93379~1~~|99408
basesplit~93382~1~~|99409
basesplit~93385~1~~|99410
basesplit~98675~1~~|99411
basesplit~98678~1~~|99412
basesplit~93402~1~~|99413
clickyblock~97291~1~~|99414
basesplit~93405~1~~|99415
basesplit~93412~1~~|99416
basesplit~93413~1~~|99417
