spawngroupID|npcID|chance|mintime|maxtime|min_expansion|max_expansion|content_flags|content_flags_disabled|wowcustom
1159|1159|100|0|0|-1|-1|||0
1160|1160|100|0|0|-1|-1|||0
1161|1034|50|0|0|-1|-1|||0
1161|1161|50|0|0|-1|-1|||0
1163|1163|100|0|0|-1|-1|||0
1171|1048|16|0|0|-1|-1|||0
1171|1070|16|0|0|-1|-1|||0
1171|1073|17|0|0|-1|-1|||0
1171|1133|17|0|0|-1|-1|||0
1171|1171|17|0|0|-1|-1|||0
1171|1199|17|0|0|-1|-1|||0
1178|1178|100|0|0|-1|-1|||0
1180|1180|100|0|0|-1|-1|||0
1189|1189|100|0|0|-1|-1|||0
1194|1194|100|0|0|-1|-1|||0
1196|1196|100|0|0|-1|-1|||0
2005|2005|100|0|0|-1|-1|||0
2007|2122|100|0|0|-1|-1|||0
2008|2008|100|0|0|-1|-1|||0
2017|2002|15|0|0|-1|-1|||0
2017|2003|10|0|0|3|99|||0
2017|2011|20|0|0|-1|-1|||0
2017|2017|15|0|0|3|99|||0
2017|2023|25|0|0|0|2|||0
2017|2028|10|0|0|3|99|||0
2017|2049|20|0|0|0|99|||0
2017|2101|10|0|0|3|99|||0
2017|2104|20|0|0|-1|-1|||0
2021|2014|20|0|0|-1|-1|||0
2021|2015|10|0|0|3|99|||0
2021|2018|4|0|0|3|99|||0
2021|2021|20|0|0|-1|-1|||0
2021|2024|46|0|0|-1|-1|||0
2024|2014|20|0|0|-1|-1|||0
2024|2015|10|0|0|3|99|||0
2024|2018|4|0|0|3|99|||0
2024|2021|20|0|0|-1|-1|||0
2024|2024|46|0|0|-1|-1|||0
2030|2030|100|0|0|-1|-1|||0
2032|2032|100|0|0|-1|-1|||0
2033|2033|100|0|0|-1|-1|||0
2034|2034|100|0|0|-1|-1|||0
2035|2035|100|0|0|-1|-1|||0
2036|2036|100|0|0|-1|-1|||0
2038|2038|100|0|0|-1|-1|||0
2039|2039|100|0|0|-1|-1|||0
2040|2040|100|0|0|-1|-1|||0
2041|2041|100|0|0|-1|-1|||0
2042|2042|100|0|0|-1|-1|||0
2043|2043|100|0|0|-1|-1|||0
2044|2044|100|0|0|-1|-1|||0
2045|2045|100|0|0|-1|-1|||0
2046|2046|100|0|0|-1|-1|||0
2047|2047|100|0|0|-1|-1|||0
2048|2048|100|0|0|-1|-1|||0
2051|2051|100|0|0|-1|-1|||0
2052|2052|100|0|0|-1|-1|||0
2053|2053|100|0|0|-1|-1|||0
2054|2054|100|0|0|-1|-1|||0
2055|2055|100|0|0|-1|-1|||0
2056|2056|100|0|0|-1|-1|||0
2057|2057|100|0|0|-1|-1|||0
2058|2058|100|0|0|-1|-1|||0
2059|2059|100|0|0|-1|-1|||0
2060|2060|100|0|0|-1|-1|||0
2061|2061|100|0|0|-1|-1|||0
2062|2062|100|0|0|-1|-1|||0
2063|2063|100|0|0|-1|-1|||0
2064|2064|100|0|0|-1|-1|||0
2065|2065|100|0|0|-1|-1|||0
2066|2066|100|0|0|-1|-1|||0
2067|2067|100|0|0|-1|-1|||0
2068|2068|100|0|0|-1|-1|||0
2069|2069|100|0|0|-1|-1|||0
2070|2070|100|0|0|-1|-1|||0
2071|2071|100|0|0|-1|-1|||0
2072|2072|100|0|0|-1|-1|||0
2073|2073|100|0|0|-1|-1|||0
2074|2074|100|0|0|-1|-1|||0
2075|2075|100|0|0|-1|-1|||0
2076|2076|100|0|0|-1|-1|||0
2077|2077|100|0|0|-1|-1|||0
2078|2078|100|0|0|-1|-1|||0
2079|2079|100|0|0|-1|-1|||0
2080|2080|100|0|0|-1|-1|||0
2081|2081|100|0|0|-1|-1|||0
2082|2082|100|0|0|-1|-1|||0
2083|2083|100|0|0|-1|-1|||0
2084|2084|100|0|0|-1|-1|||0
2085|2085|100|0|0|-1|-1|||0
2086|2086|100|0|0|-1|-1|||0
2087|2087|100|0|0|-1|-1|||0
2088|2088|100|0|0|-1|-1|||0
2089|2089|100|0|0|-1|-1|||0
2090|2090|100|0|0|-1|-1|||0
2091|2091|100|0|0|-1|-1|||0
2092|2092|100|0|0|-1|-1|||0
2093|2093|100|0|0|-1|-1|||0
2094|2094|100|0|0|-1|-1|||0
2095|2095|100|0|0|-1|-1|||0
2096|2096|100|0|0|-1|-1|||0
2097|2097|100|0|0|-1|-1|||0
2098|2098|100|0|0|-1|-1|||0
2100|2100|100|0|0|-1|-1|||0
2101|2002|15|0|0|-1|-1|||0
2101|2003|10|0|0|3|99|||0
2101|2011|20|0|0|-1|-1|||0
2101|2017|15|0|0|3|99|||0
2101|2023|25|0|0|0|2|||0
2101|2028|10|0|0|3|99|||0
2101|2049|20|0|0|0|2|||0
2101|2101|10|0|0|3|99|||0
2101|2104|20|0|0|-1|-1|||0
2105|2026|40|0|0|-1|-1|||0
2105|2105|40|0|0|-1|-1|||0
2105|2108|20|0|0|-1|-1|||0
2120|2020|100|0|0|-1|-1|||0
2121|2121|100|0|0|-1|-1|||0
2123|2027|100|0|0|-1|-1|||0
2124|2025|35|19|4|-1|-1|||0
2124|2031|15|19|4|-1|-1|||0
2124|2102|10|5|18|-1|-1|||0
2124|2124|40|5|18|-1|-1|||0
2131|2131|100|0|0|-1|-1|||0
2136|2136|100|0|0|-1|-1|||0
2138|2138|100|0|0|-1|-1|||0
2142|2142|100|0|0|-1|-1|||0
2143|2143|100|0|0|-1|-1|||0
2147|2147|100|0|0|-1|-1|||0
2149|2149|50|0|0|-1|-1|||0
2149|2175|50|0|0|-1|-1|||0
2154|2154|100|0|0|-1|-1|||0
2173|2173|100|0|0|-1|-1|||0
3000|3000|65|0|0|-1|-1|||0
3000|3028|25|0|0|-1|-1|||0
3000|3030|10|0|0|-1|-1|||0
3001|3001|100|0|0|-1|-1|||0
3002|3002|100|0|0|-1|-1|||0
3004|3004|100|0|0|-1|-1|||0
3005|3005|100|0|0|-1|-1|||0
3006|3006|100|0|0|-1|-1|||0
3007|3007|100|0|0|-1|-1|||0
3008|3008|100|0|0|-1|-1|||0
3009|3009|100|0|0|-1|-1|||0
3010|3010|100|0|0|-1|-1|||0
3011|3011|100|0|0|-1|-1|||0
3014|3014|100|0|0|-1|-1|||0
3015|3015|100|0|0|-1|-1|||0
3016|3016|100|0|0|-1|-1|||0
3017|3017|100|0|0|-1|-1|||0
3018|3018|100|0|0|-1|-1|||0
3019|3019|100|0|0|-1|-1|||0
3020|3020|100|0|0|-1|-1|||0
3021|3021|100|0|0|-1|-1|||0
3022|3022|100|0|0|-1|-1|||0
3023|3023|100|0|0|-1|-1|||0
3024|3024|100|0|0|-1|-1|||0
3025|3025|100|0|0|-1|-1|||0
3026|3026|100|0|0|-1|-1|||0
3027|3027|100|0|0|-1|-1|||0
3028|3000|25|0|0|-1|-1|||0
3028|3028|50|0|0|-1|-1|||0
3028|3030|25|0|0|-1|-1|||0
3030|3000|25|0|0|-1|-1|||0
3030|3028|50|0|0|-1|-1|||0
3030|3030|25|0|0|-1|-1|||0
3032|3032|100|0|0|-1|-1|||0
3033|3033|100|0|0|-1|-1|||0
3034|3034|100|0|0|-1|-1|||0
3036|3036|100|0|0|-1|-1|||0
3037|3037|100|0|0|-1|-1|||0
3038|3038|100|0|0|-1|-1|||0
3039|3039|100|0|0|-1|-1|||0
3040|3040|100|0|0|-1|-1|||0
3041|3041|100|0|0|-1|-1|||0
3043|3043|100|0|0|-1|-1|||0
3049|3049|100|0|0|-1|-1|||0
4005|4005|11|0|0|-1|-1|||0
4005|4010|11|0|0|-1|-1|||0
4005|4012|22|0|0|0|2|||0
4005|4019|11|0|0|-1|-1|||0
4005|4026|11|0|0|-1|-1|||0
4005|4034|11|0|0|-1|-1|||0
4005|4051|11|0|0|3|99|||0
4005|4074|11|0|0|3|99|||0
4005|4147|11|0|0|-1|-1|||0
4005|4154|12|0|0|-1|-1|||0
4006|4006|100|0|0|-1|-1|||0
4010|4010|45|0|0|-1|-1|||0
4010|4022|45|0|0|0|2|||0
4010|4148|10|0|0|-1|-1|||0
4010|4150|45|0|0|3|99|||0
4028|4028|100|0|0|-1|-1|||0
4032|4032|100|0|0|-1|-1|||0
4037|4037|100|0|0|-1|-1|||0
4038|4038|100|0|0|-1|-1|||0
4045|4045|50|0|0|-1|-1|||0
4045|4148|50|0|0|-1|-1|||0
4046|4046|100|0|0|-1|-1|||0
4048|4048|100|0|0|-1|-1|||0
4049|4049|100|0|0|-1|-1|||0
4052|4052|100|0|0|-1|-1|||0
4053|4053|100|0|0|-1|-1|||0
4054|4054|100|0|0|-1|-1|||0
4055|4055|100|0|0|-1|-1|||0
4056|4056|100|0|0|-1|-1|||0
4057|4057|100|0|0|-1|-1|||0
4058|4058|100|0|0|-1|-1|||0
4059|4059|100|0|0|-1|-1|||0
4060|4060|100|0|0|-1|-1|||0
4061|4061|100|0|0|-1|-1|||0
4062|4062|100|0|0|-1|-1|||0
4063|4063|100|0|0|-1|-1|||0
4064|4064|100|0|0|-1|-1|||0
4065|4065|100|0|0|-1|-1|||0
4066|4066|100|0|0|-1|-1|||0
4068|4068|50|0|0|-1|-1|||0
4068|4207|50|0|0|-1|-1|||0
4072|4072|100|0|0|-1|-1|||0
4077|4000|8|0|0|-1|-1|||0
4077|4003|8|0|0|-1|-1|||0
4077|4023|8|0|0|-1|-1|||0
4077|4033|8|0|0|-1|-1|||0
4077|4073|8|0|0|-1|-1|||0
4077|4077|8|0|0|-1|-1|||0
4077|4096|8|0|0|-1|-1|||0
4077|4157|8|0|0|-1|-1|||0
4077|4203|9|0|0|-1|-1|||0
4077|4204|9|0|0|-1|-1|||0
4077|4205|9|0|0|-1|-1|||0
4077|4206|9|0|0|-1|-1|||0
4078|4007|30|0|0|3|99|||0
4078|4008|30|0|0|0|2|||0
4078|4009|35|0|0|0|2|||0
4078|4026|7|0|0|-1|-1|||0
4078|4030|5|0|0|-1|-1|||0
4078|4034|20|0|0|-1|-1|||0
4078|4036|35|0|0|3|99|||0
4078|4078|3|0|0|-1|-1|||0
4081|4081|100|0|0|-1|-1|||0
4142|4001|50|0|0|-1|-1|||0
4142|4142|50|0|0|-1|-1|||0
4148|4010|45|0|0|-1|-1|||0
4148|4022|45|0|0|0|2|||0
4148|4148|10|0|0|-1|-1|||0
4148|4150|45|0|0|3|99|||0
4155|4020|50|19|6|-1|-1|||0
4155|4155|50|7|18|-1|-1|||0
4159|4159|100|0|0|-1|-1|||0
4163|4163|100|0|0|-1|-1|||0
4166|4166|100|0|0|-1|-1|||0
4167|4167|100|0|0|-1|-1|||0
4170|4170|100|0|0|-1|-1|||0
4173|4173|100|0|0|-1|-1|||0
4178|4178|100|0|0|-1|-1|||0
4180|4180|50|0|0|-1|-1|||0
4180|4208|50|0|0|-1|-1|||0
4182|4182|100|0|0|-1|-1|||0
4183|4183|100|0|0|-1|-1|||0
4187|4187|100|0|0|-1|-1|||0
4188|4045|33|0|0|-1|-1|||0
4188|4148|33|0|0|-1|-1|||0
4188|4188|34|0|0|-1|-1|||0
4189|4189|100|0|0|-1|-1|||0
5000|5000|50|0|0|-1|-1|||0
5000|5149|50|0|0|-1|-1|||0
5001|5001|5|0|0|-1|-1|||0
5001|5002|30|0|0|-1|-1|||0
5001|5012|18|0|0|-1|-1|||0
5001|5014|8|0|0|-1|-1|||0
5001|5082|13|0|0|-1|-1|||0
5001|5084|5|0|0|-1|-1|||0
5001|5085|5|0|0|-1|-1|||0
5001|5089|11|0|0|-1|-1|||0
5001|5130|5|0|0|-1|-1|||0
5005|5005|34|8|19|-1|-1|||0
5005|5144|33|20|7|-1|-1|||0
5005|5145|33|20|7|-1|-1|||0
5006|5006|50|0|0|-1|-1|||0
5006|5141|50|0|0|-1|-1|||0
5009|5009|100|0|0|-1|-1|||0
5010|5010|100|0|0|-1|-1|||0
5011|5011|100|0|0|-1|-1|||0
5013|5013|100|0|0|-1|-1|||0
5015|5015|100|0|0|-1|-1|||0
5019|5019|100|0|0|-1|-1|||0
5024|5024|100|0|0|-1|-1|||0
5026|5026|100|0|0|-1|-1|||0
5031|5031|100|0|0|-1|-1|||0
5036|5036|100|0|0|-1|-1|||0
5037|5037|100|0|0|-1|-1|||0
5039|5039|100|0|0|-1|-1|||0
5040|5040|100|0|0|-1|-1|||0
5043|5043|100|0|0|-1|-1|||0
5049|5049|100|0|0|-1|-1|||0
5050|5050|100|0|0|-1|-1|||0
5051|5051|100|0|0|-1|-1|||0
5052|5052|100|0|0|-1|-1|||0
5053|5053|100|0|0|-1|-1|||0
5054|5054|100|0|0|-1|-1|||0
5055|5055|100|0|0|-1|-1|||0
5056|5056|100|0|0|-1|-1|||0
5057|5057|100|0|0|-1|-1|||0
5058|5058|100|0|0|-1|-1|||0
5059|5059|100|0|0|-1|-1|||0
5060|5060|100|0|0|-1|-1|||0
5061|5061|100|0|0|-1|-1|||0
5062|5062|100|0|0|-1|-1|||0
5063|5063|100|0|0|-1|-1|||0
5064|5064|100|0|0|-1|-1|||0
5065|5065|100|0|0|-1|-1|||0
5066|5066|100|0|0|-1|-1|||0
5067|5067|100|0|0|-1|-1|||0
5068|5068|100|0|0|-1|-1|||0
5069|5069|50|0|0|-1|-1|||0
5069|5136|50|0|0|-1|-1|||0
5070|5070|100|0|0|-1|-1|||0
5071|5071|100|0|0|-1|-1|||0
5072|5072|100|0|0|-1|-1|||0
5082|5001|15|0|0|-1|-1|||0
5082|5002|10|0|0|-1|-1|||0
5082|5012|15|0|0|-1|-1|||0
5082|5014|8|0|0|-1|-1|||0
5082|5082|8|0|0|-1|-1|||0
5082|5084|8|0|0|-1|-1|||0
5082|5085|15|0|0|-1|-1|||0
5082|5089|8|0|0|-1|-1|||0
5082|5127|5|0|0|-1|-1|||0
5082|5135|3|0|0|-1|-1|||0
5082|5142|5|0|0|-1|-1|||0
5083|26002|100|0|0|-1|-1|||0
5084|26022|100|0|0|-1|-1|||0
5089|26014|100|0|0|-1|-1|||0
5090|26015|100|0|0|-1|-1|||0
5091|26001|100|0|0|-1|-1|||0
5092|26006|100|0|0|-1|-1|||0
5093|26010|100|0|0|-1|-1|||0
5094|26011|100|0|0|-1|-1|||0
5095|26017|100|0|0|-1|-1|||0
5096|26018|100|0|0|-1|-1|||0
5097|26008|100|0|0|-1|-1|||0
5098|26028|100|0|0|-1|-1|||0
5099|26020|100|0|0|-1|-1|||0
5100|26003|100|0|0|-1|-1|||0
5101|26005|100|0|0|-1|-1|||0
5102|26016|100|0|0|-1|-1|||0
5103|26013|100|0|0|-1|-1|||0
5104|26024|100|0|0|-1|-1|||0
5105|5105|25|0|0|-1|-1|||0
5105|5138|25|0|0|-1|-1|||0
5105|5139|25|0|0|-1|-1|||0
5105|5140|25|0|0|-1|-1|||0
5106|26012|100|0|0|-1|-1|||0
5107|5107|100|0|0|-1|-1|||0
5108|26027|100|0|0|-1|-1|||0
5109|26004|100|0|0|-1|-1|||0
5110|26009|100|0|0|-1|-1|||0
5111|26021|100|0|0|-1|-1|||0
5112|26007|100|0|0|-1|-1|||0
5113|26023|50|0|0|-1|-1|||0
5113|26025|50|0|0|-1|-1|||0
5114|26026|100|0|0|-1|-1|||0
5115|26019|100|0|0|-1|-1|||0
5122|5007|50|0|0|-1|-1|||0
5122|5122|50|0|0|-1|-1|||0
5132|5132|100|0|0|-1|-1|||0
5134|5148|100|0|0|-1|-1|||0
6002|6002|100|0|0|-1|-1|||0
6014|6014|100|0|0|-1|-1|||0
6020|6020|100|0|0|-1|-1|||0
6023|6023|100|0|0|-1|-1|||0
6029|6029|50|0|0|-1|-1|||0
6029|6096|25|0|0|-1|-1|||0
6029|6190|25|0|0|-1|-1|||0
6031|6031|100|0|0|-1|-1|||0
6034|6034|100|0|0|-1|-1|||0
6036|6036|100|0|0|-1|-1|||0
6042|6042|100|0|0|-1|-1|||0
6048|6048|100|0|0|-1|-1|||0
6049|6049|100|0|0|-1|-1|||0
6050|6050|100|0|0|-1|-1|||0
6051|6051|100|0|0|-1|-1|||0
6052|6052|100|0|0|-1|-1|||0
6053|6053|100|0|0|-1|-1|||0
6056|6056|100|0|0|-1|-1|||0
6058|6058|100|0|0|-1|-1|||0
6059|6059|100|0|0|-1|-1|||0
6060|6060|100|0|0|-1|-1|||0
6061|6061|100|0|0|-1|-1|||0
6062|6062|100|0|0|-1|-1|||0
6063|6063|100|0|0|-1|-1|||0
6064|6064|100|0|0|-1|-1|||0
6065|6065|100|0|0|-1|-1|||0
6066|6066|100|0|0|-1|-1|||0
6068|6068|100|0|0|-1|-1|||0
6074|6074|100|0|0|-1|-1|||0
6075|6075|100|0|0|-1|-1|||0
6076|6076|100|0|0|-1|-1|||0
6077|6077|100|0|0|-1|-1|||0
6078|6078|100|0|0|-1|-1|||0
6091|6091|75|0|0|-1|-1|||0
6091|6193|25|0|0|-1|-1|||0
6096|6096|50|0|0|-1|-1|||0
6096|6190|50|0|0|-1|-1|||0
6099|6099|100|0|0|-1|-1|||0
6101|6101|100|0|0|-1|-1|||0
6104|6104|100|0|0|-1|-1|||0
6105|6105|100|0|0|-1|-1|||0
6106|6106|100|0|0|-1|-1|||0
6107|6107|100|0|0|-1|-1|||0
6112|6112|100|0|0|-1|-1|||0
6113|6113|100|0|0|-1|-1|||0
6114|6114|100|0|0|-1|-1|||0
6116|6040|10|0|0|-1|-1|||0
6116|6087|25|0|0|-1|-1|||0
6116|6116|65|0|0|-1|-1|||0
6121|6121|100|0|0|-1|-1|||0
6123|6123|100|0|0|-1|-1|||0
6127|6127|100|0|0|-1|-1|||0
6129|6129|100|0|0|-1|-1|||0
6132|6132|100|0|0|-1|-1|||0
6134|6134|100|0|0|-1|-1|||0
6137|6137|50|0|0|-1|-1|||0
6137|6192|50|0|0|-1|-1|||0
6140|6140|100|0|0|-1|-1|||0
6141|6141|100|0|0|-1|-1|||0
6145|6145|100|0|0|-1|-1|||0
6151|6151|100|0|0|-1|-1|||0
6152|6152|100|0|0|-1|-1|||0
6154|6154|100|0|0|-1|-1|||0
6155|6155|100|0|0|-1|-1|||0
6156|6091|20|0|0|-1|-1|||0
6156|6138|25|0|0|-1|-1|||0
6156|6156|50|0|0|-1|-1|||0
6156|6193|5|0|0|-1|-1|||0
6157|6157|100|0|0|-1|-1|||0
6158|6158|100|0|0|-1|-1|||0
6159|6159|100|0|0|-1|-1|||0
6160|6160|100|0|0|-1|-1|||0
6161|6161|100|0|0|-1|-1|||0
6162|6162|100|0|0|-1|-1|||0
6163|6163|100|0|0|-1|-1|||0
6164|6164|100|0|0|-1|-1|||0
6165|6165|100|0|0|-1|-1|||0
6166|6166|100|0|0|-1|-1|||0
6167|6167|100|0|0|-1|-1|||0
6168|6067|15|0|0|-1|-1|||0
6168|6168|85|0|0|-1|-1|||0
6170|6170|100|0|0|-1|-1|||0
6171|6171|100|0|0|-1|-1|||0
6172|6172|100|0|0|-1|-1|||0
6177|6177|100|0|0|-1|-1|||0
6178|6178|100|0|0|-1|-1|||0
6179|6179|100|0|0|-1|-1|||0
6188|6188|100|0|0|-1|-1|||0
8000|8000|100|0|0|-1|-1|||0
8001|8001|100|0|0|-1|-1|||0
8002|8002|100|0|0|-1|-1|||0
8003|8003|100|0|0|-1|-1|||0
8004|8004|100|0|0|-1|-1|||0
8005|8005|100|0|0|-1|-1|||0
8006|8006|100|0|0|-1|-1|||0
8007|8007|100|0|0|-1|-1|||0
8008|8008|100|0|0|-1|-1|||0
8009|8009|100|0|0|-1|-1|||0
8010|8010|100|0|0|-1|-1|||0
8011|8011|100|0|0|-1|-1|||0
8012|8012|100|0|0|-1|-1|||0
8013|8013|100|0|0|-1|-1|||0
8014|8014|100|0|0|-1|-1|||0
8015|8015|100|0|0|-1|-1|||0
8016|8016|100|0|0|-1|-1|||0
8018|8018|100|0|0|-1|-1|||0
8019|8019|100|0|0|-1|-1|||0
8020|8020|100|0|0|-1|-1|||0
8021|8021|100|0|0|-1|-1|||0
8022|8022|100|0|0|-1|-1|||0
8023|8023|100|0|0|-1|-1|||0
8024|8024|100|0|0|-1|-1|||0
8025|8025|100|0|0|-1|-1|||0
8026|8026|100|0|0|-1|-1|||0
8029|8029|100|0|0|-1|-1|||0
8030|8030|100|0|0|-1|-1|||0
8031|8031|100|0|0|-1|-1|||0
8032|8032|100|0|0|-1|-1|||0
8033|8033|100|0|0|-1|-1|||0
8034|8034|100|0|0|-1|-1|||0
8035|8035|100|0|0|-1|-1|||0
8036|8036|100|0|0|-1|-1|||0
8037|8037|100|0|0|-1|-1|||0
8038|8038|100|0|0|-1|-1|||0
8039|8039|100|0|0|-1|-1|||0
8040|8040|100|0|0|-1|-1|||0
8041|8041|100|0|0|-1|-1|||0
8042|8042|100|0|0|-1|-1|||0
8043|8043|100|0|0|-1|-1|||0
8044|8044|100|0|0|-1|-1|||0
8045|8045|100|0|0|-1|-1|||0
8046|8046|100|0|0|-1|-1|||0
8047|8047|100|0|0|-1|-1|||0
8048|8048|100|0|0|-1|-1|||0
8049|8049|100|0|0|-1|-1|||0
8050|8050|100|0|0|-1|-1|||0
8051|8051|100|0|0|-1|-1|||0
8052|8052|100|0|0|-1|-1|||0
8053|8053|100|0|0|-1|-1|||0
8054|8054|100|0|0|-1|-1|||0
8055|8055|100|0|0|-1|-1|||0
8056|8056|100|0|0|-1|-1|||0
8057|8057|100|0|0|-1|-1|||0
8058|8058|100|0|0|-1|-1|||0
8059|8059|100|0|0|-1|-1|||0
8060|8060|100|0|0|-1|-1|||0
8061|8061|100|0|0|-1|-1|||0
8062|8062|100|0|0|-1|-1|||0
8063|8063|100|0|0|-1|-1|||0
8064|8064|100|0|0|-1|-1|||0
8065|8065|100|0|0|-1|-1|||0
8066|8066|100|0|0|-1|-1|||0
8067|8067|100|0|0|-1|-1|||0
8068|8068|100|0|0|-1|-1|||0
8069|8069|100|0|0|-1|-1|||0
8070|8070|100|0|0|-1|-1|||0
8071|8071|100|0|0|-1|-1|||0
8072|8072|100|0|0|-1|-1|||0
8073|8073|100|0|0|-1|-1|||0
8074|8074|100|0|0|-1|-1|||0
