eq_id|wow_id|enabled|name|player_1|teleport_zone|you_cast|other_casts|cast_on_you|cast_on_other|spell_fades|range|aoerange|pushback|pushup|cast_time|recovery_time|recast_time|buffdurationformula|buffduration|AEDuration|mana|effect_base_value1|effect_base_value2|effect_base_value3|effect_base_value4|effect_base_value5|effect_base_value6|effect_base_value7|effect_base_value8|effect_base_value9|effect_base_value10|effect_base_value11|effect_base_value12|effect_limit_value1|effect_limit_value2|effect_limit_value3|max1|max2|max3|max4|max5|max6|max7|max8|max9|max10|icon|memicon|components1|components2|component_counts1|component_counts2|NoexpendReagent1|NoexpendReagent2|formula1|formula2|formula3|formula4|formula5|formula6|formula7|formula8|formula9|formula10|formula11|LightType|goodEffect|Activated|resisttype|effectid1|effectid2|effectid3|effectid4|effectid5|effectid6|effectid7|effectid8|effectid9|effectid10|effectid11|effectid12|targettype|basediff|skill|zonetype|EnvironmentType|TimeOfDay|warrior_learn_level|warrior_learn_wowitemid|cleric_learn_level|cleric_learn_wowitemid|paladin_learn_level|paladin_learn_wowitemid|ranger_learn_level|ranger_learn_wowitemid|shadowknight_learn_level|shadowknight_learn_wowitemid|druid_learn_level|druid_learn_wowitemid|monk_learn_level|monk_learn_wowitemid|bard_learn_level|bard_learn_wowitemid|rogue_learn_level|rogue_learn_wowitemid|shaman_learn_level|shaman_learn_wowitemid|necromancer_learn_level|necromancer_learn_wowitemid|wizard_learn_level|wizard_learn_wowitemid|magician_learn_level|magician_learn_wowitemid|enchanter_learn_level|enchanter_learn_wowitemid|beastlord_learn_level|beastlord_learn_wowitemid|CastingAnim|TargetAnim|TravelType|SpellAffectIndex|disallow_sit|npc_no_cast|new_icon|spellanim|uninterruptable|ResistDiff|dot_stacking_exempt|deleteable|RecourseLink|no_partial_resist|short_buff_box|descnum|typedescnum|effectdescnum|effectdescnum2|npc_no_los|reflectable|resist_per_level|resist_cap|EndurCost|EndurTimerIndex|IsDiscipline|HateAdded|EndurUpkeep|pvpresistbase|pvpresistcalc|pvpresistcap|spell_category|pvp_duration|pvp_duration_cap|cast_not_standing|can_mgb|nodispell|npc_category|npc_usefulness|wear_off_message|suspendable|spellgroup|allowrest|custom_icon|not_player_spell
3306|95131|1|Saryrn's Kiss|PLAYER_1||||You feel unseen lips touch your face.| screams in torment.|Your torment ends, for now.|200|0|0|0|6000|2500|2250|2|10|0|550|0|0|-5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2507|2116|-1|-1|1|1|-1|-1|100|100|104|100|100|100|100|100|100|100|100|0|0|0|1|10|10|0|254|254|254|254|254|254|254|254|254|5|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|62|111969|255|-1|255|-1|255|-1|255|-1|64|13|0|30|0|0|154|151|0|-200|0|0|3307|1|0|43306|39011|39149|0|0|-1|0|0|0|0|0|0|0|-287|136|-312|9|2|10|0|0|0|0|0|1|0|0|0|154|0
3305|95130|1|Rune of Death|PLAYER_1||Black runes begin to pulse in the air around you.||| is covered in slithering black runes.||100|0|0|0|6500|2250|30000|10|175|0|350|170|35|30|0|0|0|0|0|0|0|0|0|0|0|0|170|65|60|0|0|0|0|0|0|0|2518|2124|-1|-1|1|1|-1|-1|100|101|101|100|100|100|100|100|100|100|100|0|1|0|0|11|4|1|254|254|254|254|254|254|254|254|254|14|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|62|111968|255|-1|255|-1|255|-1|255|-1|43|0|0|10|0|0|74|96|0|0|0|0|0|0|0|43305|39007|39125|0|0|0|0|0|0|0|0|0|0|-87|136|-112|36|10|175|0|0|0|0|0|1|1|0|0|74|0
3196|95031|1|Petrifying Earth|PLAYER_1||||Your feet adhere to the ground.| adheres to the ground.|Your feet come free.|200|0|0|0|2500|2250|2500|8|30|0|180|0|-10000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2517|2118|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|10|99|254|254|254|254|254|254|254|254|254|254|5|0|5|-1|0|0|255|-1|64|110729|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|64|111749|62|111967|255|-1|255|-1|255|-1|255|-1|44|0|0|16|0|100|117|109|0|-30|0|0|0|1|0|43196|39004|39087|0|0|-1|0|0|0|0|0|0|0|-2|136|-67|50|8|6|0|0|0|7|224|1|0|0|0|117|0
3315|95140|1|Dark Plague|PLAYER_1||||Black spots form on your skin.|'s skin is covered in black spots.|The plague has ended.|200|0|0|0|5000|2500|2250|10|20|0|425|9|-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|145|0|0|0|0|0|0|0|0|2505|2050|-1|-1|1|1|-1|-1|100|103|100|100|100|100|100|100|100|100|100|0|0|0|5|35|0|254|254|254|254|254|254|254|254|254|254|5|0|14|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|61|111966|255|-1|255|-1|255|-1|255|-1|44|13|0|24|0|0|41|116|0|-50|0|0|0|1|0|43315|39006|39110|0|0|-1|0|0|0|0|0|0|0|-137|136|-157|132|10|20|0|0|1|0|0|1|0|0|0|41|0
3304|95129|1|Legacy of Zek|PLAYER_1|skel_pet_61_|||A fallen diaku rises from the ground.| calls forth a servant of war.||0|0|0|0|16000|2250|2250|0|0|0|800|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2512|2106|13073|10028|1|1|28144|20508|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|71|254|254|254|254|254|254|254|254|254|254|254|6|0|14|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|61|111965|255|-1|255|-1|255|-1|255|-1|43|0|0|4|0|0|91|83|0|0|0|0|0|0|0|43304|39007|39121|0|0|0|0|0|0|0|0|0|0|-87|136|-107|51|0|0|0|0|0|0|0|0|1|0|0|91|0
3035|94905|1|Neurotoxin|PLAYER_1||||Your muscles twitch and spasm.| staggers.||200|0|0|0|6000|2500|4000|0|0|0|465|-650|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2507|2116|-1|-1|1|1|-1|-1|10|100|100|100|100|100|100|100|100|100|100|0|0|0|4|0|254|254|254|254|254|254|254|254|254|254|254|5|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|61|111963|255|-1|255|-1|255|-1|255|-1|44|13|0|20|0|0|42|89|0|0|0|0|0|0|0|43035|39001|39055|0|0|-1|0|0|0|0|0|0|0|-2|136|-57|127|0|0|0|0|0|0|0|0|0|0|0|42|0
3032|94902|1|Touch of Mujaki|PLAYER_1||||A piece of your spirit is torn from your body.| looks pale.||200|0|0|0|3200|2250|2250|0|0|0|450|-800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|850|0|0|0|0|0|0|0|0|0|2507|2116|-1|-1|1|1|-1|-1|10|100|100|100|100|100|100|100|100|100|100|0|0|0|1|0|254|254|254|254|254|254|254|254|254|254|254|13|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|61|111962|255|-1|255|-1|255|-1|255|-1|44|13|0|20|0|0|47|89|0|-200|0|0|0|0|0|43032|39011|39148|0|0|-1|0|0|0|0|0|0|0|-300|136|-400|4|0|0|0|0|0|0|0|0|0|0|0|47|0
2885|94761|1|Funeral Pyre of Kelador|PLAYER_1||||Your skin burns as you are caught in a funeral pyre.| is enveloped in a funeral pyre.|The funeral pyre ends.|200|0|0|0|5500|2500|2250|1|9|0|450|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|261|0|0|0|0|0|0|0|0|0|2503|2119|-1|-1|1|1|-1|-1|105|100|100|100|100|100|100|100|100|100|100|0|0|0|2|0|254|254|254|254|254|254|254|254|254|254|254|5|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111961|255|-1|255|-1|255|-1|255|-1|44|15|0|20|0|5|51|89|0|-100|0|0|0|1|0|42885|39006|39112|0|0|-1|0|0|0|0|0|0|0|-187|136|-202|129|1|9|0|0|0|2|155|1|0|0|0|51|0
2550|94439|1|Zevfeer's Theft of Vitae|PLAYER_1||||You feel a rush of blood leave your body.| staggers as a rush of  blood leaves their body.|Your blood stabilizes.|200|200|0|0|8000|2500|10000|2|9|0|650|0|0|0|0|-80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2507|2116|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|5|10|10|10|10|0|254|254|254|254|254|254|254|5|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111960|255|-1|255|-1|255|-1|255|-1|44|13|0|30|0|0|140|151|0|-200|0|1|2481|0|0|42550|39011|39149|0|0|-1|0|0|0|0|0|0|0|-287|136|-302|17|2|9|0|0|0|0|0|1|0|0|0|140|0
2115|94052|1|Ancient: Lifebane|PLAYER_1||||Pure poison assaults your body.| staggers.||200|0|0|0|6000|2500|4000|0|0|0|340|-1050|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1050|0|0|0|0|0|0|0|0|0|2507|2116|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|4|0|254|254|254|254|254|254|254|254|254|254|254|5|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111959|255|-1|255|-1|255|-1|255|-1|44|13|0|20|0|0|42|89|0|0|0|0|0|0|0|42115|39001|39055|0|0|-1|0|0|0|0|0|0|0|12|136|-52|127|0|0|0|0|0|0|0|0|0|0|0|42|0
2114|94051|1|Ancient: Master of Death|PLAYER_1||||You have mastered death.| has mastered death.|Your flesh returns.|0|1|0|0|2000|2250|2250|10|205|0|1|85|44|0|1|1|0|-63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2507|2105|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|58|15|10|66|13|10|0|254|254|254|254|254|6|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111958|255|-1|255|-1|255|-1|255|-1|43|0|0|19|0|0|164|111|0|0|0|0|0|0|0|42114|39003|39161|39077|0|0|0|0|0|0|0|0|0|-87|136|-102|46|10|205|0|0|0|0|0|1|1|0|0|164|0
1735|93675|1|Trucidation|PLAYER_1||||Your essence drains away.| seems drained.||200|0|0|0|5900|2500|900000|0|0|0|375|-1100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1100|0|0|0|0|0|0|0|0|0|2507|2116|9963|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|0|254|254|254|254|254|254|254|254|254|254|254|13|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111957|255|-1|255|-1|255|-1|255|-1|64|13|0|20|0|0|161|89|0|-200|0|0|0|0|0|41735|39011|39148|0|0|-1|0|0|0|0|0|0|0|-287|136|-302|4|0|0|0|0|0|0|0|0|0|0|0|161|0
1629|93569|1|Enslave Death|PLAYER_1||||| moans.||200|0|0|0|5000|2250|300000|10|5|0|500|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|2504|2059|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|22|254|254|254|254|254|254|254|254|254|254|254|10|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111956|255|-1|255|-1|255|-1|255|-1|43|0|0|12|0|100|27|87|0|-1000|0|0|0|0|0|41629|39004|39092|39157|0|-1|0|0|0|0|0|0|0|-1000|136|-1102|96|10|5|0|0|0|0|0|1|0|0|0|27|0
1416|93356|1|Arch Lich|PLAYER_1||||You feel the skin peel from your bones.|'s skin peels away.|Your flesh returns.|0|1|0|0|2000|2250|2250|10|205|0|1|85|35|0|1|1|0|-53|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2507|2105|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|58|15|10|66|13|10|0|254|254|254|254|254|6|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111955|255|-1|255|-1|255|-1|255|-1|43|0|0|19|0|100|164|111|0|0|0|1|0|0|0|41416|39003|39161|39077|0|0|0|0|0|0|0|0|0|-87|136|-102|46|10|205|0|0|0|0|0|1|1|0|0|164|0
1393|93334|1|Gangrenous Touch of Zum`uul|PLAYER_1|||'s hands take on a sickly green aura|Your body withers from the gangrenous touch of Zum`uul.|'s body withers from the gangrenous touch of Zum`uul.||200|0|0|0|6000|2500|2250|0|0|0|415|-720|0|0|0|0|0|0|0|0|0|0|0|0|0|0|720|0|0|0|0|0|0|0|0|0|2507|2116|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|5|0|254|254|254|254|254|254|254|254|254|254|254|13|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111954|255|-1|255|-1|255|-1|255|-1|44|13|0|20|0|2|41|89|0|-150|0|0|0|0|0|41393|39011|39148|0|0|-1|0|0|0|0|0|0|0|-237|136|-252|4|0|0|0|0|0|2|67|0|0|0|0|41|0
1530|93470|1|Banishment of Shadows|PLAYER_1|||||||200|0|0|0|4000|3500|120000|0|0|0|750|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2503|2119|10032|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|41|254|254|254|254|254|254|254|254|254|254|254|10|0|24|-1|0|0|255|-1|60|110706|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|60|111953|255|-1|255|-1|255|-1|255|-1|44|13|0|21|0|0|47|91|0|0|0|0|0|0|0|41530|39001|39061|0|0|-1|0|0|0|0|0|0|0|0|100|0|140|0|0|0|0|0|0|0|0|0|0|0|47|0
1460|93400|1|Death Peace|PLAYER_1||||| dies.|You no longer appear dead.|0|0|0|0|1000|2250|4000|0|0|0|120|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2521|2111|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|74|254|254|254|254|254|254|254|254|254|254|254|6|5|4|-1|0|0|255|-1|255|-1|255|-1|255|-1|60|111084|255|-1|255|-1|255|-1|255|-1|255|-1|60|111952|255|-1|255|-1|255|-1|255|-1|42|16|0|19|0|100|94|143|0|0|0|1|0|0|0|41460|39003|39079|0|0|0|0|0|0|3|0|0|0|-87|136|-102|105|0|0|0|0|0|0|0|0|1|0|0|94|0
1623|93563|1|Emissary of Thule|PLAYER_1|skel_pet_47_|||| calls forth a servant of fear.||0|0|0|0|16000|2250|2250|0|0|0|650|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2512|2106|13073|10028|1|1|11571|28144|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|71|254|254|254|254|254|254|254|254|254|254|254|6|0|14|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|59|111951|255|-1|255|-1|255|-1|255|-1|43|0|0|4|0|100|91|83|0|0|0|0|0|0|0|41623|39007|39121|0|0|0|0|0|0|0|0|0|0|-62|135|-97|51|0|0|0|0|0|4|6502|0|1|0|0|91|0
1619|93559|1|Devouring Darkness|PLAYER_1||||You are engulfed by devouring darkness.| is engulfed in devouring darkness.|The darkness fades.|200|0|0|0|6000|2500|2250|1|13|0|400|-123|-10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-75|0|0|0|0|0|0|0|0|2503|2119|-1|-1|1|1|-1|-1|100|102|100|100|100|100|100|100|100|100|100|0|0|0|1|0|3|254|254|254|254|254|254|254|254|254|254|5|0|14|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|59|111950|255|-1|255|-1|255|-1|255|-1|44|13|0|22|0|100|160|2|0|0|0|0|0|1|0|41619|39006|39111|0|0|-1|0|0|0|0|0|0|0|-62|135|-97|7|1|4|0|0|0|2|103|1|0|0|0|160|0
1618|93558|1|Touch of Night|PLAYER_1||||Your life force drains away at the Touch of Night.| staggers.||200|0|0|0|6000|2500|2250|0|0|0|405|-720|0|0|0|0|0|0|0|0|0|0|0|0|0|0|720|0|0|0|0|0|0|0|0|0|2507|2116|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|0|254|254|254|254|254|254|254|254|254|254|254|13|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|59|111949|255|-1|255|-1|255|-1|255|-1|44|13|0|20|0|100|161|89|0|-200|0|1|0|0|0|41618|39011|39148|0|0|-1|0|0|0|0|0|0|0|-262|135|-297|4|0|0|0|0|0|2|53|0|0|0|0|161|0
