id|npc_spells_id|spellid|type|minlevel|maxlevel|manacost|recast_delay|priority|resist_adjust|min_expansion|max_expansion|content_flags|content_flags_disabled
249|3|360|256|12|28|-1|-1|2||-1|-1||
250|3|451|256|29|48|-1|-1|2||-1|-1||
251|3|6|256|49|57|-1|-1|2||-1|-1||
252|3|1617|256|58|255|-1|-1|2||1|99||
254|3|365|256|16|38|-1|-1|2||-1|-1||
255|3|31|256|39|51|-1|-1|2||-1|-1||
256|3|32|256|52|60|-1|-1|2||-1|-1||
257|3|3315|256|61|255|-1|-1|2||4|99||
258|3|1508|256|44|255|-1|-1|2||-1|-1||
259|3|1412|256|39|58|-1|-1|2||2|99||
260|3|456|256|49|56|-1|-1|2||-1|-1||
261|3|1616|256|57|255|-1|-1|2||1|99||
262|3|1615|256|56|255|-1|-1|2||1|99||
263|3|3035|256|61|255|-1|-1|2||4|99||
264|3|3306|256|62|255|-1|-1|2||4|99||
265|4|93|1|1|3|-1|-1|2||-1|-1||
266|4|94|1|4|7|-1|-1|2||-1|-1||
268|4|334|1|16|19|-1|-1|2||-1|-1||
270|4|120|1|34|48|-1|-1|2||-1|-1||
272|4|1660|1|52|53|-1|-1|2||1|99||
273|4|1661|1|54|58|-1|-1|2||1|99||
275|4|2540|1|60|60|-1|-1|2||3|99||
277|4|3325|1|65|255|-1|-1|2||4|99||
278|4|324|1|8|23|-1|-1|2||-1|-1||
279|4|113|1|24|43|-1|-1|2||-1|-1||
280|4|114|1|44|56|-1|-1|2||-1|-1||
281|4|1663|1|57|62|-1|-1|2||1|99||
282|4|3321|1|63|255|-1|-1|2||4|99||
283|4|328|1|12|19|-1|-1|3||-1|-1||
284|4|83|1|20|38|-1|-1|3||-1|-1||
285|4|121|1|39|54|-1|-1|3||-1|-1||
286|4|1662|1|55|61|-1|-1|2||1|99||
287|4|3319|1|62|255|-1|-1|3||4|99||
288|4|330|1|12|28|-1|-1|3||-1|-1||
289|4|409|1|29|48|-1|-1|3||-1|-1||
290|4|410|1|49|58|-1|-1|3||-1|-1||
291|4|1665|1|59|59|-1|-1|3||1|99||
292|4|1394|1|60|63|-1|-1|3||3|99||
293|4|3323|1|64|255|-1|-1|3||4|99||
294|4|1403|256|44|54|-1|-1|3||2|99||
295|4|1405|256|55|255|-1|-1|3||2|99||
296|4|110|16384|20|43|-1|-1|4||-1|-1||
297|4|111|16384|44|50|-1|-1|4||-1|-1||
298|4|112|16384|51|57|-1|-1|4||-1|-1||
299|4|1577|16384|58|59|-1|-1|4||1|99||
300|4|1772|16384|60|62|-1|-1|4||1|99||
301|4|3387|16384|63|255|-1|-1|4||4|99||
303|4|49|512|34|52|-1|-1|2||-1|-1||
304|4|1526|512|53|255|-1|-1|2||1|99||
320|4|479|8|29|38|-1|-1|2||-1|-1||
321|4|680|8|39|48|-1|-1|2||-1|-1||
322|4|412|8|49|55|-1|-1|2||-1|-1||
323|4|1667|8|56|60|-1|-1|2||1|99||
324|4|3198|8|61|255|-1|-1|2||4|99||
377|5|296|1|8|15|-1|-1|2||-1|-1||
378|5|306|1|16|23|-1|-1|2||-1|-1||
379|5|350|1|24|33|-1|-1|2||-1|-1||
380|5|71|1|34|43|-1|-1|2||-1|-1||
381|5|673|1|44|53|-1|-1|2||-1|-1||
382|5|1698|1|54|255|-1|-1|2||-1|-1||
383|5|2016|1|58|255|-1|-1|2||-1|-1||
385|5|73|1|39|255|-1|-1|5||-1|-1||
386|5|292|2048|4|15|-1|-1|2||-1|-1||
387|5|187|2048|16|33|-1|-1|2||-1|-1||
388|5|188|2048|34|48|-1|-1|2||-1|-1||
389|5|190|2048|49|53|-1|-1|2||-1|-1||
390|5|1691|2048|54|255|-1|-1|2||-1|-1||
398|5|1715|1|55|255|-1|-1|3||-1|-1||
399|5|286|256|1|3|-1|-1|2||-1|-1||
400|5|294|256|4|11|-1|-1|3||-1|-1||
401|5|521|256|12|28|-1|-1|3||-1|-1||
402|5|450|256|29|48|-1|-1|3||-1|-1||
403|5|195|256|49|58|-1|-1|3||-1|-1||
404|5|1703|256|59|255|-1|-1|3||-1|-1||
406|5|230|4|8|28|-1|15|4||-1|-1||
407|5|131|4|29|38|-1|15|4||-1|-1||
408|5|132|4|39|48|-1|15|4||-1|-1||
409|5|133|4|49|57|-1|15|4||-1|-1||
410|5|1633|4|58|60|-1|15|4||-1|-1||
411|5|3194|4|61|255|-1|15|4||-1|-1||
412|5|302|8192|12|43|-1|-1|3||-1|-1||
414|5|185|8192|44|56|-1|-1|3||-1|-1||
415|5|1712|8192|57|255|-1|-1|3||-1|-1||
425|5|676|16384|2|19|-1|-1|1||-1|-1||
426|5|677|16384|20|43|-1|-1|1||-1|-1||
427|5|678|16384|44|56|-1|-1|1||-1|-1||
428|5|1702|16384|57|60|-1|-1|1||-1|-1||
429|5|3342|16384|61|255|-1|-1|1||4|99||
430|5|289|512|1|7|-1|-1|2||-1|-1||
432|5|24|512|24|28|-1|-1|2||-1|-1||
433|5|49|512|29|43|-1|-1|2||-1|-1||
434|5|25|512|44|52|-1|-1|2||-1|-1||
435|5|1697|512|53|255|-1|-1|2||-1|-1||
451|5|481|8|16|23|-1|-1|2||-1|-1||
452|5|482|8|24|33|-1|-1|2||-1|-1||
453|5|483|8|34|43|-1|-1|2||-1|-1||
454|5|484|8|44|51|-1|-1|2||-1|-1||
455|5|1689|8|52|60|-1|-1|2||-1|-1||
456|5|3199|8|61|255|-1|-1|2||-1|-1||
464|5|191|8|29|255|-1|-1|5||-1|-1||
481|5|39|8|16|23|-1|-1|2||-1|-1||
482|5|170|8|24|38|-1|-1|1||-1|-1||
483|5|171|8|39|48|-1|-1|1||-1|-1||
484|5|172|8|49|52|-1|-1|1||-1|-1||
485|5|1708|8|53|57|-1|-1|2||-1|-1||
486|5|1709|8|58|255|-1|-1|1||-1|-1||
504|5|300|4096|12|23|-1|15|2||-1|-1||
505|5|182|4096|24|39|-1|15|2||-1|-1||
506|5|183|4096|39|48|-1|15|2||-1|-1||
507|5|184|4096|49|52|-1|15|2||-1|-1||
508|5|1705|4096|53|255|-1|15|2||-1|-1||
514|5|473|4|39|47|-1|-1|3||-1|-1||
516|6|93|1|1|9|-1|-1|1||-1|-1||
517|6|275|1|5|13|-1|-1|1||-1|-1||
518|6|282|1|14|23|-1|-1|1||-1|-1||
519|6|508|1|24|33|-1|-1|1||-1|-1||
520|6|509|1|34|43|-1|-1|1||-1|-1||
521|6|510|1|44|53|-1|-1|1||-1|-1||
522|6|1586|1|54|63|-1|-1|1||1|99||
523|6|3390|1|64|255|-1|-1|1||4|99||
525|6|1427|1|34|43|-1|-1|1||2|99||
526|6|438|1|39|51|-1|30|1||-1|-1||
527|6|1429|1|44|48|-1|-1|1||2|99||
528|6|3573|1|49|53|-1|-1|1||4|99||
529|6|3574|1|54|60|-1|-1|1||4|99||
530|6|1587|1|55|60|-1|-1|1||1|99||
531|6|3379|1|61|255|-1|-1|1||4|99||
532|6|3385|1|63|255|-1|-1|1||4|99||
535|6|75|256|5|18|-1|-1|1||-1|-1||
536|6|511|256|19|33|-1|-1|1||-1|-1||
537|6|365|256|19|33|-1|-1|1||-1|-1||
538|6|32|256|49|58|-1|-1|1||-1|-1||
539|6|1591|256|59|63|-1|-1|1||1|99||
540|6|3394|256|64|255|-1|-1|1||4|99||
541|6|277|256|9|23|-1|-1|1||-1|-1||
542|6|434|256|24|38|-1|-1|1||-1|-1||
543|6|435|256|39|48|-1|-1|1||-1|-1||
544|6|436|256|49|55|-1|-1|1||-1|-1||
545|6|1590|256|56|59|-1|-1|1||1|99||
547|6|3396|256|65|255|-1|-1|1||4|99||
548|6|110|16384|19|33|-1|-1|1||-1|-1||
549|6|111|16384|34|48|-1|-1|1||-1|-1||
550|6|112|16384|49|56|-1|-1|1||-1|-1||
551|6|1577|16384|57|59|-1|-1|1||1|99||
552|6|1578|16384|60|64|-1|-1|1||1|99||
554|6|3395|16384|65|255|-1|-1|1||4|99||
555|6|270|8192|5|13|-1|-1|1||-1|-1||
556|6|505|8192|14|28|-1|-1|1||-1|-1||
557|6|506|8192|29|38|-1|-1|1||-1|-1||
558|6|507|8192|39|50|-1|-1|1||-1|-1||
559|6|1588|8192|51|255|-1|-1|1||1|99||
560|6|1589|8192|58|255|-1|-1|3||1|99||
561|6|281|8192|14|28|-1|-1|1||-1|-1||
562|6|162|16384|29|43|-1|-1|1||-1|-1||
563|6|163|16384|44|52|-1|-1|1||-1|-1||
564|6|1592|16384|53|255|-1|-1|1||1|99||
565|6|526|1|19|38|-1|-1|1||-1|-1||
566|6|527|1|39|51|-1|-1|1||-1|-1||
567|6|1573|16384|52|62|-1|-1|2||1|99||
568|6|3386|16384|63|255|-1|-1|2||4|99||
570|6|49|512|44|54|-1|-1|1||-1|-1||
571|6|1526|512|55|255|-1|-1|1||1|99||
576|6|230|4|14|33|-1|-1|1||-1|-1||
577|6|131|4|34|50|-1|-1|1||-1|-1||
578|6|132|4|51|55|-1|-1|1||1|99||
579|6|133|4|56|57|-1|-1|1||1|99||
580|6|3195|4|62|63|-1|-1|1||4|99||
581|6|3196|4|64|255|-1|-1|1||4|99||
582|6|267|8|1|255|-1|-1|1||-1|-1||
583|6|274|8|5|13|-1|-1|1||-1|-1||
584|6|283|8|14|23|-1|-1|5||-1|-1||
585|6|649|8|24|33|-1|-1|5||-1|-1||
586|6|431|8|34|43|-1|-1|5||-1|-1||
587|6|389|8|44|53|-1|-1|5||-1|-1||
588|6|1584|8|54|61|-1|-1|5||1|99||
589|6|3381|8|62|255|-1|-1|5||4|99||
633|6|39|8|29|43|-1|-1|1||-1|-1||
634|6|170|8|44|55|-1|-1|1||-1|-1||
635|6|171|8|56|62|-1|-1|1||1|99||
636|6|172|8|63|255|-1|-1|1||4|99||
646|6|200|2|1|8|-1|5|1||-1|-1||
647|6|17|2|9|18|-1|10|1||-1|-1||
648|6|12|2|19|28|-1|10|1||-1|-1||
649|6|15|2|29|43|-1|10|1||-1|-1||
650|6|9|2|51|61|-1|10|1||1|99||
651|6|3233|2|62|255|-1|10|1||4|99||
661|7|93|1|1|4|-1|-1|1||-1|-1||
662|7|92|1|5|8|-1|-1|1||-1|-1||
663|7|91|1|9|28|-1|-1|1||-1|-1||
664|7|217|1|29|43|-1|-1|1||-1|-1||
665|7|1740|1|44|48|-1|-1|1||-1|-1||
666|7|671|1|49|53|-1|-1|1||-1|-1||
668|7|1603|1|53|58|-1|-1|1||-1|-1||
669|7|1607|1|59|63|-1|-1|1||-1|-1||
670|7|3449|1|64|255|-1|-1|1||-1|-1||
671|7|252|1|5|18|-1|-1|1||-1|-1||
672|7|1392|1|19|33|-1|-1|1||-1|-1||
673|7|418|1|34|48|-1|-1|1||-1|-1||
674|7|420|1|49|57|-1|-1|1||-1|-1||
675|7|1606|1|58|60|-1|-1|1||-1|-1||
676|7|3434|1|61|255|-1|-1|1||-1|-1||
677|7|262|1|14|23|-1|-1|1||-1|-1||
678|7|27|1|24|38|-1|-1|1||-1|-1||
679|7|28|1|39|43|-1|-1|1||-1|-1||
680|7|3695|1|44|53|-1|-1|1||-1|-1||
682|7|1602|1|54|59|-1|-1|1||-1|-1||
683|7|1605|1|57|59|-1|-1|1||-1|-1||
684|7|2877|1|60|64|-1|-1|1||-1|-1||
685|7|3452|1|65|255|-1|-1|1||-1|-1||
686|7|405|1|24|33|-1|45|1||-1|-1||
687|7|406|1|34|50|-1|60|1||-1|-1||
688|7|1542|1|51|60|-1|60|1||-1|-1||
689|7|3473|1|61|255|-1|60|1||-1|-1||
690|7|239|256|1|28|-1|15|1||-1|-1||
691|7|78|256|29|51|-1|30|1||-1|-1||
692|7|1600|256|52|61|-1|30|1||-1|-1||
693|7|3437|256|62|255|-1|30|1||-1|-1||
694|7|264|256|14|23|-1|30|1||-1|-1||
695|7|99|256|24|23|-1|30|1||-1|-1||
696|7|259|256|34|43|-1|30|1||-1|-1||
697|7|665|256|44|52|-1|30|1||-1|-1||
698|7|1601|256|53|62|-1|30|1||-1|-1||
699|7|3446|256|63|255|-1|30|1||-1|-1||
700|7|1437|1|39|43|-1|-1|1||-1|-1||
701|7|1436|16384|44|51|-1|-1|1||-1|-1||
703|7|2518|16384|56|61|-1|-1|2||-1|-1||
706|7|49|512|44|54|-1|-1|1||-1|-1||
707|7|1526|512|55|255|-1|-1|1||-1|-1||
708|7|143|1|24|255|-1|45|1||-1|-1||
709|7|249|4|5|23|-1|-1|1||-1|-1||
710|7|76|4|24|38|-1|-1|1||-1|-1||
711|7|490|4|39|48|-1|-1|1||-1|-1||
712|7|77|4|49|55|-1|-1|1||-1|-1||
713|7|1719|4|56|59|-1|-1|1||-1|-1||
714|7|1608|4|60|60|-1|-1|1||-1|-1||
715|7|3192|4|61|63|-1|-1|1||-1|-1||
716|7|3447|4|64|255|-1|-1|1||-1|-1||
717|7|242|128|1|28|-1|-1|1||-1|-1||
718|7|512|128|29|56|-1|-1|1||-1|-1||
719|7|1767|128|57|255|-1|-1|1||-1|-1||
720|7|26|8|1|13|-1|-1|1||-1|-1||
721|7|263|8|14|23|-1|-1|1||-1|-1||
722|7|421|8|24|38|-1|-1|1||-1|-1||
723|7|422|8|39|48|-1|-1|1||-1|-1||
724|7|423|8|49|56|-1|-1|1||-1|-1||
725|7|1559|8|57|255|-1|-1|1||-1|-1||
726|7|256|8|9|18|-1|-1|1||-1|-1||
727|7|273|8|19|28|-1|-1|1||-1|-1||
728|7|129|8|29|38|-1|-1|1||-1|-1||
729|7|432|8|39|48|-1|-1|1||-1|-1||
730|7|356|8|49|57|-1|-1|1||-1|-1||
731|7|1560|8|58|62|-1|-1|1||-1|-1||
732|7|3448|8|63|255|-1|-1|1||-1|-1||
733|7|515|8|9|18|-1|-1|1||-1|-1||
734|7|516|8|19|28|-1|-1|1||-1|-1||
735|7|517|8|29|38|-1|-1|1||-1|-1||
736|7|518|8|39|48|-1|-1|1||-1|-1||
737|7|519|8|49|55|-1|-1|1||-1|-1||
738|7|1558|8|56|63|-1|-1|1||-1|-1||
739|7|3450|8|64|255|-1|-1|1||-1|-1||
752|7|3439|8|62|255|-1|-1|1||-1|-1||
753|7|278|8|14|255|-1|-1|1||-1|-1||
754|7|254|8|9|255|-1|-1|1||-1|-1||
755|7|200|2|1|8|-1|5|1||-1|-1||
756|7|17|2|9|18|-1|10|1||-1|-1||
757|7|12|2|19|28|-1|15|1||-1|-1||
758|7|15|2|29|43|-1|15|1||-1|-1||
760|7|9|2|51|59|-1|15|1||-1|-1||
761|7|1291|2|60|62|-1|20|1||-1|-1||
762|7|3443|2|63|255|-1|20|1||-1|-1||
765|7|1290|2|55|59|-1|15|1||-1|-1||
768|8|1454|1|50|255|-1|-1|1||-1|-1||
778|8|49|512|58|255|-1|-1|1||-1|-1||
780|8|230|4|22|53|-1|20|1||-1|-1||
781|8|131|4|54|60|-1|20|1||-1|-1||
782|8|3195|4|61|255|-1|20|1||-1|-1||
784|8|202|8|9|14|-1|-1|1||-1|-1||
786|8|219|8|22|29|-1|-1|1||-1|-1||
788|8|89|8|39|48|-1|-1|1||-1|-1||
789|8|312|8|49|59|-1|-1|1||-1|-1||
790|8|314|8|60|60|-1|-1|1||-1|-1||
791|8|1533|8|61|64|-1|-1|1||-1|-1||
810|8|2584|8|39|52|-1|-1|1||-1|-1||
811|8|1288|8|53|59|-1|-1|1||-1|-1||
812|8|1456|8|60|255|-1|-1|1||-1|-1||
813|8|2585|8|49|255|-1|-1|1||-1|-1||
815|8|3247|8|64|255|-1|-1|1||-1|-1||
816|8|200|2|9|14|-1|5|1||-1|-1||
817|8|17|2|15|29|-1|5|1||-1|-1||
818|8|12|2|30|38|-1|5|1||-1|-1||
819|8|15|2|39|51|-1|5|1||-1|-1||
820|8|3684|2|52|56|-1|5|1||-1|-1||
821|8|9|2|57|60|-1|5|1||-1|-1||
822|8|3429|2|61|62|-1|5|1||-1|-1||
823|8|3430|2|63|255|-1|5|1||-1|-1||
830|9|3403|1|63|255|-1|-1|1||-1|-1||
833|9|341|64|9|14|-1|-1|1||-1|-1||
834|9|502|64|15|29|-1|-1|1||-1|-1||
835|9|445|64|30|48|-1|-1|1||-1|-1||
836|9|692|64|49|50|-1|-1|1||-1|-1||
837|9|446|64|51|54|-1|-1|1||-1|-1||
838|9|524|64|55|56|-1|-1|1||-1|-1||
839|9|525|64|57|59|-1|-1|1||-1|-1||
840|9|447|64|60|61|-1|-1|1||-1|-1||
841|9|3401|64|62|64|-1|-1|1||-1|-1||
842|9|3413|64|65|255|-1|-1|1||-1|-1||
843|9|340|256|9|9|-1|-1|1||-1|-1||
844|9|360|256|30|52|-1|-1|1||-1|-1||
845|9|451|256|53|60|-1|-1|1||-1|-1||
846|9|6|256|61|255|-1|-1|1||-1|-1||
847|9|367|256|39|59|-1|-1|1||-1|-1||
848|9|1508|256|60|255|-1|-1|1||-1|-1||
849|9|344|128|15|21|-1|-1|1||-1|-1||
850|9|355|128|22|48|-1|-1|1||-1|-1||
851|9|452|128|49|58|-1|-1|1||-1|-1||
852|9|453|128|59|60|-1|-1|1||-1|-1||
853|9|3400|128|61|255|-1|-1|1||-1|-1||
854|9|343|1|9|29|-1|-1|1||-1|-1||
867|9|49|512|58|255|-1|-1|2||-1|-1||
868|9|236|8|34|55|-1|-1|1||-1|-1||
869|9|393|8|56|58|-1|-1|1||-1|-1||
870|9|394|8|59|255|-1|-1|1||-1|-1||
874|9|346|8|22|255|-1|-1|1||-1|-1||
875|9|364|8|54|255|-1|-1|1||-1|-1||
889|10|92|1|15|21|-1|-1|1||-1|-1||
890|10|91|1|22|27|-1|-1|1||-1|-1||
891|10|3565|1|28|38|-1|-1|1||-1|-1||
892|10|3564|1|39|48|-1|-1|1||-1|-1||
893|10|691|1|49|51|-1|-1|1||-1|-1||
894|10|57|1|52|58|-1|-1|1||-1|-1||
895|10|1740|1|59|63|-1|-1|1||-1|-1||
896|10|3431|1|64|255|-1|-1|1||-1|-1||
897|10|252|1|15|38|-1|-1|1||-1|-1||
898|59|165|32|44|48|-1|90|5||-1|-1||
899|10|3688|1|52|62|-1|-1|1||-1|-1||
900|10|3418|1|63|255|-1|-1|1||-1|-1||
902|10|78|256|49|255|-1|-1|1||-1|-1||
903|10|264|256|30|255|-1|-1|1||-1|-1||
905|10|259|256|54|255|-1|-1|1||-1|-1||
906|10|665|256|62|255|-1|-1|1||-1|-1||
907|10|249|4|15|48|-1|-1|1||-1|-1||
908|10|76|4|49|59|-1|-1|1||-1|-1||
909|10|490|4|60|62|-1|-1|1||-1|-1||
910|10|3192|4|63|255|-1|-1|1||-1|-1||
911|10|242|128|9|50|-1|-1|1||-1|-1||
912|10|512|128|51|255|-1|-1|1||-1|-1||
914|10|49|512|58|60|-1|-1|1||-1|-1||
915|10|1526|512|61|255|-1|-1|1||-1|-1||
916|10|26|8|9|21|-1|-1|1||-1|-1||
917|10|263|8|22|38|-1|-1|1||-1|-1||
918|10|421|8|39|53|-1|-1|1||-1|-1||
919|10|422|8|54|58|-1|-1|1||-1|-1||
920|10|423|8|59|64|-1|-1|1||-1|-1||
921|10|1559|8|65|255|-1|-1|1||-1|-1||
922|10|256|8|30|48|-1|-1|1||-1|-1||
923|10|129|8|49|58|-1|-1|1||-1|-1||
924|10|432|8|58|255|-1|-1|1||-1|-1||
925|10|515|8|15|29|-1|-1|1||-1|-1||
926|10|516|8|30|38|-1|-1|1||-1|-1||
927|10|517|8|39|48|-1|-1|1||-1|-1||
928|10|518|8|49|59|-1|-1|1||-1|-1||
929|10|519|8|60|62|-1|-1|1||-1|-1||
930|10|1558|8|63|255|-1|-1|1||-1|-1||
932|10|1397|8|51|61|-1|-1|1||-1|-1||
933|10|3487|8|62|255|-1|-1|1||-1|-1||
938|10|278|8|30|255|-1|-1|1||-1|-1||
939|10|254|8|22|38|-1|-1|1||-1|-1||
940|10|2594|8|39|255|-1|-1|1||-1|-1||
942|10|200|2|9|21|-1|60|1||-1|-1||
943|10|17|2|22|38|-1|60|1||-1|-1||
944|10|12|2|39|56|-1|60|1||-1|-1||
945|10|15|2|57|255|-1|60|1||-1|-1||
946|10|145|8|55|61|-1|-1|1||-1|-1||
947|10|1290|2|62|63|-1|60|1||-1|-1||
948|10|1568|2|64|255|-1|60|1||-1|-1||
949|11|704|1|12|54|-1|-1|1||-1|-1||
950|11|1747|1|55|60|-1|-1|1||-1|-1||
