raceid|genderid|helmtextureid|textureindex|colortintid|faceindex|creaturedisplay_dbcid
1|0|0|1|20002|3|41112
1|0|0|1|20002|4|41113
1|0|0|1|20002|5|41114
1|0|0|1|20002|6|41115
1|0|0|1|20002|7|41116
1|0|1|1|20002|1|41117
1|0|1|1|20002|2|41118
1|0|1|1|20002|3|41119
1|0|1|1|20002|4|41120
1|0|1|1|20002|5|41121
1|0|1|1|20002|6|41122
1|0|1|1|20002|7|41123
1|0|0|1|20003|1|41124
1|0|0|1|20003|2|41125
1|0|0|1|20003|3|41126
1|0|0|1|20003|4|41127
1|0|0|1|20003|5|41128
1|0|0|1|20003|6|41129
1|0|0|1|20003|7|41130
1|0|1|1|20003|1|41131
1|0|1|1|20003|2|41132
1|0|1|1|20003|3|41133
1|0|1|1|20003|4|41134
1|0|1|1|20003|5|41135
1|0|1|1|20003|6|41136
1|0|1|1|20003|7|41137
1|0|0|1|20004|1|41138
1|0|0|1|20004|2|41139
1|0|0|1|20004|3|41140
1|0|0|1|20004|4|41141
1|0|0|1|20004|5|41142
1|0|0|1|20004|6|41143
1|0|0|1|20004|7|41144
1|0|1|1|20004|1|41145
1|0|1|1|20004|2|41146
1|0|1|1|20004|3|41147
1|0|1|1|20004|4|41148
1|0|1|1|20004|5|41149
1|0|1|1|20004|6|41150
1|0|1|1|20004|7|41151
1|0|0|1|20005|1|41152
1|0|0|1|20005|2|41153
1|0|0|1|20005|3|41154
1|0|0|1|20005|4|41155
1|0|0|1|20005|5|41156
1|0|0|1|20005|6|41157
1|0|0|1|20005|7|41158
1|0|1|1|20005|1|41159
1|0|1|1|20005|2|41160
1|0|1|1|20005|3|41161
1|0|1|1|20005|4|41162
1|0|1|1|20005|5|41163
1|0|1|1|20005|6|41164
1|0|1|1|20005|7|41165
1|0|0|1|20006|1|41166
1|0|0|1|20006|2|41167
1|0|0|1|20006|3|41168
1|0|0|1|20006|4|41169
1|0|0|1|20006|5|41170
1|0|0|1|20006|6|41171
1|0|0|1|20006|7|41172
1|0|1|1|20006|1|41173
1|0|1|1|20006|2|41174
1|0|1|1|20006|3|41175
1|0|1|1|20006|4|41176
1|0|1|1|20006|5|41177
1|0|1|1|20006|6|41178
1|0|1|1|20006|7|41179
1|0|0|1|20007|1|41180
1|0|0|1|20007|2|41181
1|0|0|1|20007|3|41182
1|0|0|1|20007|4|41183
1|0|0|1|20007|5|41184
1|0|0|1|20007|6|41185
1|0|0|1|20007|7|41186
1|0|1|1|20007|1|41187
1|0|1|1|20007|2|41188
1|0|1|1|20007|3|41189
1|0|1|1|20007|4|41190
1|0|1|1|20007|5|41191
1|0|1|1|20007|6|41192
1|0|1|1|20007|7|41193
1|0|0|1|20008|1|41194
1|0|0|1|20008|2|41195
1|0|0|1|20008|3|41196
1|0|0|1|20008|4|41197
1|0|0|1|20008|5|41198
1|0|0|1|20008|6|41199
1|0|0|1|20008|7|41200
1|0|1|1|20008|1|41201
1|0|1|1|20008|2|41202
1|0|1|1|20008|3|41203
1|0|1|1|20008|4|41204
1|0|1|1|20008|5|41205
1|0|1|1|20008|6|41206
1|0|1|1|20008|7|41207
1|0|0|1|20009|1|41208
1|0|0|1|20009|2|41209
1|0|0|1|20009|3|41210
1|0|0|1|20009|4|41211
1|0|0|1|20009|5|41212
1|0|0|1|20009|6|41213
1|0|0|1|20009|7|41214
1|0|1|1|20009|1|41215
1|0|1|1|20009|2|41216
1|0|1|1|20009|3|41217
1|0|1|1|20009|4|41218
1|0|1|1|20009|5|41219
1|0|1|1|20009|6|41220
1|0|1|1|20009|7|41221
1|0|0|1|20010|1|41222
1|0|0|1|20010|2|41223
1|0|0|1|20010|3|41224
1|0|0|1|20010|4|41225
1|0|0|1|20010|5|41226
1|0|0|1|20010|6|41227
1|0|0|1|20010|7|41228
1|0|1|1|20010|1|41229
1|0|1|1|20010|2|41230
1|0|1|1|20010|3|41231
1|0|1|1|20010|4|41232
1|0|1|1|20010|5|41233
1|0|1|1|20010|6|41234
1|0|1|1|20010|7|41235
1|0|0|1|20011|1|41236
1|0|0|1|20011|2|41237
1|0|0|1|20011|3|41238
1|0|0|1|20011|4|41239
1|0|0|1|20011|5|41240
1|0|0|1|20011|6|41241
1|0|0|1|20011|7|41242
1|0|1|1|20011|1|41243
1|0|1|1|20011|2|41244
1|0|1|1|20011|3|41245
1|0|1|1|20011|4|41246
1|0|1|1|20011|5|41247
1|0|1|1|20011|6|41248
1|0|1|1|20011|7|41249
1|0|0|2|0|1|41250
1|0|0|2|0|2|41251
1|0|0|2|0|3|41252
1|0|0|2|0|4|41253
1|0|0|2|0|5|41254
1|0|0|2|0|6|41255
1|0|0|2|0|7|41256
1|0|2|2|0|1|41257
1|0|2|2|0|2|41258
1|0|2|2|0|3|41259
1|0|2|2|0|4|41260
1|0|2|2|0|5|41261
1|0|2|2|0|6|41262
1|0|2|2|0|7|41263
1|0|0|2|20001|1|41264
1|0|0|2|20001|2|41265
1|0|0|2|20001|3|41266
1|0|0|2|20001|4|41267
1|0|0|2|20001|5|41268
1|0|0|2|20001|6|41269
1|0|0|2|20001|7|41270
1|0|2|2|20001|1|41271
1|0|2|2|20001|2|41272
1|0|2|2|20001|3|41273
1|0|2|2|20001|4|41274
1|0|2|2|20001|5|41275
1|0|2|2|20001|6|41276
1|0|2|2|20001|7|41277
1|0|0|2|20002|1|41278
1|0|0|2|20002|2|41279
1|0|0|2|20002|3|41280
1|0|0|2|20002|4|41281
1|0|0|2|20002|5|41282
1|0|0|2|20002|6|41283
1|0|0|2|20002|7|41284
1|0|2|2|20002|1|41285
1|0|2|2|20002|2|41286
1|0|2|2|20002|3|41287
1|0|2|2|20002|4|41288
1|0|2|2|20002|5|41289
1|0|2|2|20002|6|41290
1|0|2|2|20002|7|41291
1|0|0|2|20003|1|41292
1|0|0|2|20003|2|41293
1|0|0|2|20003|3|41294
1|0|0|2|20003|4|41295
1|0|0|2|20003|5|41296
1|0|0|2|20003|6|41297
1|0|0|2|20003|7|41298
1|0|2|2|20003|1|41299
1|0|2|2|20003|2|41300
1|0|2|2|20003|3|41301
1|0|2|2|20003|4|41302
1|0|2|2|20003|5|41303
1|0|2|2|20003|6|41304
1|0|2|2|20003|7|41305
1|0|0|2|20004|1|41306
1|0|0|2|20004|2|41307
1|0|0|2|20004|3|41308
1|0|0|2|20004|4|41309
1|0|0|2|20004|5|41310
1|0|0|2|20004|6|41311
1|0|0|2|20004|7|41312
1|0|2|2|20004|1|41313
1|0|2|2|20004|2|41314
1|0|2|2|20004|3|41315
1|0|2|2|20004|4|41316
1|0|2|2|20004|5|41317
1|0|2|2|20004|6|41318
1|0|2|2|20004|7|41319
1|0|0|2|20005|1|41320
1|0|0|2|20005|2|41321
1|0|0|2|20005|3|41322
1|0|0|2|20005|4|41323
1|0|0|2|20005|5|41324
1|0|0|2|20005|6|41325
1|0|0|2|20005|7|41326
1|0|2|2|20005|1|41327
1|0|2|2|20005|2|41328
1|0|2|2|20005|3|41329
1|0|2|2|20005|4|41330
1|0|2|2|20005|5|41331
1|0|2|2|20005|6|41332
1|0|2|2|20005|7|41333
1|0|0|2|20006|1|41334
1|0|0|2|20006|2|41335
1|0|0|2|20006|3|41336
1|0|0|2|20006|4|41337
1|0|0|2|20006|5|41338
1|0|0|2|20006|6|41339
1|0|0|2|20006|7|41340
1|0|2|2|20006|1|41341
1|0|2|2|20006|2|41342
1|0|2|2|20006|3|41343
1|0|2|2|20006|4|41344
1|0|2|2|20006|5|41345
1|0|2|2|20006|6|41346
1|0|2|2|20006|7|41347
1|0|0|2|20007|1|41348
1|0|0|2|20007|2|41349
1|0|0|2|20007|3|41350
1|0|0|2|20007|4|41351
1|0|0|2|20007|5|41352
1|0|0|2|20007|6|41353
1|0|0|2|20007|7|41354
1|0|2|2|20007|1|41355
1|0|2|2|20007|2|41356
1|0|2|2|20007|3|41357
1|0|2|2|20007|4|41358
1|0|2|2|20007|5|41359
1|0|2|2|20007|6|41360
1|0|2|2|20007|7|41361
1|0|0|2|20008|1|41362
1|0|0|2|20008|2|41363
1|0|0|2|20008|3|41364
1|0|0|2|20008|4|41365
1|0|0|2|20008|5|41366
1|0|0|2|20008|6|41367
1|0|0|2|20008|7|41368
1|0|2|2|20008|1|41369
1|0|2|2|20008|2|41370
1|0|2|2|20008|3|41371
1|0|2|2|20008|4|41372
1|0|2|2|20008|5|41373
1|0|2|2|20008|6|41374
1|0|2|2|20008|7|41375
1|0|0|2|20009|1|41376
1|0|0|2|20009|2|41377
1|0|0|2|20009|3|41378
1|0|0|2|20009|4|41379
1|0|0|2|20009|5|41380
1|0|0|2|20009|6|41381
1|0|0|2|20009|7|41382
1|0|2|2|20009|1|41383
1|0|2|2|20009|2|41384
1|0|2|2|20009|3|41385
1|0|2|2|20009|4|41386
1|0|2|2|20009|5|41387
1|0|2|2|20009|6|41388
1|0|2|2|20009|7|41389
1|0|0|2|20010|1|41390
1|0|0|2|20010|2|41391
1|0|0|2|20010|3|41392
1|0|0|2|20010|4|41393
1|0|0|2|20010|5|41394
1|0|0|2|20010|6|41395
1|0|0|2|20010|7|41396
1|0|2|2|20010|1|41397
1|0|2|2|20010|2|41398
1|0|2|2|20010|3|41399
1|0|2|2|20010|4|41400
1|0|2|2|20010|5|41401
1|0|2|2|20010|6|41402
1|0|2|2|20010|7|41403
1|0|0|2|20011|1|41404
1|0|0|2|20011|2|41405
1|0|0|2|20011|3|41406
1|0|0|2|20011|4|41407
1|0|0|2|20011|5|41408
1|0|0|2|20011|6|41409
1|0|0|2|20011|7|41410
1|0|2|2|20011|1|41411
1|0|2|2|20011|2|41412
1|0|2|2|20011|3|41413
1|0|2|2|20011|4|41414
1|0|2|2|20011|5|41415
1|0|2|2|20011|6|41416
1|0|2|2|20011|7|41417
1|0|0|3|0|1|41418
1|0|0|3|0|2|41419
1|0|0|3|0|3|41420
1|0|0|3|0|4|41421
1|0|0|3|0|5|41422
1|0|0|3|0|6|41423
1|0|0|3|0|7|41424
1|0|3|3|0|1|41425
1|0|3|3|0|2|41426
1|0|3|3|0|3|41427
1|0|3|3|0|4|41428
1|0|3|3|0|5|41429
1|0|3|3|0|6|41430
1|0|3|3|0|7|41431
1|0|0|3|20001|1|41432
1|0|0|3|20001|2|41433
1|0|0|3|20001|3|41434
1|0|0|3|20001|4|41435
1|0|0|3|20001|5|41436
1|0|0|3|20001|6|41437
1|0|0|3|20001|7|41438
1|0|3|3|20001|1|41439
1|0|3|3|20001|2|41440
1|0|3|3|20001|3|41441
1|0|3|3|20001|4|41442
1|0|3|3|20001|5|41443
1|0|3|3|20001|6|41444
1|0|3|3|20001|7|41445
1|0|0|3|20002|1|41446
1|0|0|3|20002|2|41447
1|0|0|3|20002|3|41448
1|0|0|3|20002|4|41449
1|0|0|3|20002|5|41450
1|0|0|3|20002|6|41451
1|0|0|3|20002|7|41452
1|0|3|3|20002|1|41453
1|0|3|3|20002|2|41454
1|0|3|3|20002|3|41455
1|0|3|3|20002|4|41456
1|0|3|3|20002|5|41457
1|0|3|3|20002|6|41458
1|0|3|3|20002|7|41459
1|0|0|3|20003|1|41460
1|0|0|3|20003|2|41461
1|0|0|3|20003|3|41462
1|0|0|3|20003|4|41463
1|0|0|3|20003|5|41464
1|0|0|3|20003|6|41465
1|0|0|3|20003|7|41466
1|0|3|3|20003|1|41467
1|0|3|3|20003|2|41468
1|0|3|3|20003|3|41469
1|0|3|3|20003|4|41470
1|0|3|3|20003|5|41471
1|0|3|3|20003|6|41472
1|0|3|3|20003|7|41473
1|0|0|3|20004|1|41474
1|0|0|3|20004|2|41475
1|0|0|3|20004|3|41476
1|0|0|3|20004|4|41477
1|0|0|3|20004|5|41478
1|0|0|3|20004|6|41479
1|0|0|3|20004|7|41480
1|0|3|3|20004|1|41481
1|0|3|3|20004|2|41482
1|0|3|3|20004|3|41483
1|0|3|3|20004|4|41484
1|0|3|3|20004|5|41485
1|0|3|3|20004|6|41486
1|0|3|3|20004|7|41487
1|0|0|3|20005|1|41488
1|0|0|3|20005|2|41489
1|0|0|3|20005|3|41490
1|0|0|3|20005|4|41491
1|0|0|3|20005|5|41492
1|0|0|3|20005|6|41493
1|0|0|3|20005|7|41494
1|0|3|3|20005|1|41495
1|0|3|3|20005|2|41496
1|0|3|3|20005|3|41497
1|0|3|3|20005|4|41498
1|0|3|3|20005|5|41499
1|0|3|3|20005|6|41500
1|0|3|3|20005|7|41501
1|0|0|3|20006|1|41502
1|0|0|3|20006|2|41503
1|0|0|3|20006|3|41504
1|0|0|3|20006|4|41505
1|0|0|3|20006|5|41506
1|0|0|3|20006|6|41507
1|0|0|3|20006|7|41508
1|0|3|3|20006|1|41509
1|0|3|3|20006|2|41510
1|0|3|3|20006|3|41511
1|0|3|3|20006|4|41512
1|0|3|3|20006|5|41513
1|0|3|3|20006|6|41514
1|0|3|3|20006|7|41515
1|0|0|3|20007|1|41516
1|0|0|3|20007|2|41517
1|0|0|3|20007|3|41518
1|0|0|3|20007|4|41519
1|0|0|3|20007|5|41520
1|0|0|3|20007|6|41521
1|0|0|3|20007|7|41522
1|0|3|3|20007|1|41523
1|0|3|3|20007|2|41524
1|0|3|3|20007|3|41525
1|0|3|3|20007|4|41526
1|0|3|3|20007|5|41527
1|0|3|3|20007|6|41528
1|0|3|3|20007|7|41529
1|0|0|3|20008|1|41530
1|0|0|3|20008|2|41531
1|0|0|3|20008|3|41532
1|0|0|3|20008|4|41533
1|0|0|3|20008|5|41534
1|0|0|3|20008|6|41535
1|0|0|3|20008|7|41536
1|0|3|3|20008|1|41537
1|0|3|3|20008|2|41538
1|0|3|3|20008|3|41539
1|0|3|3|20008|4|41540
1|0|3|3|20008|5|41541
1|0|3|3|20008|6|41542
1|0|3|3|20008|7|41543
1|0|0|3|20009|1|41544
1|0|0|3|20009|2|41545
1|0|0|3|20009|3|41546
1|0|0|3|20009|4|41547
1|0|0|3|20009|5|41548
1|0|0|3|20009|6|41549
1|0|0|3|20009|7|41550
1|0|3|3|20009|1|41551
1|0|3|3|20009|2|41552
1|0|3|3|20009|3|41553
1|0|3|3|20009|4|41554
1|0|3|3|20009|5|41555
1|0|3|3|20009|6|41556
1|0|3|3|20009|7|41557
1|0|0|3|20010|1|41558
1|0|0|3|20010|2|41559
1|0|0|3|20010|3|41560
1|0|0|3|20010|4|41561
1|0|0|3|20010|5|41562
1|0|0|3|20010|6|41563
1|0|0|3|20010|7|41564
1|0|3|3|20010|1|41565
1|0|3|3|20010|2|41566
1|0|3|3|20010|3|41567
1|0|3|3|20010|4|41568
1|0|3|3|20010|5|41569
1|0|3|3|20010|6|41570
1|0|3|3|20010|7|41571
1|0|0|3|20011|1|41572
1|0|0|3|20011|2|41573
1|0|0|3|20011|3|41574
1|0|0|3|20011|4|41575
1|0|0|3|20011|5|41576
1|0|0|3|20011|6|41577
1|0|0|3|20011|7|41578
1|0|3|3|20011|1|41579
1|0|3|3|20011|2|41580
1|0|3|3|20011|3|41581
1|0|3|3|20011|4|41582
1|0|3|3|20011|5|41583
1|0|3|3|20011|6|41584
1|0|3|3|20011|7|41585
1|0|0|10|0|1|41586
1|0|0|10|0|2|41587
1|0|0|10|0|3|41588
1|0|0|10|0|4|41589
1|0|0|10|0|5|41590
1|0|0|10|0|6|41591
1|0|0|10|0|7|41592
1|0|0|10|20001|1|41593
1|0|0|10|20001|2|41594
1|0|0|10|20001|3|41595
1|0|0|10|20001|4|41596
1|0|0|10|20001|5|41597
1|0|0|10|20001|6|41598
1|0|0|10|20001|7|41599
1|0|0|10|20003|1|41600
1|0|0|10|20003|2|41601
1|0|0|10|20003|3|41602
1|0|0|10|20003|4|41603
1|0|0|10|20003|5|41604
1|0|0|10|20003|6|41605
1|0|0|10|20003|7|41606
1|0|0|10|20005|1|41607
1|0|0|10|20005|2|41608
1|0|0|10|20005|3|41609
1|0|0|10|20005|4|41610
1|0|0|10|20005|5|41611
1|0|0|10|20005|6|41612
1|0|0|10|20005|7|41613
1|0|0|10|20006|1|41614
1|0|0|10|20006|2|41615
1|0|0|10|20006|3|41616
1|0|0|10|20006|4|41617
1|0|0|10|20006|5|41618
1|0|0|10|20006|6|41619
1|0|0|10|20006|7|41620
1|0|0|10|20007|1|41621
1|0|0|10|20007|2|41622
1|0|0|10|20007|3|41623
1|0|0|10|20007|4|41624
1|0|0|10|20007|5|41625
1|0|0|10|20007|6|41626
1|0|0|10|20007|7|41627
1|0|0|10|20008|1|41628
1|0|0|10|20008|2|41629
1|0|0|10|20008|3|41630
1|0|0|10|20008|4|41631
1|0|0|10|20008|5|41632
1|0|0|10|20008|6|41633
1|0|0|10|20008|7|41634
1|0|0|10|20009|1|41635
1|0|0|10|20009|2|41636
1|0|0|10|20009|3|41637
1|0|0|10|20009|4|41638
1|0|0|10|20009|5|41639
1|0|0|10|20009|6|41640
1|0|0|10|20009|7|41641
1|0|0|10|20011|1|41642
1|0|0|10|20011|2|41643
1|0|0|10|20011|3|41644
1|0|0|10|20011|4|41645
1|0|0|10|20011|5|41646
1|0|0|10|20011|6|41647
1|0|0|10|20011|7|41648
1|0|0|11|0|1|41649
1|0|0|11|0|2|41650
1|0|0|11|0|3|41651
1|0|0|11|0|4|41652
1|0|0|11|0|5|41653
1|0|0|11|0|6|41654
1|0|0|11|0|7|41655
1|0|0|11|20001|1|41656
1|0|0|11|20001|2|41657
1|0|0|11|20001|3|41658
1|0|0|11|20001|4|41659
1|0|0|11|20001|5|41660
1|0|0|11|20001|6|41661
1|0|0|11|20001|7|41662
1|0|0|11|20002|1|41663
1|0|0|11|20002|2|41664
1|0|0|11|20002|3|41665
1|0|0|11|20002|4|41666
1|0|0|11|20002|5|41667
1|0|0|11|20002|6|41668
1|0|0|11|20002|7|41669
1|0|0|11|20004|1|41670
1|0|0|11|20004|2|41671
1|0|0|11|20004|3|41672
1|0|0|11|20004|4|41673
1|0|0|11|20004|5|41674
1|0|0|11|20004|6|41675
1|0|0|11|20004|7|41676
1|0|0|11|20005|1|41677
1|0|0|11|20005|2|41678
1|0|0|11|20005|3|41679
1|0|0|11|20005|4|41680
1|0|0|11|20005|5|41681
1|0|0|11|20005|6|41682
1|0|0|11|20005|7|41683
1|0|0|11|20006|1|41684
1|0|0|11|20006|2|41685
1|0|0|11|20006|3|41686
1|0|0|11|20006|4|41687
1|0|0|11|20006|5|41688
1|0|0|11|20006|6|41689
1|0|0|11|20006|7|41690
1|0|0|12|0|1|41691
1|0|0|12|0|2|41692
1|0|0|12|0|3|41693
1|0|0|12|0|4|41694
1|0|0|12|0|5|41695
1|0|0|12|0|6|41696
1|0|0|12|0|7|41697
1|0|0|12|20001|1|41698
1|0|0|12|20001|2|41699
1|0|0|12|20001|3|41700
1|0|0|12|20001|4|41701
1|0|0|12|20001|5|41702
1|0|0|12|20001|6|41703
1|0|0|12|20001|7|41704
1|0|0|12|20002|1|41705
1|0|0|12|20002|2|41706
1|0|0|12|20002|3|41707
1|0|0|12|20002|4|41708
1|0|0|12|20002|5|41709
1|0|0|12|20002|6|41710
1|0|0|12|20002|7|41711
1|0|0|12|20003|1|41712
1|0|0|12|20003|2|41713
1|0|0|12|20003|3|41714
1|0|0|12|20003|4|41715
1|0|0|12|20003|5|41716
1|0|0|12|20003|6|41717
1|0|0|12|20003|7|41718
1|0|0|12|20004|1|41719
1|0|0|12|20004|2|41720
1|0|0|12|20004|3|41721
1|0|0|12|20004|4|41722
1|0|0|12|20004|5|41723
1|0|0|12|20004|6|41724
1|0|0|12|20004|7|41725
1|0|0|12|20005|1|41726
1|0|0|12|20005|2|41727
1|0|0|12|20005|3|41728
1|0|0|12|20005|4|41729
1|0|0|12|20005|5|41730
1|0|0|12|20005|6|41731
1|0|0|12|20005|7|41732
1|0|0|12|20006|1|41733
1|0|0|12|20006|2|41734
1|0|0|12|20006|3|41735
1|0|0|12|20006|4|41736
1|0|0|12|20006|5|41737
1|0|0|12|20006|6|41738
1|0|0|12|20006|7|41739
1|0|0|12|20008|1|41740
1|0|0|12|20008|2|41741
1|0|0|12|20008|3|41742
1|0|0|12|20008|4|41743
1|0|0|12|20008|5|41744
1|0|0|12|20008|6|41745
1|0|0|12|20008|7|41746
1|0|0|12|20009|1|41747
1|0|0|12|20009|2|41748
1|0|0|12|20009|3|41749
1|0|0|12|20009|4|41750
1|0|0|12|20009|5|41751
1|0|0|12|20009|6|41752
1|0|0|12|20009|7|41753
1|0|0|12|20011|1|41754
1|0|0|12|20011|2|41755
1|0|0|12|20011|3|41756
1|0|0|12|20011|4|41757
1|0|0|12|20011|5|41758
1|0|0|12|20011|6|41759
1|0|0|12|20011|7|41760
1|0|0|13|0|1|41761
1|0|0|13|0|2|41762
1|0|0|13|0|3|41763
1|0|0|13|0|4|41764
1|0|0|13|0|5|41765
1|0|0|13|0|6|41766
1|0|0|13|0|7|41767
1|0|0|13|20001|1|41768
1|0|0|13|20001|2|41769
1|0|0|13|20001|3|41770
1|0|0|13|20001|4|41771
1|0|0|13|20001|5|41772
1|0|0|13|20001|6|41773
1|0|0|13|20001|7|41774
1|0|0|13|20003|1|41775
1|0|0|13|20003|2|41776
1|0|0|13|20003|3|41777
1|0|0|13|20003|4|41778
1|0|0|13|20003|5|41779
1|0|0|13|20003|6|41780
1|0|0|13|20003|7|41781
1|0|0|13|20005|1|41782
1|0|0|13|20005|2|41783
1|0|0|13|20005|3|41784
1|0|0|13|20005|4|41785
1|0|0|13|20005|5|41786
1|0|0|13|20005|6|41787
1|0|0|13|20005|7|41788
1|0|0|13|20006|1|41789
1|0|0|13|20006|2|41790
1|0|0|13|20006|3|41791
1|0|0|13|20006|4|41792
1|0|0|13|20006|5|41793
1|0|0|13|20006|6|41794
1|0|0|13|20006|7|41795
1|0|0|13|20007|1|41796
1|0|0|13|20007|2|41797
1|0|0|13|20007|3|41798
1|0|0|13|20007|4|41799
1|0|0|13|20007|5|41800
1|0|0|13|20007|6|41801
1|0|0|13|20007|7|41802
1|0|0|13|20008|1|41803
1|0|0|13|20008|2|41804
1|0|0|13|20008|3|41805
1|0|0|13|20008|4|41806
1|0|0|13|20008|5|41807
1|0|0|13|20008|6|41808
1|0|0|13|20008|7|41809
1|0|0|13|20010|1|41810
1|0|0|13|20010|2|41811
1|0|0|13|20010|3|41812
1|0|0|13|20010|4|41813
1|0|0|13|20010|5|41814
1|0|0|13|20010|6|41815
1|0|0|13|20010|7|41816
1|0|0|13|20011|1|41817
1|0|0|13|20011|2|41818
1|0|0|13|20011|3|41819
1|0|0|13|20011|4|41820
1|0|0|13|20011|5|41821
1|0|0|13|20011|6|41822
1|0|0|13|20011|7|41823
1|0|0|14|0|1|41824
1|0|0|14|0|2|41825
1|0|0|14|0|3|41826
1|0|0|14|0|4|41827
1|0|0|14|0|5|41828
1|0|0|14|0|6|41829
1|0|0|14|0|7|41830
1|0|0|14|20001|1|41831
1|0|0|14|20001|2|41832
1|0|0|14|20001|3|41833
1|0|0|14|20001|4|41834
1|0|0|14|20001|5|41835
1|0|0|14|20001|6|41836
1|0|0|14|20001|7|41837
1|0|0|14|20003|1|41838
1|0|0|14|20003|2|41839
1|0|0|14|20003|3|41840
1|0|0|14|20003|4|41841
1|0|0|14|20003|5|41842
1|0|0|14|20003|6|41843
1|0|0|14|20003|7|41844
1|0|0|14|20004|1|41845
1|0|0|14|20004|2|41846
1|0|0|14|20004|3|41847
1|0|0|14|20004|4|41848
1|0|0|14|20004|5|41849
1|0|0|14|20004|6|41850
1|0|0|14|20004|7|41851
1|0|0|14|20005|1|41852
1|0|0|14|20005|2|41853
1|0|0|14|20005|3|41854
1|0|0|14|20005|4|41855
1|0|0|14|20005|5|41856
1|0|0|14|20005|6|41857
1|0|0|14|20005|7|41858
1|0|0|14|20008|1|41859
1|0|0|14|20008|2|41860
1|0|0|14|20008|3|41861
1|0|0|14|20008|4|41862
1|0|0|14|20008|5|41863
1|0|0|14|20008|6|41864
1|0|0|14|20008|7|41865
1|0|0|14|20009|1|41866
1|0|0|14|20009|2|41867
1|0|0|14|20009|3|41868
1|0|0|14|20009|4|41869
1|0|0|14|20009|5|41870
1|0|0|14|20009|6|41871
1|0|0|14|20009|7|41872
1|0|0|14|20010|1|41873
1|0|0|14|20010|2|41874
1|0|0|14|20010|3|41875
1|0|0|14|20010|4|41876
1|0|0|14|20010|5|41877
1|0|0|14|20010|6|41878
1|0|0|14|20010|7|41879
1|0|0|15|0|1|41880
1|0|0|15|0|2|41881
1|0|0|15|0|3|41882
1|0|0|15|0|4|41883
1|0|0|15|0|5|41884
1|0|0|15|0|6|41885
1|0|0|15|0|7|41886
1|0|0|15|20001|1|41887
1|0|0|15|20001|2|41888
1|0|0|15|20001|3|41889
1|0|0|15|20001|4|41890
1|0|0|15|20001|5|41891
1|0|0|15|20001|6|41892
1|0|0|15|20001|7|41893
1|0|0|15|20003|1|41894
1|0|0|15|20003|2|41895
1|0|0|15|20003|3|41896
1|0|0|15|20003|4|41897
1|0|0|15|20003|5|41898
1|0|0|15|20003|6|41899
1|0|0|15|20003|7|41900
1|0|0|15|20005|1|41901
1|0|0|15|20005|2|41902
1|0|0|15|20005|3|41903
1|0|0|15|20005|4|41904
1|0|0|15|20005|5|41905
1|0|0|15|20005|6|41906
1|0|0|15|20005|7|41907
