id|zone|name|spawn_limit|max_x|min_x|max_y|min_y|delay|mindelay|despawn|despawn_timer|rand_spawns|rand_respawntime|rand_variance|rand_condition_|wp_spawns|wowcustom|spawn_zone_event_id|despawn_zone_event_id
1027|qeynos|qeynos_Xantomo_Salmor37|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1028|qeynos|qeynos_#D`mitrious_Irska38|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1029|qeynos|qeynos_Lord_Mrallon39|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1030|qeynos|qeynos_Yakem_Oreslinger40|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1031|qeynos|qeynos_an_investigator17|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1032|qeynos|qeynos_Ren_Pinemyer43|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1033|qeynos|qeynos_Soulbinder_Novalu44|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1035|qeynos|qeynos_Lysric_Loresinger45|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1036|qeynos|qeynos_Chalea_Volesga46|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1037|qeynos|qeynos_Chalios_Bensted47|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1038|qeynos|qeynos_Neapha_Vesturo48|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1039|qeynos|qeynos_Khensol_Undesta49|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1040|qeynos|qeynos_Bogen_Chazel50|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1041|qeynos|qeynos_Lisdon_Trekka51|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1042|qeynos|qeynos_Trumpy_Irontoe18|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1043|qeynos|qeynos_Wolten_Grafe52|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1044|qeynos|qeynos_Chesgard_Sydwen53|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1045|qeynos|qeynos_Kasine_Paegra54|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1046|qeynos|qeynos_Renic_Losaren55|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1047|qeynos|qeynos_Vicus_Nonad56|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1049|qeynos|qeynos_Jusean_Evanesque58|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1050|qeynos|qeynos_Sollari_Bekines59|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1051|qeynos|qeynos_Drawna_Opimsor60|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1052|qeynos|qeynos_Hanlore_Escaval61|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1053|qeynos|qeynos_Daenor_Casthopur62|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1054|qeynos|qeynos_Kazlo_Naedra63|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1055|qeynos|qeynos_Gahlith_Wrannstad64|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1056|qeynos|qeynos_Basten_Ghunret65|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1057|qeynos|qeynos_Unsar_Koldhagon66|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1058|qeynos|qeynos_Esdia_Moeba67|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1059|qeynos|qeynos_Mespha_Tevalian68|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1060|qeynos|qeynos_Yestura_Rhamrey69|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1061|qeynos|qeynos_Juegile_Sohgohm70|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1062|qeynos|qeynos_Tinshen_Brinth71|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1063|qeynos|qeynos_Brin_Stolunger72|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1064|qeynos|qeynos_Grahan_Rothkar73|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1065|qeynos|qeynos_Heidi_Grainsifter74|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1066|qeynos|qeynos_Danaria_Hollin75|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1067|qeynos|qeynos_Daedet_Losaren76|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1068|qeynos|qeynos_Captain_Tillin77|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1069|qeynos|qeynos_Dionna78|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1071|qeynos|qeynos_Klieb_Torne1|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1072|qeynos|qeynos_Micc_Koter0|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1074|qeynos|qeynos_Sunsa_Jocub81|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1075|qeynos|qeynos_Bruno_Barstomper3|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1076|qeynos|qeynos_Gehna_Solbenya82|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1077|qeynos|qeynos_Danon_Fletcher83|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1078|qeynos|qeynos_Moran_Smith84|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1079|qeynos|qeynos_Zamel86|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1080|qeynos|qeynos_Endric87|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1081|qeynos|qeynos_Gharin88|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1082|qeynos|qeynos_Indaria90|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1083|qeynos|qeynos_Ellisha91|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1084|qeynos|qeynos_Lylanthian92|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1085|qeynos|qeynos_Lieutenant_Arathur93|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1086|qeynos|qeynos_Eracon_Krengon94|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1087|qeynos|qeynos_Dun95|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1088|qeynos|qeynos_Tabure_Ahendle96|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1089|qeynos|qeynos_Raz_The_Rat_Misk97|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1090|qeynos|qeynos_Guard_Beren4|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1091|qeynos|qeynos_Guard_Corshin98|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1092|qeynos|qeynos_Madame_Serena99|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1093|qeynos|qeynos_Tomas_Zelnik100|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1094|qeynos|qeynos_Solani_Dayadil101|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1095|qeynos|qeynos_Bassanio_Weekin102|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1096|qeynos|qeynos_Hansl_Bigroon103|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1097|qeynos|qeynos_Stan_Cloven104|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1098|qeynos|qeynos_Nesiff_Tallaherd105|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1099|qeynos|qeynos_McNeal_Jocub106|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1100|qeynos|qeynos_Fish_Ranamer107|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1101|qeynos|qeynos_Captain_Rohand108|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1102|qeynos|qeynos_Rucio_Divella109|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1103|qeynos|qeynos_Sissy_Huntlan110|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1104|qeynos|qeynos_Tasya_Huntlan111|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1105|qeynos|qeynos_Nug_Rellash112|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1106|qeynos|qeynos_Earron_Huntlan113|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1107|qeynos|qeynos_Sorn_Copperhold114|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1108|qeynos|qeynos_Kendall_Copperhold115|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1109|qeynos|qeynos_Fhara_Semhart116|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1110|qeynos|qeynos_Karn_Tassen117|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1111|qeynos|qeynos_Voleen_Tassen118|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1112|qeynos|qeynos_Liln_Sedder119|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1113|qeynos|qeynos_Mar_Sedder120|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1114|qeynos|qeynos_Rane_Sedder121|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1115|qeynos|qeynos_Barthal122|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1116|qeynos|qeynos_Fellesha_Varshen123|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1117|qeynos|qeynos_Raheim_Varshen124|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1118|qeynos|qeynos_Caleah_Herblender125|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1119|qeynos|qeynos_Ton_Firepride126|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1120|qeynos|qeynos_Gahna_Salbeen127|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1121|qeynos|qeynos_Nostahla_Westfend128|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1122|qeynos|qeynos_Kinloc_Flamepaw129|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1123|qeynos|qeynos_Joffrey_Clay130|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1124|qeynos|qeynos_Sansa_Nusk131|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1125|qeynos|qeynos_Belious_Naliedin132|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1126|qeynos|qeynos_Bisdlo_Ravtahm133|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1127|qeynos|qeynos_Vansted_Rohenga134|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1128|qeynos|qeynos_Runethar_Hamest135|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1129|qeynos|qeynos_Rabley_Trumend136|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1130|qeynos|qeynos_Ebon_Strongbear137|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1131|qeynos|qeynos_Eve_Marsinger138|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1132|qeynos|qeynos_Tralyn_Marsinger139|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1134|qeynos|qeynos_Edvard_Tommels140|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1136|qeynos|qeynos_Ginleen_Harltop143|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1137|qeynos|qeynos_Wylin_Dodmil144|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1138|qeynos|qeynos_Gash_Flockwalker145|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1139|qeynos|qeynos_Wrin_Liltin146|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1140|qeynos|qeynos_Byjan_Timbokker147|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1141|qeynos|qeynos_Iala_Lenard148|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1142|qeynos|qeynos_Menkes_Tabolet149|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1146|qeynos|qeynos_Ghul_Rustem9|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1147|qeynos|qeynos_Guard_Wenbie8|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|2|-1
1148|qeynos|qeynos_Guard_Relam7|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|2|-1
1150|qeynos|qeynos_Guard_Lasen11|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|2|-1
1152|qeynos|qeynos_Guard_Naret10|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|2|-1
1153|qeynos|qeynos_Lomarc|0|0|0|0|0|0|15000|0|100|0|0|0|0|0|0|1|-1
1158|qeynos|qeynos_Anehan_Treol6|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|2|-1
1159|qeynos|qeynos_Faren89|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1160|qeynos|qeynos_Cassius_Messus57|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1161|qeynos|qeynos_Ian_Silverbright79|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1163|qeynos|qeynos_Raffy_Conticede85|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1171|qeynos|qeynos_Dan_Wallin80|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1178|qeynos|qeynos_#a_barnacle42|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1180|qeynos|qeynos_#a_broken_bottle41|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1189|qeynos|qeynos_Guard_Phaeton15|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|2|-1
1194|qeynos|qeynos_Port_Authority_Officer142|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
1196|qeynos|qeynos__141|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2005|qeynos2|qeynos2_a_Koalindl4|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2007|qeynos2|qeynos2_Guard_Hewet38|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|1|-1
2008|qeynos2|qeynos2_Guard_Rashik36|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2017|qeynos2|qeynos2_a_brown_myotis_bat9|0|695|-490|1300|425|30000|15000|0|100|0|1200|0|0|0|0|-1|-1
2021|qeynos2|qeynos2_a_klicnik_drone24|0|695|-490|1300|425|30000|15000|0|100|0|1200|0|0|0|0|-1|-1
2024|qeynos2|qeynos2_a_fire_beetle20|0|1088|-1080|1300|820|30000|15000|0|100|0|1200|0|0|0|0|-1|-1
2030|qeynos2|qeynos2_Tomer_Instogle5|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2032|qeynos2|qeynos2_Lashun_Novashine66|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2033|qeynos2|qeynos2_Renux_Herkanor41|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2034|qeynos2|qeynos2_Priest_of_Discord153|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2035|qeynos2|qeynos2_Grennet_Stormhand118|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2036|qeynos2|qeynos2_Nerissa_Clothspinner56|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2038|qeynos2|qeynos2_Hurrieta_Ironforge105|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2039|qeynos2|qeynos2_Enic_Ruklin134|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2040|qeynos2|qeynos2_Moodoro_Finharn141|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2041|qeynos2|qeynos2_Rineval_Talyas144|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2042|qeynos2|qeynos2_Filian_Weagleross70|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2043|qeynos2|qeynos2_Davloran_Girionlis71|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2044|qeynos2|qeynos2_Balhallia72|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2045|qeynos2|qeynos2_Ladia_Qursii73|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2046|qeynos2|qeynos2_Enpero_Mesog74|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2047|qeynos2|qeynos2_Mellisa_Purgor75|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2048|qeynos2|qeynos2_Kragie_Rolana76|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2051|qeynos2|qeynos2_Vegalys_Keldrane98|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2052|qeynos2|qeynos2_Velarte_Selire99|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2053|qeynos2|qeynos2_Jaylia_the_Faithful100|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2054|qeynos2|qeynos2_Henlom_Visrek101|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2055|qeynos2|qeynos2_Berane_Constarg102|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2056|qeynos2|qeynos2_Reldin_Harkolis103|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2057|qeynos2|qeynos2_Brohan_Ironforge104|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2058|qeynos2|qeynos2_Suuspa_Clanim106|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2059|qeynos2|qeynos2_Roesager_Thusten107|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2060|qeynos2|qeynos2_Felodius_Sworddancer108|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2061|qeynos2|qeynos2_Nax_Ghruna110|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2062|qeynos2|qeynos2_Tubal_Weaver112|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2063|qeynos2|qeynos2_Crow113|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2064|qeynos2|qeynos2_Rodgar_the_Tall114|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2065|qeynos2|qeynos2_Gerault_Takenmaul115|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2066|qeynos2|qeynos2_Tanlyn_Galliway116|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2067|qeynos2|qeynos2_Sneed_Galliway117|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2068|qeynos2|qeynos2_Svena_Ironforge111|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2069|qeynos2|qeynos2_Ziska_Ironforge119|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2070|qeynos2|qeynos2_Dren_Ironforge120|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2071|qeynos2|qeynos2_Rendallen_Ironforge121|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2072|qeynos2|qeynos2_Knargon_Lanenda122|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2073|qeynos2|qeynos2_Pelshia_Thuxpire123|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2074|qeynos2|qeynos2_Hanns_Krieghor124|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2075|qeynos2|qeynos2_Phin_Esrinap125|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2076|qeynos2|qeynos2_Shenro_Kazpur126|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2077|qeynos2|qeynos2_LuSun127|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2078|qeynos2|qeynos2_Priestess_Jahnda128|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2079|qeynos2|qeynos2_Guard_Weleth67|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2080|qeynos2|qeynos2_Guard_Elron129|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2081|qeynos2|qeynos2_Segran_Rajhar130|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2082|qeynos2|qeynos2_Ania_Klephia131|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2083|qeynos2|qeynos2_Sabnie_Blagard132|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2084|qeynos2|qeynos2_Ghil_Starn133|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2085|qeynos2|qeynos2_Zannsin_Resdinet135|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2086|qeynos2|qeynos2_Seta_Bakindo136|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2087|qeynos2|qeynos2_Togahn_Sorast137|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2088|qeynos2|qeynos2_Nomsoe_Jusagta138|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2089|qeynos2|qeynos2_Tonmerk_Plorsin139|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2090|qeynos2|qeynos2_Priestess_Caulria140|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2091|qeynos2|qeynos2_Flynn_Merrington142|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2092|qeynos2|qeynos2_Camlend_Serbold143|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2093|qeynos2|qeynos2_Guard_Gehnus145|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2094|qeynos2|qeynos2_Guard_Hezlan146|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2095|qeynos2|qeynos2_Dranom_Ghenson147|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2096|qeynos2|qeynos2_Aenia_Ghenson148|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2097|qeynos2|qeynos2_Corporal_Lancot151|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2098|qeynos2|qeynos2_Connie_Link152|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
2100|qeynos2|qeynos2_Astaed_Wemor155|0|0|0|0|0|0|15000|0|100|0|1200|0|0|0|0|-1|-1
