wow_questid|enabled|zone_shortname|expansion|prev_quest_wowid|questgiver_name|quest_name|level60|level80|start_item_id|req_class|req_repmin|req_copper|req_item_id1|req_item1_name|req_item_count1|req_item_id2|req_item_count2|req_item_id3|req_item_count3|req_item_id4|req_item_count4|req_item_id5|req_item_count5|req_item_id6|req_item_count6|reward_money|reward_exp_eq|reward_container_wowid|reward_item_ID1|reward_item1_name|reward_item_count1|reward_item_chance1|reward_item_ID2|reward_item_count2|reward_item_chance2|reward_item_ID3|reward_item_count3|reward_item_chance3|reward_item_ID4|reward_item_count4|reward_item_chance4|reward_item_ID5|reward_item_count5|reward_item_chance5|reward_item_ID6|reward_item_count6|reward_item_chance6|reward_item_ID7|reward_item_count7|reward_item_chance7|reward_item_ID8|reward_item_count8|reward_item_chance8|reward_item_ID9|reward_item_count9|reward_item_chance9|reward_item_ID10|reward_item_count10|reward_item_chance10|reward_item_ID11|reward_item_count11|reward_item_chance11|reward_item_ID12|reward_item_count12|reward_item_chance12|reward_item_ID13|reward_item_count13|reward_item_chance13|reward_item_ID14|reward_item_count14|reward_item_chance14|reward_item_ID15|reward_item_count15|reward_item_chance15|reward_item_ID16|reward_item_count16|reward_item_chance16|reward_item_ID17|reward_item_count17|reward_item_chance17|reward_item_ID18|reward_item_count18|reward_item_chance18|reward_item_ID19|reward_item_count19|reward_item_chance19|reward_item_ID20|reward_item_count20|reward_item_chance20|reward_item_ID21|reward_item_count21|reward_item_chance21|reward_item_ID22|reward_item_count22|reward_item_chance22|reward_item_ID23|reward_item_count23|reward_item_chance23|reward_item_ID24|reward_item_count24|reward_item_chance24|reward_item_ID25|reward_item_count25|reward_item_chance25|reward_item_ID26|reward_item_count26|reward_item_chance26|reward_item_ID27|reward_item_count27|reward_item_chance27|reward_item_ID28|reward_item_count28|reward_item_chance28|reward_item_ID29|reward_item_count29|reward_item_chance29|reward_item_ID30|reward_item_count30|reward_item_chance30|reward_item_ID31|reward_item_count31|reward_item_chance31|reward_item_ID32|reward_item_count32|reward_item_chance32|reward_item_ID33|reward_item_count33|reward_item_chance33|reward_item_ID34|reward_item_count34|reward_item_chance34|reward_item_ID35|reward_item_count35|reward_item_chance35|reward_item_ID36|reward_item_count36|reward_item_chance36|reward_item_ID37|reward_item_count37|reward_item_chance37|reward_item_ID38|reward_item_count38|reward_item_chance38|reward_faction1ID|reward_faction1Amt|reward_faction2ID|reward_faction2Amt|reward_faction3ID|reward_faction3Amt|reward_faction4ID|reward_faction4Amt|reward_faction5ID|reward_faction5Amt|reward_faction6ID|reward_faction6Amt|request_text|reward_text|min_expansion
30014|1|airplane|0||Clarisa_Spiritsong||60|-1|-1||-1|0|20933|Ochre Tessera|1|20821|1|20820|1|-1|0|-1|0|-1|0|0|100000|-1|27720|Mask of Song|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|Tone is important to all singers. Prove to me that you can keep your tone even and pure by bringing me an ochre tessera, a songbird statuette, and a light woolen mask. If you do this, I will give you the mask of song.||-1
30018|1|airplane|0||Denise_Songweaver||60|-1|-1||-1|0|20830|Efreeti War Horn|1|20961|1|20828|1|20829|1|-1|0|-1|0|0|100000|-1|27724|Denon's Horn of Disaster|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|Then bring back to me an efreeti war horn, a saffron spiroc feather, adamantium bands, and a glowing diamond.||-1
30019|1|airplane|0||Denise_Songweaver||54|-1|-1||-1|0|20953|Imp Statuette|1|20826|1|20827|1|-1|0|-1|0|-1|0|0|100000|-1|27723|Amulet of the Fae|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|Bring me an imp statuette, a dull stone, and an amulet of woven hair. Then I will give you the amulet of the fae.||-1
30020|1|airplane|0||Denise_Songweaver||60|-1|-1||-1|0|20831|Efreeti War Spear|1|20968|1|20832|1|20833|1|-1|0|-1|0|0|100000|-1|27725|Spear of Harmony|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|Working with the environment to enthrall those who listen to you is of the utmost importance to us. Go out and retrieve an efreeti war spear, some manna nectar, and a nebulous emerald and diamond. Return these items to me and receive the spear of harmony as your reward.||-1
30021|1|airplane|0||Deric_Lennox||54|-1|-1||-1|0|20813|Silvered Spiroc Necklace|1|20812|1|20954|1|-1|0|-1|0|-1|0|0|100000|-1|14562|Necklace of Resolution|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|The test of resolution be an easy one. Trust me there! I'll just be needin' ye t' bring me a spiroc statuette, a spiroc healing totem, and a silvered spiroc necklace. Ne'er liked those blasted birds anyway.||-1
30022|1|airplane|0||Deric_Lennox||60|-1|-1||-1|0|20815|Djinni Aura|1|20816|1|20814|1|20961|1|-1|0|-1|0|0|100000|-1|27718|Theurgist's Star|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|The test of theurgy. Ne'er unnerstood it meself. It calls fer ye t' bring me an efreeti mace, a saffron spiroc feather, a glowing sapphire, an' some djinni aura.||-1
30023|1|airplane|0||Deric_Lennox||60|-1|-1||-1|0|20817|Efreeti Standard|1|20968|1|20819|1|20818|1|-1|0|-1|0|0|100000|-1|27719|Baton of the Sky|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|Aye, the weak. I laugh at 'em meself. Dinnae look so shocked, laddie! I was only kiddin'! Anyhow, ye know ye should help the weak, right? Unless ye worship one o' the evil ones, then ye kill em! So go out an' do what yer god expects from ye! Oh, an' laddie, bring me an efreeti standard, a manna nectar, mithril bands, and a shimmering topaz. Aye, that'll do it.||-1
30024|1|airplane|0||Dirkog_Steelhand|Summon Inte Akera|-1|-1|-1||-1|500000|-1||0|-1|0|-1|0|-1|0|-1|0|-1|0|0|0|-1|-1||0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|Eh? Ye say that ye ain't one o' the cursed dark elf dogs? Well then, laddie, are ye ready to get started or are ye here fer somethin' else??$B$BEh, lad? What was that? Ye wish to hear o' holy swords? Well, lad, I ain't the one ye be needin' t' talk to!$B$BA follower o' the water god he be, an' one o' the most powerful holy knights e'er to walk Norrath. His name be Inte Akera, an' he kin tell ye what ye be wantin' t' know.$B$BAh, I see ye wish t' speak with him! Why didn't ye say that earlier, laddie? It would've saved ye some trouble! If ye wish to speak with him, ye must donate some spare change t' me ale.. er, t' me holy crusade fund! Well, lad, what d' ye say?$B$BEh? Oh, 500 platinum will be plenty, laddie!||-1
30025|1|airplane|0||Dirkog_Steelhand||60|-1|-1||-1|0|20943|Diaphanous Globe|1|20869|1|20868|1|-1|0|-1|0|-1|0|0|100000|-1|2716|Girdle of Faith|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|That's the spirit, laddie! I only have one test for ye. Return to me a silvery girdle, a diaphanous globe, and an ivory sky diamond. In return, I will give ye me girdle.||-1
30029|1|airplane|0||Dugaas_Helpyre||54|-1|-1||-1|0|20953|Imp Statuette|1|20786|1|20787|1|-1|0|-1|0|-1|0|0|100000|-1|14560|Sphinx Heart Amulet|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|So the heart it be. Bring me, foolish one, an Imp Statuette, an Obsidian Amulet, and a Pulsating Ruby. Perhaps then, you shall find your reward.||-1
30030|1|airplane|0||Dugaas_Helpyre||60|-1|-1||-1|0|20790|Gorgon Head|1|20967|1|20791|1|20792|1|-1|0|-1|0|0|100000|-1|11689|Gorgon Head Staff|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|The test of the Hands it shall be. Bring me a Gorgon's Head, some Aged Nectar, a Glowing Black Pearl, and an Efreeti's Great Staff. When you return, I shall reward you for your deeds, assuming you live through the experience. Hahaha!||-1
30031|1|airplane|0||Dugaas_Helpyre||54|-1|-1||-1|0|20960|White Spiroc Feather|1|20788|1|20789|1|-1|0|-1|0|-1|0|0|100000|-1|27713|Band of Wailing Winds|1|100|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|0|-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|The finger. Needed for nearly every casting you shall ever hope to produce, it truly is the most powerful creation. Should you bring me a White Spiroc Feather, a Nebulous Ruby, and the Ring of Veeshan, I shall reward you with power that you can just now begin to comprehend.||-1
