eq_id|wow_id|spawnzones|difficulty_type|name|lastname|enabled|non_npc|levelEQ|maxlevelEQ|level60|maxlevel60|level80|race|class|skill_trainer|bodytype|size|gender|texture|helmtexture|face|loottable_id|merchant_id|armortint_id|mana|hp|hp_multi_override|avgdmg|avgdmg_multi_override|hide_for_guild_bank|idle_emote_id|d_melee_texture1|d_melee_texture2|hp_regen_rate|mana_regen_rate|creaturespelllistid|mindmg|maxdmg|attack_count|aggroradius|assistradius|luclin_hairstyle|luclin_haircolor|luclin_eyecolor|luclin_eyecolor2|luclin_beardcolor|luclin_beard|prim_melee_type|sec_melee_type|ranged_type|runspeed|MR|CR|DR|FR|PR|see_invis|see_invis_undead|qglobal|AC|npc_aggro|spawn_limit|attack_delay|STR|STA|DEX|AGI|_INT|WIS|CHA|see_sneak|see_improved_hide|npc_faction_id|faction_id|ATK|Accuracy|slow_mitigation|scalerate|private_corpse|unique_spawn_by_name|underwater|isquest|emoteid|spellscale|healscale|raid_target|chesttexture|armtexture|bracertexture|handtexture|legtexture|feettexture|light|walkspeed|combat_hp_regen|combat_mana_regen|aggro_pc|ignore_distance|encounter|ignore_despawn|avoidance|exp_pct|greed|engage_notice|stuck_behavior|flymode|skip_global_loot|rare_spawn|wowcustom|special_abilities
518|45019||normal|BLpet26||1|0|26|0|26|0|26|0|1|-1|28|5|2|0|0|1|0|0|0|0|820|-1|18.5|-1|0|-1|0|0|6|0|0|5|32|-1|55|0|1|1|1|1|1|0|28|28|7|1.5|35|35|15|35|15|0|1|0|95|0|0|30|111|111|96|111|81|96|81|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.6|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|6,1^10,1^21,1
519|45020||normal|BLpet31||1|0|31|0|31|0|31|0|1|-1|28|6|2|0|0|1|0|0|0|0|1300|-1|24|-1|0|-1|0|0|30|0|0|8|40|-1|55|0|1|1|1|1|1|0|28|28|7|1.55|35|35|15|35|15|0|1|0|120|0|0|28|132|132|102|132|102|102|72|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.62|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
520|45021||normal|BLpet39||1|0|39|0|39|0|39|0|1|-1|28|6|2|0|0|1|0|0|0|0|2200|-1|29|-1|0|-1|0|0|30|0|0|9|49|-1|55|0|1|1|1|1|1|0|28|28|7|1.6|35|35|15|35|15|0|1|0|160|0|0|28|152|152|122|152|92|122|92|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.64|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|7,1^10,1^21,1
521|45022||normal|BLpet41||1|0|41|0|41|0|41|0|1|-1|28|6|2|0|0|1|0|0|0|0|2400|-1|31|-1|0|-1|0|0|30|0|0|10|52|-1|55|0|1|1|1|1|1|0|28|28|7|1.65|35|35|15|35|15|0|1|0|170|0|0|28|175|175|130|175|85|130|85|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.66|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|7,1^10,1^21,1
522|45023||normal|BLpet43||1|0|43|0|43|0|43|0|1|-1|28|7|2|0|0|1|0|0|0|0|2550|-1|33|-1|0|-1|0|0|30|0|0|11|55|-1|55|0|1|1|1|1|1|0|28|28|7|1.65|35|35|15|35|15|0|1|0|180|0|0|28|184|184|139|184|94|139|94|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.66|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|7,1^10,1^21,1
523|45024||normal|BLpet45||1|0|45|0|45|0|45|0|1|-1|28|7|2|0|0|1|0|0|0|0|2700|-1|38.5|-1|0|-1|0|0|30|0|0|15|62|-1|55|0|1|1|1|1|1|0|28|28|7|1.65|35|35|15|35|15|0|1|0|190|0|0|28|195|195|150|195|105|150|105|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.66|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|7,1^10,1^21,1
524|45025||normal|BLpet47||1|0|47|0|47|0|47|0|1|-1|28|7|2|0|0|1|0|0|0|0|2900|-1|42.5|-1|0|-1|0|0|30|0|0|17|68|-1|55|0|1|1|1|1|1|0|28|28|7|1.7|35|35|15|35|15|0|1|0|190|0|0|28|208|208|163|208|118|163|118|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.68|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|7,1^10,1^21,1
525|45026||normal|BLpet49||1|0|60|0|60|0|60|0|1|-1|28|7|2|0|0|1|0|0|0|0|4000|-1|46.5|-1|0|-1|0|0|90|0|0|19|74|-1|55|0|1|1|1|1|1|0|28|28|7|1.8|35|35|15|35|15|0|1|0|195|0|0|28|354|354|294|354|194|294|194|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.72|3|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|2,1^7,1^10,1^17,1^21,1
526|45027||normal|BLpet51||1|0|60|0|60|0|60|0|1|-1|28|7|2|0|0|1|0|0|0|0|4200|-1|48.5|-1|0|-1|0|0|90|0|0|20|77|-1|55|0|1|1|1|1|1|0|28|28|7|1.8|35|35|15|35|15|0|1|0|200|0|0|28|354|354|294|354|194|294|194|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.72|3|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|2,1^7,1^10,1^17,1^21,1
529|45028||normal|Familiar1||1|0|27|0|27|0|27|46|1|-1|24|3|2|1|0|1|0|0|0|0|1000|-1|0|-1|0|-1|0|0|30|0|0|0|4|-1|55|0|1|1|1|1|1|0|28|28|7|1.5|35|35|25|35|25|0|1|0|95|0|0|30|112|112|97|112|82|97|82|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.6|4|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|21,1^10,1
530|45029||normal|Familiar2||1|0|47|0|47|0|47|46|1|-1|24|3|2|1|0|1|0|0|0|0|1000|-1|0|-1|0|-1|0|0|30|0|0|0|4|-1|55|0|1|1|1|1|1|0|28|28|7|1.7|30|30|30|30|30|0|1|0|177|0|0|30|208|208|163|208|118|163|118|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.68|6|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|8,1^21,1^10,1
531|45030||normal|Familiar3||1|0|50|0|50|0|50|89|4|-1|24|3|2|4|0|1|0|0|0|2100|1000|-1|0|-1|0|-1|0|0|30|63|0|0|4|-1|55|0|1|1|1|1|1|0|28|28|7|1.7|32|32|32|32|32|1|1|0|190|0|0|30|230|230|140|230|140|230|185|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.68|6|1|0|1000|0|0|0|100|0|0|0|-1|0|0|0|8,1^21,1^10,1
532|45031||normal|Familiar4||1|0|58|0|58|0|58|89|4|-1|24|3|2|4|0|1|0|0|0|2436|1000|-1|0|-1|0|-1|0|0|30|73|0|0|4|-1|55|0|1|1|1|1|1|0|28|28|7|1.8|45|45|45|45|45|1|1|0|200|0|0|30|328|328|168|328|168|328|268|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.72|7|1|0|1000|0|0|0|100|0|0|0|-1|0|0|0|8,1^21,1^10,1
533|45032||normal|Familiar5||1|0|60|0|60|0|60|89|1|-1|24|3|2|1|0|1|0|0|0|0|1000|-1|0|-1|0|-1|0|0|30|0|0|0|4|-1|55|0|1|1|1|1|1|0|28|28|7|1.8|54|54|54|54|54|0|1|0|200|0|0|30|354|354|294|354|194|294|194|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.72|90|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|8,1^10,1^21,1
541|45033||normal|MonsterSum1||1|0|29|0|29|0|29|0|1|-1|24|0|2|0|0|1|0|0|0|0|1200|-1|21|-1|0|-1|0|0|6|0|160|8|34|-1|55|0|1|1|1|1|1|0|28|28|7|1.5|35|35|15|35|15|0|1|0|115|0|0|28|114|114|99|114|84|99|84|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.6|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
542|45034||normal|MonsterSum2||1|0|41|0|41|0|41|0|1|-1|24|0|2|0|0|1|0|0|0|0|3200|-1|36.5|-1|0|-1|0|0|30|0|161|17|56|-1|55|0|1|1|1|1|1|0|28|28|7|1.65|35|35|15|35|15|0|1|0|153|0|0|28|175|175|130|175|85|130|85|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.66|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|8,1^10,1^21,1
543|45035||normal|MonsterSum3||1|0|48|0|48|0|48|0|1|-1|24|0|2|0|0|1|0|0|0|0|3300|-1|39|-1|0|-1|0|0|30|0|162|18|60|-1|55|0|1|1|1|1|1|0|28|28|7|1.7|35|35|15|35|15|0|1|0|190|0|0|28|215|215|170|215|125|170|125|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.68|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|8,1^10,1^21,1
545|45036||normal|SpiritWolf224||1|0|26|0|26|0|26|120|1|-1|28|6|2|0|0|1|0|0|0|0|850|-1|16|-1|0|-1|0|0|6|0|0|2|30|-1|55|0|1|1|1|1|1|0|28|28|7|1.5|35|35|15|35|15|0|1|0|100|0|0|30|111|111|96|111|81|96|81|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.6|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
546|45037||normal|SpiritWolf227||1|0|28|0|28|0|28|120|1|-1|28|6|2|0|0|1|0|0|0|0|900|-1|20|-1|0|-1|0|0|6|0|0|5|35|-1|55|0|1|1|1|1|1|0|28|28|7|1.5|35|35|15|35|15|0|1|0|120|0|0|30|113|113|98|113|83|98|83|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.6|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
547|45038||normal|SpiritWolf230||1|0|32|0|32|0|32|120|1|-1|28|6|2|0|0|1|0|0|0|0|1250|-1|26|-1|0|-1|0|0|30|0|0|9|43|-1|55|0|1|1|1|1|1|0|28|28|7|1.55|35|35|15|35|15|0|1|0|140|0|0|28|133|133|103|133|103|103|73|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.62|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
548|45039||normal|SpiritWolf234||1|0|36|0|36|0|36|120|1|-1|28|6|2|0|0|1|0|0|0|0|1600|-1|32|-1|0|-1|0|0|30|0|0|13|51|-1|55|0|1|1|1|1|1|0|28|28|7|1.6|35|35|15|35|15|0|1|0|160|0|0|28|142|142|112|142|82|112|82|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.64|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
549|45040||normal|SpiritWolf237||1|0|39|0|39|0|39|120|1|-1|28|6|2|0|0|1|0|0|0|0|1800|-1|33|-1|0|-1|0|0|30|0|0|13|53|-1|55|0|1|1|1|1|1|0|28|28|7|1.6|35|35|15|35|15|0|1|0|170|0|0|28|156|156|126|156|96|126|96|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.64|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
550|45041||normal|SpiritWolf242||1|0|58|0|58|0|58|120|1|-1|28|6|2|0|0|1|0|0|0|0|2600|-1|37|-1|0|-1|0|0|30|0|0|14|60|-1|55|0|1|1|1|1|1|0|28|28|7|1.8|35|35|15|35|15|0|1|0|185|0|0|28|328|328|268|328|168|268|168|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.72|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|2,1^10,1^21,1
552|45042||normal|SumAirR2||1|0|6|0|6|0|6|75|1|-1|27|3|2|3|0|1|0|0|0|0|58|-1|6.5|-1|0|-1|0|0|6|0|14|1|12|-1|55|0|1|1|1|1|1|0|28|28|7|1.3|25|144|15|25|15|0|1|0|12|0|0|30|88|88|83|88|78|83|78|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.52|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|21,1
553|45043||normal|SumAirR3||1|0|9|0|9|0|9|75|1|-1|27|3|2|3|0|1|0|0|0|0|160|-1|8.5|-1|0|-1|0|0|6|0|14|1|16|-1|55|0|1|1|1|1|1|0|28|28|7|1.3|25|144|15|25|15|0|1|0|20|0|0|30|92|92|87|92|82|87|82|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.52|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|21,1
554|45044||normal|SumAirR4||1|0|12|0|12|0|12|75|1|-1|27|3|2|3|0|1|0|0|0|0|225|-1|9.5|-1|0|-1|0|0|6|0|14|1|18|-1|55|0|1|1|1|1|1|0|28|28|7|1.35|25|144|15|25|15|0|1|0|24|0|0|30|99|99|89|99|79|89|79|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.54|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
555|45045||normal|SumAirR5||1|0|17|0|17|0|17|75|1|-1|27|3|2|3|0|1|0|0|0|0|345|-1|10.5|-1|0|-1|0|0|6|0|14|1|20|-1|55|0|1|1|1|1|1|0|28|28|7|1.35|25|144|15|25|15|0|1|0|57|0|0|30|101|101|91|101|81|91|81|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.54|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
556|45046||normal|SumAirR6||1|0|20|0|20|0|20|75|1|-1|27|4|2|3|0|1|0|0|0|0|445|-1|11.5|-1|0|-1|0|0|6|0|14|1|22|-1|55|0|1|1|1|1|1|0|28|28|7|1.4|25|144|15|25|15|0|1|0|73|0|0|30|102|102|92|102|82|92|82|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.56|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
557|45047||normal|SumAirR7||1|0|21|0|21|0|21|75|1|-1|27|4|2|3|0|1|0|0|0|0|480|-1|12.5|-1|0|-1|0|0|6|0|14|2|23|-1|55|0|1|1|1|1|1|0|28|28|7|1.45|25|144|25|25|25|0|1|0|88|0|0|30|108|108|93|108|78|93|78|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.58|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
558|45048||normal|SumAirR8||1|0|25|0|25|0|25|75|1|-1|27|4|2|3|0|1|0|0|0|0|650|-1|14|-1|0|-1|0|0|6|0|14|3|25|-1|55|0|1|1|1|1|1|0|28|28|7|1.45|35|144|25|35|25|0|1|0|100|0|0|30|110|110|95|110|80|95|80|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.58|1|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
559|45049||normal|SumAirR9||1|0|29|0|29|0|29|75|1|-1|27|4|2|3|0|1|0|0|0|0|765|-1|19.5|-1|0|-1|0|0|30|0|14|8|31|-1|55|0|1|1|1|1|1|0|28|28|7|1.5|35|144|15|35|15|0|1|0|120|0|0|30|114|114|99|114|84|99|84|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.6|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|10,1^21,1
560|45050||normal|SumAirR10||1|0|33|0|33|0|33|75|1|-1|27|5|2|3|0|1|0|0|0|0|960|-1|24|-1|0|-1|0|0|30|0|14|8|40|-1|55|0|1|1|1|1|1|0|28|28|7|1.55|35|144|15|35|15|0|1|0|140|0|0|28|135|135|105|135|105|105|75|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0.62|2|0|0|1000|0|0|0|100|0|0|0|-1|0|0|0|7,1^10,1^21,1
