name|audiofilenamenoext|type|mindistance|distancecutoff|loop|volume|soundentry_dbcid
BrownHit.wav|BrownHit.wav|10|10|20|0|1|22067
BrownDie.wav|BrownDie.wav|10|10|20|0|1|22068
BrownAtt.wav|BrownAtt.wav|10|10|20|0|1|22069
Hor_Wlk.wav|Hor_Wlk.wav|10|10|20|0|1|22070
Club.WAV|Club.WAV|10|10|20|0|1|22071
Stab.WAV|Stab.WAV|10|10|20|0|1|22072
Hor_Run.wav|Hor_Run.wav|10|10|20|0|1|22073
GolumIdl.wav|GolumIdl.wav|10|10|20|0|1|22074
GolumHit.wav|GolumHit.wav|10|10|20|0|1|22075
GolumDie.wav|GolumDie.wav|10|10|20|0|1|22076
GolumAtt.wav|GolumAtt.wav|10|10|20|0|1|22077
GiantIdl.wav|GiantIdl.wav|10|19.5|39|0|1|22078
GiantHit.wav|GiantHit.wav|10|19.5|39|0|1|22079
GiantDie.wav|GiantDie.wav|10|19.5|39|0|1|22080
GiantWlk.wav|GiantWlk.wav|10|19.5|39|0|1|22081
GiantAtt.wav|GiantAtt.wav|10|19.5|39|0|1|22082
GiantRun.wav|GiantRun.wav|10|19.5|39|0|1|22083
DragIIdl.wav|DragIIdl.wav|10|31|62|0|1|22084
Drag_Hit.wav|Drag_Hit.wav|10|31|62|0|1|22085
Drag_Die.wav|Drag_Die.wav|10|31|62|0|1|22086
GiantWlk.wav|GiantWlk.wav|10|31|62|0|1|22087
Drag_Att.wav|Drag_Att.wav|10|31|62|0|1|22088
DragISAt.wav|DragISAt.wav|10|31|62|0|1|22089
VampKHit.wav|VampKHit.wav|10|10|20|0|1|22090
VampKDie.wav|VampKDie.wav|10|10|20|0|1|22091
BehlLoop.wav|BehlLoop.wav|10|10|20|0|1|22092
BeholIdl.wav|BeholIdl.wav|10|10|20|0|1|22093
BehldHit.wav|BehldHit.wav|10|10|20|0|1|22094
BehdDie.wav|BehdDie.wav|10|10|20|0|1|22095
BehdAtt.wav|BehdAtt.wav|10|10|20|0|1|22096
BeetlHit.wav|BeetlHit.wav|10|10|20|0|1|22097
BeetlDie.wav|BeetlDie.wav|10|10|20|0|1|22098
BeetlWlk.wav|BeetlWlk.wav|10|10|20|0|1|22099
BeetlAtt.wav|BeetlAtt.wav|10|10|20|0|1|22100
CatM_Idl.wav|CatM_Idl.wav|10|10|20|0|1|22101
CatM_Hit.wav|CatM_Hit.wav|10|10|20|0|1|22102
CatM_Die.wav|CatM_Die.wav|10|10|20|0|1|22103
CatM_Att.wav|CatM_Att.wav|10|10|20|0|1|22104
CatMSAtt.wav|CatMSAtt.wav|10|10|20|0|1|22105
CatF_Idl.wav|CatF_Idl.wav|10|10|20|0|1|22106
CatF_Hit.wav|CatF_Hit.wav|10|10|20|0|1|22107
CatF_Die.wav|CatF_Die.wav|10|10|20|0|1|22108
CatF_Att.wav|CatF_Att.wav|10|10|20|0|1|22109
CatFSAtt.wav|CatFSAtt.wav|10|10|20|0|1|22110
SwF_Hit.wav|SwF_Hit.wav|10|10|20|0|1|22111
SwF_Die.wav|SwF_Die.wav|10|10|20|0|1|22112
SwF_Att.wav|SwF_Att.wav|10|10|20|0|1|22113
Fairy_Lp.wav|Fairy_Lp.wav|10|10|20|0|1|22114
FairyHit.wav|FairyHit.wav|10|10|20|0|1|22115
FairyDie.wav|FairyDie.wav|10|10|20|0|1|22116
FairyAtt.wav|FairyAtt.wav|10|10|20|0|1|22117
FairySAt.wav|FairySAt.wav|10|10|20|0|1|22118
Frog_Idl.wav|Frog_Idl.wav|10|10|20|0|1|22119
Frog_Hit.wav|Frog_Hit.wav|10|10|20|0|1|22120
Frog_Die.wav|Frog_Die.wav|10|10|20|0|1|22121
Frog_Wlk.wav|Frog_Wlk.wav|10|10|20|0|1|22122
Frog_Att.wav|Frog_Att.wav|10|10|20|0|1|22123
Frog_SAt.wav|Frog_SAt.wav|10|10|20|0|1|22124
Frog_TAt.wav|Frog_TAt.wav|10|10|20|0|1|22125
Frog_Run.wav|Frog_Run.wav|10|10|20|0|1|22126
FrogGIdl.wav|FrogGIdl.wav|10|10|20|0|1|22127
FrogGHit.wav|FrogGHit.wav|10|10|20|0|1|22128
FrogGDie.wav|FrogGDie.wav|10|10|20|0|1|22129
FrogGAtt.wav|FrogGAtt.wav|10|10|20|0|1|22130
FrogGSAt.wav|FrogGSAt.wav|10|10|20|0|1|22131
FrogGTAt.wav|FrogGTAt.wav|10|10|20|0|1|22132
Fung_Idl.wav|Fung_Idl.wav|10|10|20|0|1|22133
Fung_Hit.wav|Fung_Hit.wav|10|10|20|0|1|22134
Fung_Die.wav|Fung_Die.wav|10|10|20|0|1|22135
Fung_Att.wav|Fung_Att.wav|10|10|20|0|1|22136
Fung_SAtt.wav|Fung_SAtt.wav|10|10|20|0|1|22137
Imp_Lp.wav|Imp_Lp.wav|10|10|20|0|1|22138
Garg_Idl.wav|Garg_Idl.wav|10|10|20|0|1|22139
Garg_Hit.wav|Garg_Hit.wav|10|10|20|0|1|22140
Garg_Die.wav|Garg_Die.wav|10|10|20|0|1|22141
Garg_Att.wav|Garg_Att.wav|10|10|20|0|1|22142
CubeIdl1.wav|CubeIdl1.wav|10|10|20|0|1|22143
CubeIdl2.wav|CubeIdl2.wav|10|10|20|0|1|22144
Cube_Hit.wav|Cube_Hit.wav|10|10|20|0|1|22145
Cube_Die.wav|Cube_Die.wav|10|10|20|0|1|22146
Cube_Wlk.wav|Cube_Wlk.wav|10|10|20|0|1|22147
Cube_Att.wav|Cube_Att.wav|10|10|20|0|1|22148
GhoulIdl.wav|GhoulIdl.wav|10|10|20|0|1|22149
GhoulHit.wav|GhoulHit.wav|10|10|20|0|1|22150
GhoulDie.wav|GhoulDie.wav|10|10|20|0|1|22151
GhoulAtt.wav|GhoulAtt.wav|10|10|20|0|1|22152
GhoulSAt.wav|GhoulSAt.wav|10|10|20|0|1|22153
Bat_Fly.wav|Bat_Fly.wav|10|10|20|0|1|22154
Bat_Idl1.wav|Bat_Idl1.wav|10|10|20|0|1|22155
Bat_idl2.wav|Bat_idl2.wav|10|10|20|0|1|22156
Bat_Hit.wav|Bat_Hit.wav|10|10|20|0|1|22157
Bat_Die.wav|Bat_Die.wav|10|10|20|0|1|22158
Bat_Att.wav|Bat_Att.wav|10|10|20|0|1|22159
Rat_Idl.wav|Rat_Idl.wav|10|10|20|0|1|22160
Rat_Hit.wav|Rat_Hit.wav|10|10|20|0|1|22161
Rat_Die.wav|Rat_Die.wav|10|10|20|0|1|22162
Rat_Att.wav|Rat_Att.wav|10|10|20|0|1|22163
SnakeIdl.wav|SnakeIdl.wav|10|10|20|0|1|22164
SnakeHit.wav|SnakeHit.wav|10|10|20|0|1|22165
SnakeDie.wav|SnakeDie.wav|10|10|20|0|1|22166
SnakeAtt.wav|SnakeAtt.wav|10|10|20|0|1|22167
SpidIdl.wav|SpidIdl.wav|10|10|20|0|1|22168
Spid_Hit.wav|Spid_Hit.wav|10|10|20|0|1|22169
Spid_Die.wav|Spid_Die.wav|10|10|20|0|1|22170
Spid_Wlk.wav|Spid_Wlk.wav|10|10|20|0|1|22171
Spid_Att.wav|Spid_Att.wav|10|10|20|0|1|22172
ClokLoop.wav|ClokLoop.wav|10|10|20|0|1|22173
Clok_Idl.wav|Clok_Idl.wav|10|10|20|0|1|22174
Clok_Hit.wav|Clok_Hit.wav|10|10|20|0|1|22175
Clok_Die.wav|Clok_Die.wav|10|10|20|0|1|22176
GnollIdl.wav|GnollIdl.wav|10|10|20|0|1|22177
GnollHit.wav|GnollHit.wav|10|10|20|0|1|22178
GnollDie.wav|GnollDie.wav|10|10|20|0|1|22179
GnollAtt.wav|GnollAtt.wav|10|10|20|0|1|22180
GnollSAt.wav|GnollSAt.wav|10|10|20|0|1|22181
Gob_Idl.wav|Gob_Idl.wav|10|10|20|0|1|22182
Gob_Hit.wav|Gob_Hit.wav|10|10|20|0|1|22183
Gob_Die.wav|Gob_Die.wav|10|10|20|0|1|22184
Gob_Att.wav|Gob_Att.wav|10|10|20|0|1|22185
Gob_SAt.wav|Gob_SAt.wav|10|10|20|0|1|22186
GoriLp.wav|GoriLp.wav|10|10|20|0|1|22187
GorilIdl.wav|GorilIdl.wav|10|10|20|0|1|22188
GorilHit.wav|GorilHit.wav|10|10|20|0|1|22189
GorilDie.wav|GorilDie.wav|10|10|20|0|1|22190
GorilAtt.wav|GorilAtt.wav|10|10|20|0|1|22191
Wolf_Idl.wav|Wolf_Idl.wav|10|10|20|0|1|22192
Wolf_Hit.wav|Wolf_Hit.wav|10|10|20|0|1|22193
Wolf_Die.wav|Wolf_Die.wav|10|10|20|0|1|22194
Wolf_Att.wav|Wolf_Att.wav|10|10|20|0|1|22195
Bear_Idl.wav|Bear_Idl.wav|10|10|20|0|1|22196
Bear_Hit.wav|Bear_Hit.wav|10|10|20|0|1|22197
Bear_Die.wav|Bear_Die.wav|10|10|20|0|1|22198
Bear_Att.wav|Bear_Att.wav|10|10|20|0|1|22199
Der_Lp.wav|Der_Lp.wav|10|10|20|0|1|22200
dervish_idle.wav|dervish_idle.wav|10|10|20|0|1|22201
dervish_dam.wav|dervish_dam.wav|10|10|20|0|1|22202
dervish_dth.wav|dervish_dth.wav|10|10|20|0|1|22203
dervish_atk.wav|dervish_atk.wav|10|10|20|0|1|22204
Imp_Hit.wav|Imp_Hit.wav|10|10|20|0|1|22205
Imp_Die.wav|Imp_Die.wav|10|10|20|0|1|22206
Imp_Att.wav|Imp_Att.wav|10|10|20|0|1|22207
GrifLoop.wav|GrifLoop.wav|10|10|20|0|1|22208
Grif_Idl.wav|Grif_Idl.wav|10|10|20|0|1|22209
Grif_Hit.wav|Grif_Hit.wav|10|10|20|0|1|22210
Grif_Die.wav|Grif_Die.wav|10|10|20|0|1|22211
Grif_Att.wav|Grif_Att.wav|10|10|20|0|1|22212
Grif_SAt.wav|Grif_SAt.wav|10|10|20|0|1|22213
Kobo_Idl.wav|Kobo_Idl.wav|10|10|20|0|1|22214
Kobo_Hit.wav|Kobo_Hit.wav|10|10|20|0|1|22215
Kobo_Die.wav|Kobo_Die.wav|10|10|20|0|1|22216
Kobo_Att.wav|Kobo_Att.wav|10|10|20|0|1|22217
WereBIdl.wav|WereBIdl.wav|10|10|20|0|1|22218
WereBHit.wav|WereBHit.wav|10|10|20|0|1|22219
WereBDie.wav|WereBDie.wav|10|10|20|0|1|22220
WereBAtt.wav|WereBAtt.wav|10|10|20|0|1|22221
DragIIdl.wav|DragIIdl.wav|10|25.5|51|0|1|22222
Drag_Hit.wav|Drag_Hit.wav|10|25.5|51|0|1|22223
Drag_Die.wav|Drag_Die.wav|10|25.5|51|0|1|22224
GiantWlk.wav|GiantWlk.wav|10|25.5|51|0|1|22225
Drag_Att.wav|Drag_Att.wav|10|25.5|51|0|1|22226
DragFSAt.wav|DragFSAt.wav|10|25.5|51|0|1|22227
DragFIdl.wav|DragFIdl.wav|10|25.5|51|0|1|22228
DragISAt.wav|DragISAt.wav|10|25.5|51|0|1|22229
Lion_Idl.wav|Lion_Idl.wav|10|10|20|0|1|22230
Lion_Hit.wav|Lion_Hit.wav|10|10|20|0|1|22231
Lion_Die.wav|Lion_Die.wav|10|10|20|0|1|22232
Lion_Att.wav|Lion_Att.wav|10|10|20|0|1|22233
Liza_Idl.wav|Liza_Idl.wav|10|10|20|0|1|22234
Liza_Hit.wav|Liza_Hit.wav|10|10|20|0|1|22235
Liza_Die.wav|Liza_Die.wav|10|10|20|0|1|22236
Liza_Att.wav|Liza_Att.wav|10|10|20|0|1|22237
LizaSAtt.wav|LizaSAtt.wav|10|10|20|0|1|22238
MimicHit.wav|MimicHit.wav|10|10|20|0|1|22239
MimicDie.wav|MimicDie.wav|10|10|20|0|1|22240
Mimic_Lp.wav|Mimic_Lp.wav|10|10|20|0|1|22241
MimicAtt.wav|MimicAtt.wav|10|10|20|0|1|22242
Mino_Idl.wav|Mino_Idl.wav|10|10|20|0|1|22243
Mino_Hit.wav|Mino_Hit.wav|10|10|20|0|1|22244
Mino_Die.wav|Mino_Die.wav|10|10|20|0|1|22245
Mino_Att.wav|Mino_Att.wav|10|10|20|0|1|22246
Mino_SAt.wav|Mino_SAt.wav|10|10|20|0|1|22247
Orc_Idl.wav|Orc_Idl.wav|10|10|20|0|1|22248
Orc_Hit.wav|Orc_Hit.wav|10|10|20|0|1|22249
Orc_Die.wav|Orc_Die.wav|10|10|20|0|1|22250
Orc_Att.wav|Orc_Att.wav|10|10|20|0|1|22251
OrcSAtt.wav|OrcSAtt.wav|10|10|20|0|1|22252
PixiLoop.wav|PixiLoop.wav|10|10|20|0|1|22253
PixieHit.wav|PixieHit.wav|10|10|20|0|1|22254
PixieDie.wav|PixieDie.wav|10|10|20|0|1|22255
PixieSAt.wav|PixieSAt.wav|10|10|20|0|1|22256
drakm_wool_idle.wav|drakm_wool_idle.wav|10|10|20|0|1|22257
drakm_wool_dam.wav|drakm_wool_dam.wav|10|10|20|0|1|22258
drakm_wool_dth.wav|drakm_wool_dth.wav|10|10|20|0|1|22259
drakm_wool_atk.wav|drakm_wool_atk.wav|10|10|20|0|1|22260
drakf_wool_idle.wav|drakf_wool_idle.wav|10|10|20|0|1|22261
drakf_wool_dam.wav|drakf_wool_dam.wav|10|10|20|0|1|22262
drakf_wool_dth.wav|drakf_wool_dth.wav|10|10|20|0|1|22263
drakf_wool_atk.wav|drakf_wool_atk.wav|10|10|20|0|1|22264
Skel_Hit.wav|Skel_Hit.wav|10|10|20|0|1|22265
Skel_Die.wav|Skel_Die.wav|10|10|20|0|1|22266
SkelAtt1.wav|SkelAtt1.wav|10|10|20|0|1|22267
Skel_Std.wav|Skel_Std.wav|10|10|20|0|1|22268
SkelAtt2.wav|SkelAtt2.wav|10|10|20|0|1|22269
Shrk_Die.wav|Shrk_Die.wav|10|10|20|0|1|22270
Shrk_Att.wav|Shrk_Att.wav|10|10|20|0|1|22271
Trea_Idl.wav|Trea_Idl.wav|10|10|20|0|1|22272
Trea_Hit.wav|Trea_Hit.wav|10|10|20|0|1|22273
Trea_Die.wav|Trea_Die.wav|10|10|20|0|1|22274
Trea_Wlk.wav|Trea_Wlk.wav|10|10|20|0|1|22275
Trea_Att.wav|Trea_Att.wav|10|10|20|0|1|22276
Trea_SAt.wav|Trea_SAt.wav|10|10|20|0|1|22277
VampK_Lp.wav|VampK_Lp.wav|10|10|20|0|1|22278
VampKIdle.wav|VampKIdle.wav|10|10|20|0|1|22279
VampKAtt.wav|VampKAtt.wav|10|10|20|0|1|22280
VampKSAt.wav|VampKSAt.wav|10|10|20|0|1|22281
Tent_Idl.wav|Tent_Idl.wav|10|10|20|0|1|22282
Tent_Hit.wav|Tent_Hit.wav|10|10|20|0|1|22283
Tent_Die.wav|Tent_Die.wav|10|10|20|0|1|22284
Tent_Wlk.wav|Tent_Wlk.wav|10|10|20|0|1|22285
Tent_Att.wav|Tent_Att.wav|10|10|20|0|1|22286
WiloLoop.wav|WiloLoop.wav|10|10|20|0|1|22287
Wilo_Hit.wav|Wilo_Hit.wav|10|10|20|0|1|22288
Wilo_Die.wav|Wilo_Die.wav|10|10|20|0|1|22289
Wilo_Att.wav|Wilo_Att.wav|10|10|20|0|1|22290
Zom_Idl1.wav|Zom_Idl1.wav|10|10|20|0|1|22291
FlshHit2.WAV|FlshHit2.WAV|10|10|20|0|1|22292
Zom_Die.wav|Zom_Die.wav|10|10|20|0|1|22293
Zom_Att.wav|Zom_Att.wav|10|10|20|0|1|22294
Zom_Idl2.wav|Zom_Idl2.wav|10|10|20|0|1|22295
ZomF_Die.wav|ZomF_Die.wav|10|10|20|0|1|22296
ZomF_Att.wav|ZomF_Att.wav|10|10|20|0|1|22297
BoatLoop.wav|BoatLoop.wav|10|10|20|0|1|22298
Pira_Hit.wav|Pira_Hit.wav|10|10|20|0|1|22299
Pira_Die.wav|Pira_Die.wav|10|10|20|0|1|22300
Pira_Att.wav|Pira_Att.wav|10|10|20|0|1|22301
Elem_Hit.wav|Elem_Hit.wav|10|10|20|0|1|22302
Elem_Die.wav|Elem_Die.wav|10|10|20|0|1|22303
Elem_Att.wav|Elem_Att.wav|10|10|20|0|1|22304
Puma_Idl.wav|Puma_Idl.wav|10|10|20|0|1|22305
Puma_Hit.wav|Puma_Hit.wav|10|10|20|0|1|22306
Puma_Die.wav|Puma_Die.wav|10|10|20|0|1|22307
Puma_Att.wav|Puma_Att.wav|10|10|20|0|1|22308
panther_blk_idle.wav|panther_blk_idle.wav|10|10|20|0|1|22309
panther_blk_dam.wav|panther_blk_dam.wav|10|10|20|0|1|22310
panther_blk_dth.wav|panther_blk_dth.wav|10|10|20|0|1|22311
panther_blk_atk.wav|panther_blk_atk.wav|10|10|20|0|1|22312
Bix_Loop.wav|Bix_Loop.wav|10|10|20|0|1|22313
Bix_Hit.wav|Bix_Hit.wav|10|10|20|0|1|22314
Bix_Die.wav|Bix_Die.wav|10|10|20|0|1|22315
Bix_Att.wav|Bix_Att.wav|10|10|20|0|1|22316
Hand_Idl.wav|Hand_Idl.wav|10|10|20|0|1|22317
Hand_Hit.wav|Hand_Hit.wav|10|10|20|0|1|22318
Hand_Die.wav|Hand_Die.wav|10|10|20|0|1|22319
Hand_Att.wav|Hand_Att.wav|10|10|20|0|1|22320
Scar_Idl.wav|Scar_Idl.wav|10|10|20|0|1|22321
Scar_Hit.wav|Scar_Hit.wav|10|10|20|0|1|22322
Scar_Die.wav|Scar_Die.wav|10|10|20|0|1|22323
Scar_Att.wav|Scar_Att.wav|10|10|20|0|1|22324
Scar_SAt.wav|Scar_SAt.wav|10|10|20|0|1|22325
SkunkIdl.wav|SkunkIdl.wav|10|10|20|0|1|22326
SkunkHit.wav|SkunkHit.wav|10|10|20|0|1|22327
SkunkDie.wav|SkunkDie.wav|10|10|20|0|1|22328
SkunkAtt.wav|SkunkAtt.wav|10|10|20|0|1|22329
SkunkSAt.wav|SkunkSAt.wav|10|10|20|0|1|22330
SpecLoop.wav|SpecLoop.wav|10|10|20|0|1|22331
Spec_Idl.wav|Spec_Idl.wav|10|10|20|0|1|22332
Spec_Hit.wav|Spec_Hit.wav|10|10|20|0|1|22333
Spec_Die.wav|Spec_Die.wav|10|10|20|0|1|22334
Spec_Att.wav|Spec_Att.wav|10|10|20|0|1|22335
SphiLoop.wav|SphiLoop.wav|10|10|20|0|1|22336
Sphi_Idl.wav|Sphi_Idl.wav|10|10|20|0|1|22337
Sphi_Hit.wav|Sphi_Hit.wav|10|10|20|0|1|22338
Sphi_Die.wav|Sphi_Die.wav|10|10|20|0|1|22339
Sphi_Att.wav|Sphi_Att.wav|10|10|20|0|1|22340
Sphi_SAt.wav|Sphi_SAt.wav|10|10|20|0|1|22341
ArmadIdl.wav|ArmadIdl.wav|10|10|20|0|1|22342
AmadHit.wav|AmadHit.wav|10|10|20|0|1|22343
AmadDie.wav|AmadDie.wav|10|10|20|0|1|22344
AmadAtt.wav|AmadAtt.wav|10|10|20|0|1|22345
Drake_Lp.wav|Drake_Lp.wav|10|10|20|0|1|22346
DrakeIdl.wav|DrakeIdl.wav|10|10|20|0|1|22347
DrakeHit.wav|DrakeHit.wav|10|10|20|0|1|22348
DrakeDie.wav|DrakeDie.wav|10|10|20|0|1|22349
DrakeAtt.wav|DrakeAtt.wav|10|10|20|0|1|22350
DrakeSAt.wav|DrakeSAt.wav|10|10|20|0|1|22351
GatorIdl.wav|GatorIdl.wav|10|10|20|0|1|22352
GatorHit.wav|GatorHit.wav|10|10|20|0|1|22353
GatorDie.wav|GatorDie.wav|10|10|20|0|1|22354
GatorAtt.wav|GatorAtt.wav|10|10|20|0|1|22355
CazT_Idl.wav|CazT_Idl.wav|10|10|20|0|1|22356
CazT_Hit.wav|CazT_Hit.wav|10|10|20|0|1|22357
CazT_Die.wav|CazT_Die.wav|10|10|20|0|1|22358
CazT_Att.wav|CazT_Att.wav|10|10|20|0|1|22359
CazTSAtt.wav|CazTSAtt.wav|10|10|20|0|1|22360
VmpEMHit.wav|VmpEMHit.wav|10|10|20|0|1|22361
VmpEMDie.wav|VmpEMDie.wav|10|10|20|0|1|22362
VmpEMAtt.wav|VmpEMAtt.wav|10|10|20|0|1|22363
VmpEFHit.wav|VmpEFHit.wav|10|10|20|0|1|22364
VmpEFDie.wav|VmpEFDie.wav|10|10|20|0|1|22365
VmpEFAtt.wav|VmpEFAtt.wav|10|10|20|0|1|22366
Deni_Idl.wav|Deni_Idl.wav|10|10|20|0|1|22367
Deni_Hit.wav|Deni_Hit.wav|10|10|20|0|1|22368
Deni_Die.wav|Deni_Die.wav|10|10|20|0|1|22369
Deni_Att.wav|Deni_Att.wav|10|10|20|0|1|22370
Deni_Satt.wav|Deni_Satt.wav|10|10|20|0|1|22371
DervHit.wav|DervHit.wav|10|10|20|0|1|22372
DervDie.wav|DervDie.wav|10|10|20|0|1|22373
DervAtt.wav|DervAtt.wav|10|10|20|0|1|22374
Efr_Idl.wav|Efr_Idl.wav|10|10|20|0|1|22375
Efr_Hit.wav|Efr_Hit.wav|10|10|20|0|1|22376
Efr_Die.wav|Efr_Die.wav|10|10|20|0|1|22377
Efr_Att.wav|Efr_Att.wav|10|10|20|0|1|22378
Efr_SAtt.wav|Efr_SAtt.wav|10|10|20|0|1|22379
icefreti_idle.wav|icefreti_idle.wav|10|10|20|0|1|22380
icefreti_dam.wav|icefreti_dam.wav|10|10|20|0|1|22381
icefreti_dth.wav|icefreti_dth.wav|10|10|20|0|1|22382
icefreti_atk.wav|icefreti_atk.wav|10|10|20|0|1|22383
FrTadHit.wav|FrTadHit.wav|10|10|20|0|1|22384
FrTadDie.wav|FrTadDie.wav|10|10|20|0|1|22385
FrTadAtt.wav|FrTadAtt.wav|10|10|20|0|1|22386
KedgeHit.wav|KedgeHit.wav|10|10|20|0|1|22387
KedgeDie.wav|KedgeDie.wav|10|10|20|0|1|22388
KedgeAtt.wav|KedgeAtt.wav|10|10|20|0|1|22389
KedgeSAt.wav|KedgeSAt.wav|10|10|20|0|1|22390
Mamm_Idl.wav|Mamm_Idl.wav|10|10|20|0|1|22391
Mamm_Hit.wav|Mamm_Hit.wav|10|10|20|0|1|22392
Mamm_Die.wav|Mamm_Die.wav|10|10|20|0|1|22393
GiantWlk.wav|GiantWlk.wav|10|10|20|0|1|22394
Mamm_Att.wav|Mamm_Att.wav|10|10|20|0|1|22395
GiantRun.wav|GiantRun.wav|10|10|20|0|1|22396
WaspLoop.wav|WaspLoop.wav|10|10|20|0|1|22397
Wasp_Hit.wav|Wasp_Hit.wav|10|10|20|0|1|22398
Wasp_Die.wav|Wasp_Die.wav|10|10|20|0|1|22399
Wasp_Att.wav|Wasp_Att.wav|10|10|20|0|1|22400
MermIdl.wav|MermIdl.wav|10|10|20|0|1|22401
Merm_Hit.wav|Merm_Hit.wav|10|10|20|0|1|22402
Merm_Die.wav|Merm_Die.wav|10|10|20|0|1|22403
Merm_Att.wav|Merm_Att.wav|10|10|20|0|1|22404
Merm_SAt.wav|Merm_SAt.wav|10|10|20|0|1|22405
