id|zone_name|max_x|max_y|max_z|min_x|min_y|heading|name|item|max_allowed|respawn_timer|min_expansion|comment
45|cobaltscar|896.839|363.41|-47.874|896.839|363.41|0|IT400|30065|1|3600000|-1|
46|cobaltscar|483.839|163.41|-47.874|483.839|163.41|0|IT400|30065|1|3600000|-1|
47|cobaltscar|508.839|-704.59|-47.874|508.839|-704.59|0|IT400|30065|1|300000|-1|
48|cobaltscar|177.839|1239.41|-47.874|177.839|1239.41|0|IT400|30065|1|3600000|-1|
49|cobaltscar|-451.161|-7.58966|-47.874|-451.161|-7.58966|0|IT400|30065|1|3600000|-1|
50|cobaltscar|-11.1614|1225.41|-47.874|-11.1614|1225.41|0|IT400|30065|1|3600000|-1|
51|cobaltscar|240|-1155|-18|240|-1155|0|IT400|19122|3|1800000|-1|
52|cobaltscar|585|-1240|-12|585|-1240|0|IT400|19122|1|1800000|-1|
53|cobaltscar|287.839|-136.59|-27.1201|287.839|-136.59|0|IT400|19126|1|1800000|-1|
54|cobaltscar|66.8386|821.41|-42.87|66.8386|821.41|0|IT400|19126|1|1800000|-1|
55|cobaltscar|704.839|1416.41|-47.874|704.839|1416.41|0|IT400|19126|1|1800000|-1|
56|cobaltscar|63.8386|2.41034|-40.8503|63.8386|2.41034|0|IT400|19126|1|1800000|-1|
57|cobaltscar|602.839|-246.59|-20.5493|602.839|-246.59|0|IT400|19126|1|1800000|-1|
58|cobaltscar|1171|-598|2|1171|-598|0|IT400|19122|1|1800000|-1|
59|cobaltscar|516|-1371|-23|516|-1371|0|IT400|19122|1|1800000|-1|
60|cobaltscar|206|-870|-12|206|-870|0|IT400|19122|2|1800000|-1|
61|cobaltscar|214|-863|-44|214|-863|0|IT400|19122|2|1800000|-1|
62|dalnir|-17|54|-180|-17|54|0|IT65|10616|1|300000|-1|
63|dalnir|162|-452|2|162|-152|0|IT63|18044|1|300000|-1|
64|dalnir|-47|-685|-193|-47|-685|0|IT63|18046|1|300000|-1|
65|dalnir|121|-337|-179|121|-337|0|IT63|18048|1|300000|-1|
66|dalnir|-297|-63|-179|-297|-63|0|IT63|18049|1|300000|-1|
67|dalnir|217|-968|-81|217|-968|0|IT63|18045|1|300000|-1|
68|eastwastes|-5287|-454|152.053|-5287|-454|0|IT400|30062|1|864000|-1|
69|eastwastes|-4297|-1314|155.191|-4297|-1314|0|IT400|30062|1|864000|-1|
70|eastwastes|-5867|-1015|177.272|-5867|-1015|0|IT400|30062|1|864000|-1|
71|eastwastes|-4512|-628|175.511|-4512|-628|0|IT400|30062|1|864000|-1|
72|eastwastes|-3120|-978|178.378|-3120|-978|0|IT400|30062|1|864000|-1|
73|eastwastes|-5987|2291|171.466|-5987|2291|0|IT400|30062|1|864000|-1|
74|eastwastes|-6046|2569|175.57|-6046|2569|0|IT400|30062|1|864000|-1|
75|eastwastes|-7089|423|156.607|-7089|423|0|IT400|30062|1|864000|-1|
76|eastwastes|-5896|751|223.272|-5896|751|0|IT400|30062|1|864000|-1|
77|eastwastes|-7630|1177|192.689|-7630|1177|0|IT400|30062|1|864000|-1|
78|eastwastes|-7697|1437|201.55|-7697|1437|0|IT400|30062|1|864000|-1|
79|eastwastes|-7345|2729|191.734|-7345|2729|0|IT400|30062|1|864000|-1|
80|eastwastes|-7653|1346|198.378|-7653|1346|0|IT400|30062|1|864000|-1|
81|eastwastes|-7692|2520|148.939|-7692|2520|0|IT400|30062|1|864000|-1|
82|eastwastes|-7581|1362|194.44|-7581|1362|0|IT400|30062|1|864000|-1|
83|ecommons|982|2593|-49|982|2593|0|IT1|12241|1|1200000|-1|
84|ecommons|1035|2617|-49|1035|2617|0|IT1|12242|1|1200000|-1|
85|ecommons|1018|2613|-49|1018|2613|0|IT1|12243|1|1200000|-1|
86|erudnext|-605|-725|28.8|-605|-725|0|IT203|6706|1|300000|-1|
87|erudnext|-275|-460|-28|-275|-460|0|IT63|13878|1|300000|-1|
88|erudnext|-215|-475|-28|-215|-475|0|IT63|13878|1|300000|-1|
89|erudnext|5|-485|-28|5|-485|0|IT63|13878|1|300000|-1|
90|erudnint|702|739|43|702|739|0|IT63|10781|1|300000|-1|
91|erudsxing|-1161|2356|-290|-1161|2356|0|IT35|14350|1|3600000|-1|
92|erudsxing|-526|2289|-289|-526|2289|0|IT14|1769|1|3600000|-1|
93|erudsxing|-595|2065|-53|-595|2065|0|IT63|1770|1|3600000|-1|
94|everfrost|2984|-5717|-253|2984|-5717|0|IT63|19003|1|360000|-1|
95|everfrost|4534|-5233|-96|4534|-5233|0|IT63|6702|1|300000|-1|
96|everfrost|4999|-5094|-83|4999|-5094|0|IT35|14351|1|360000|-1|
97|everfrost|1407|-4571|-190|1407|-4571|0|IT|13249|1|300000|-1|
98|everfrost|1465|-4500|-230|1465|-4500|0|IT|13248|1|300000|-1|
99|everfrost|1578|-4489|-242|1578|-4489|0|IT|13247|1|300000|-1|
100|feerrott|134|702|-151|134|702|0|IT64|1796|1|300000|2|
101|felwithea|-109|-788|-48|-109|-788|0|IT64|10782|1|300000|-1|
102|freporte|-105|-491|-80|-105|-491|0|ORD|12350|1|7200000|-1|
103|freporte|-405|-1154|-108|-405|-1154|0|ORD|13891|1|7200000|-1|
104|freporte|-232|-882|-95.75|-232|-882|0|IT63|13814|1|7200000|-1|
105|freportw|130|-750|-70|130|-750|0|IT63|10783|1|300000|-1|
106|frontiermtns|-267|-281|557|-267|-281|0|IT63|14796|1|300000|-1|
107|frontiermtns|1347|2027|971|1347|2027|0|IT63|14796|1|300000|-1|
108|frontiermtns|814|-2422|537|814|-2422|0|IT63|14796|1|300000|-1|
109|gfaydark|-1773|-1871|70.0996|-1773|-1871|0|IT403|22119|1|1800000|1|
110|gfaydark|215|-94|54.9177|215|-94|0|IT403|22119|1|1800000|1|
111|gfaydark|-1426|-1872|34.4143|-1426|-1872|0|IT403|22119|1|1800000|1|
112|gfaydark|200|-22|53.6282|200|-22|0|IT403|22119|1|1800000|1|
113|gfaydark|-1660.99|-2270.45|6.52608|-1660.99|-2270.45|0|IT403|22119|1|1800000|1|
114|gfaydark|279|-762|2.15725|279|-762|0|IT403|22119|1|1800000|1|
115|gfaydark|-2122.99|933.555|-15.414|-2122.99|933.555|0|IT403|22119|1|1800000|1|
116|gfaydark|2081.01|-1749.45|-20.945|2081.01|-1749.45|0|IT403|22119|1|1800000|1|
117|gfaydark|1482.01|-918.445|2.15725|1482.01|-918.445|0|IT403|22119|1|1800000|1|
118|gfaydark|1899|965|0.324669|1899|965|0|IT403|22119|1|1800000|1|
119|gfaydark|-43|2313|-5.38102|-43|2313|0|IT403|22119|1|1800000|1|
120|gfaydark|2089|-832|53.9705|2089|-832|0|IT403|22119|1|1800000|1|
121|gfaydark|267.01|-2155.45|5.38693|267.01|-2155.45|0|IT403|22119|1|1800000|1|
122|gfaydark|1344|-605|34.3372|1344|-605|0|IT403|22119|1|1800000|1|
123|gfaydark|2220|-676|7.05538|2220|-676|0|IT403|22119|1|1800000|1|
124|greatdivide|-5019|-716|-402|-5019|-716|-385|IT63|1696|1|300000|-1|
125|grobb|196|-262|0|196|-262|0|IT64|10784|1|300000|-1|
126|gukbottom|1649|-477|-82|1649|-477|0|IT35|14363|1|360000|-1|
127|gukbottom|1153|-676|-122|1153|-676|0|IT35|14354|1|360000|-1|
128|guktop|204|-483|-29|204|-483|0|IT63|19007|1|360000|-1|
129|halas|-134|180|-10|-134|180|0|IT63|10785|1|300000|-1|
130|hateplane|-58|325|52|-58|325|389|IT28|28016|1|300000|-1|
131|highpass|-175|450|-10|-175|450|0|IT35|14356|1|360000|-1|
132|hole|244|-537|-164|244|-537|0|IT63|30726|1|300000|-1|
133|iceclad|2939|3242|218|2939|3242|0|IT63|30290|1|1800000|-1|
134|iceclad|2934|3236|217|2934|3236|0|IT63|30291|1|900000|-1|
135|iceclad|2920|3237|216|2920|3237|0|IT63|30290|1|1200000|-1|
136|iceclad|2910|3228|216|2910|3228|0|IT63|30291|1|600000|-1|
137|innothule|1163|-68|-20.669|1163|-68|0|IT401|19192|1|300000|-1|
138|innothule|-1925|56|-34.679|-1925|56|0|IT401|19192|1|300000|-1|
139|innothule|-1787|113|-28.613|-1787|113|0|IT401|19192|1|300000|-1|
140|innothule|-1822|-209|-16.314|-1822|-209|0|IT401|19192|1|300000|-1|
141|innothule|2049|1322|-24.078|2049|1322|0|IT401|19192|1|300000|-1|
142|innothule|2108|-477|-39.442|2108|-477|0|IT401|19192|1|300000|-1|
143|innothule|-1868|151|-28.916|-1868|151|0|IT401|19192|1|300000|-1|
144|innothule|-629|-88|-29.598|-629|-88|0|IT401|19192|1|300000|-1|
145|innothule|-1819|-246|-18.838|-1819|-246|0|IT401|19192|1|300000|-1|
146|innothule|-2551|-85|-14.525|-2551|-85|0|IT401|19192|1|300000|-1|
147|innothule|-2188|-239|-22.286|-2188|-239|0|IT401|19192|1|300000|-1|
148|innothule|-2268|-162|-16.311|-2268|-162|0|IT401|19192|1|300000|-1|
149|innothule|2164|1655|-28.255|2164|1655|0|IT401|19192|1|300000|-1|
150|innothule|2056|1494|-44.891|2056|1494|0|IT401|19192|1|300000|-1|
151|innothule|-189|151|-29.981|-189|151|0|IT401|19192|1|300000|-1|
152|innothule|1089|1711|-26.127|1089|1711|0|IT401|19192|1|300000|-1|
153|innothule|-2548|166|-25.221|-2548|166|0|IT401|19192|1|300000|-1|
154|innothule|-1877|-348|-28.136|-1877|-348|0|IT401|19192|1|300000|-1|
155|innothule|-2076|-349|-9.022|-2076|-349|0|IT401|19192|1|300000|-1|
156|innothule|2068|1301|-23.104|2068|1301|0|IT402|19193|1|300000|2|
157|innothule|1986|164|-30.652|1986|164|0|IT402|19193|1|300000|2|
158|innothule|2015|341|-28.41|2015|341|0|IT402|19193|1|300000|2|
159|innothule|1465|227|-26.243|1465|227|0|IT402|19193|1|300000|2|
160|innothule|150|399|-19.558|150|399|0|IT402|19193|1|300000|2|
161|innothule|-2117|475|-22.039|-2117|475|0|IT402|19193|1|300000|2|
162|innothule|-1852|130|-29.278|-1852|130|0|IT402|19193|1|300000|2|
163|innothule|-2313|58|-28.157|-2313|58|0|IT402|19193|1|300000|2|
164|innothule|-2389|-205|-25.201|-2389|-205|0|IT402|19193|1|300000|2|
165|innothule|-2235|-320|-29.217|-2235|-320|0|IT402|19193|1|300000|2|
166|innothule|2120|551|-32.533|2120|551|0|IT402|19193|1|300000|2|
167|innothule|2178|697|-32.435|2178|697|0|IT402|19193|1|300000|2|
168|innothule|2098|1079|-16.648|2098|1079|0|IT402|19193|1|300000|2|
169|innothule|-402|2010|-29.646|-402|2010|0|IT402|19193|1|300000|2|
170|innothule|1493|960|-44.04|1493|960|0|IT402|19193|1|300000|2|
171|innothule|1478|799|-26.14|1478|799|0|IT402|19193|1|300000|2|
172|innothule|-1932|-462|-28.439|-1932|-462|0|IT402|19193|1|300000|2|
173|innothule|-2351|-605|-29.755|-2351|-605|0|IT402|19193|1|300000|2|
174|innothule|-1959|-418|-25.318|-1959|-418|0|IT402|19193|1|300000|2|
175|innothule|-2201|-292|-28.077|-2201|-292|0|IT402|19193|1|300000|2|
176|innothule|2041|346|-27.406|2041|346|0|IT402|19193|1|300000|2|
177|innothule|2012|-256|-2.261|2012|-256|0|IT402|19193|1|300000|2|
178|innothule|2210|1185|-29.293|2210|1185|0|IT402|19193|1|300000|2|
179|innothule|626|812|-38.299|626|812|0|IT402|19193|1|300000|2|
180|innothule|-120|565|-31.767|-120|565|0|IT402|19193|1|300000|2|
181|innothule|-2528|82|-25.691|-2528|82|0|IT402|19193|1|300000|2|
182|innothule|-1795|104|-29.048|-1795|104|0|IT402|19193|1|300000|2|
183|innothule|-1756|187|-18.395|-1756|187|0|IT402|19193|1|300000|2|
184|innothule|-2081|-351|-8.668|-2081|-351|0|IT402|19193|1|300000|2|
185|innothule|-2537|-418|-29.948|-2537|-418|0|IT402|19193|1|300000|2|
186|kael|-557|2497|-327|-557|2497|58|IT64|17330|1|3600000|-1|
187|kael|-562|2494|-300|-562|2494|0|IT|27500|1|0|-1|
188|kael|-553|2495|125|-553|2495|0|IT|27500|1|0|-1|
189|kael|-563|2499|-300|-563|2499|0|IT|27500|1|0|-1|
190|kaesora|57|-444|-73|57|-444|0|IT63|19962|1|300000|-1|
191|kaladima|71|364|0|71|364|0|IT64|10786|1|300000|-1|
192|kaladimb|762|332|-92|762|332|0|IT1|6707|1|300000|-1|
193|kaladimb|641|-136|4|641|-136|128|IT402|19972|1|300000|2|
194|kaladimb|651|-128|4|651|-128|128|IT401|19985|1|300000|2|
195|kaladimb|641|-125|4|641|-125|128|IT401|19985|1|300000|2|
196|kaladimb|641|-116|4|641|-116|128|IT402|19972|1|300000|2|
197|kaladimb|641|-106|4|641|-106|128|IT401|19985|1|300000|2|
198|kaladimb|651|-110|4|651|-110|128|IT401|19985|1|300000|2|
199|kaladimb|641|-98|4|641|-98|128|IT402|19972|1|300000|2|
200|kaladimb|651|-91|4|651|-91|128|IT401|19985|1|300000|2|
201|kaladimb|661|-83|4|661|-83|128|IT402|19972|1|300000|2|
202|kaladimb|671|-94|4|671|-94|128|IT401|19985|1|300000|2|
203|kaladimb|661|-100|4|661|-100|128|IT402|19972|1|300000|2|
204|kaladimb|671|-99|4|671|-99|128|IT402|19972|1|300000|2|
205|kaladimb|661|-113|4|661|-113|128|IT401|19985|1|300000|2|
206|kaladimb|671|-115|4|671|-115|128|IT402|19972|1|300000|2|
207|kaladimb|971|-129|4|971|-129|128|IT401|19985|1|300000|2|
208|kaladimb|661|-125|4|661|-125|128|IT402|19972|1|300000|2|
209|kaladimb|661|-131|4|661|-131|128|IT402|19972|1|300000|2|
210|kaladimb|671|-133|4|671|-133|128|IT402|19972|1|300000|2|
211|karnor|44|-662|45|44|-662|385|IT44|3888|1|3600000|2|
212|kedge|-144|145|-251|-144|145|0|IT63|6703|1|300000|-1|
213|kedge|-35|57|311|-35|57|0|IT63|30725|1|300000|-1|
214|kithicor|1729|1143|230|1729|1143|0|IT63|18145|1|360000|-1|
215|kithicor|-86|3280|419|-86|3280|0|IT63|19001|1|360000|-1|
216|lakerathe|2512|924|-195|2512|924|0|IT63|20668|1|300000|1|
217|lakerathe|2785|133|-369|2785|133|0|IT35|14352|1|360000|-1|
218|lakerathe|3503|-620|-24|3503|-620|0|IT52|12278|1|3600000|-1|
219|lfaydark|1169|3606|-1|1169|3606|0|IT402|22136|1|1200000|-1|
220|lfaydark|1169|3624|-1|1169|3624|0|IT401|22122|1|1200000|1|
221|lfaydark|1372|2853|1|1372|2853|0|IT403|16594|1|1200000|1|
222|lfaydark|1089|3631|-1|1089|3631|0|IT401|22120|1|1200000|1|
223|lfaydark|-435|-1384|7.1|-435|-1384|0|IT403|16594|1|1200000|1|
224|lfaydark|-820|1349|1|-820|1349|0|IT403|16594|1|1200000|1|
225|lfaydark|685|2255|-17|685|2255|0|IT403|16594|1|1200000|1|
226|lfaydark|-833|3113|1|-833|3113|0|IT403|16594|1|1200000|1|
227|lfaydark|1089|3571|6.2|1089|3571|0|IT403|16594|1|1200000|1|
228|lfaydark|-219|1707|1|-219|1707|0|IT403|16594|1|1200000|1|
229|lfaydark|1111|3621|-1|1111|3621|0|IT401|22122|1|1200000|1|
230|lfaydark|1070|3661|-1|1070|3661|0|IT401|22122|1|1200000|1|
231|lfaydark|1090|3598|1|1090|3598|0|IT401|22122|1|1200000|1|
232|lfaydark|1053|3652|-1|1053|3652|0|IT401|22120|1|1200000|1|
233|lfaydark|1144|3591|-1|1144|3591|0|IT402|22136|1|1200000|-1|
234|mistmoore|-26|376|-224|-26|376|0|IT63|14362|1|60000|-1|
235|mistmoore|-24|98|-191|-24|98|0|IT63|6705|1|300000|-1|
236|mistmoore|-71|276|-235|-71|276|0|IT67|19016|1|7200000|-1|
237|mistmoore|-135|-126|-158|-135|-126|134|IT27|18179|1|300000|-1|
238|misty|814|-1555|-79|814|-1555|0|IT63|13045|1|300000|-1|
239|misty|911|-1510|-80|911|-1510|0|IT63|13045|1|300000|-1|
240|misty|851|-1436|-78|851|-1436|0|IT63|13045|1|300000|-1|
241|misty|699|930|-27.92|699|930|0|IT403|16496|1|300000|1|
242|misty|-569|1000|-25.025|-569|1000|0|IT403|16496|1|300000|1|
243|misty|15|1069|-33.265|15|1069|0|IT403|16496|1|300000|1|
244|misty|81|445|69.436|81|445|0|IT403|16496|1|300000|1|
245|misty|296|745|43.084|296|745|0|IT403|16496|1|300000|1|
246|misty|-906|591|-19.471|-906|591|0|IT403|16496|1|300000|1|
247|misty|-580|894|-34.421|-580|894|0|IT403|16496|1|300000|1|
248|misty|-716|1152|-4.205|-716|1152|0|IT403|16496|1|300000|1|
249|misty|-850|21|111.537|-850|21|0|IT403|16496|1|300000|1|
250|misty|-963|196|41.624|-963|196|0|IT403|16496|1|300000|1|
251|misty|361|-624|66.924|361|-624|0|IT403|16496|1|300000|1|
252|misty|-756|-743|-1.483|-756|-743|0|IT403|16496|1|300000|1|
253|misty|-292|-719|-25.6|-292|-719|0|IT403|16496|1|300000|1|
254|misty|-287|-2145|24.041|-287|-2145|0|IT403|16496|1|300000|1|
255|misty|-582|-510|22.432|-582|-510|0|IT403|16496|1|300000|1|
256|misty|369|-2144|-3.219|369|-2144|0|IT403|16496|1|300000|1|
257|misty|112|-1226|-42.221|112|-1226|0|IT403|16496|1|300000|1|
258|misty|901|-771|37.857|901|-771|0|IT403|16496|1|300000|1|
259|misty|876|-2174|-2.28|876|-2174|0|IT403|16496|1|300000|1|
260|misty|45|-1461|-0.459|45|-1461|0|IT403|16496|1|300000|1|
261|neriakb|5|-805|-60|5|-805|0|IT64|10787|1|300000|-1|
262|neriakb|20|-783|-67|20|-783|0|IT35|14358|1|360000|-1|
263|oasis|-795|-67|-151|-795|-67|0|IT35|14355|1|360000|-1|
264|oggok|216|387|59.1|216|387|0|IT63|10628|1|300000|-1|
265|oggok|110|100|-130|110|100|0|IT64|10788|1|300000|-1|
266|oot|-1621|2920|-292|-1621|2920|0|IT63|12363|1|300000|-1|
267|overthere|-194|-384|-206|-194|-384|0|IT63|10615|1|3600000|-1|
268|paw|690|-16|-28|690|-16|0|IT63|1695|1|3600000|-1|
269|permafrost|277|433|-39|277|433|0|IT400|22121|1|7200000|1|
270|permafrost|272|6|4|272|6|0|IT400|22121|1|7200000|1|
271|permafrost|313|173|4|313|173|0|IT400|22121|1|7200000|1|
272|permafrost|467|362|-39|467|362|255|IT400|22121|1|7200000|1|
273|permafrost|260|-16|-24|260|-16|255|IT400|22121|1|7200000|1|
274|permafrost|411|330|18|411|330|255|IT400|22121|1|7200000|1|
275|permafrost|316|105|-16|316|105|255|IT400|22121|1|7200000|1|
276|permafrost|261|-3|-24|261|-3|255|IT400|22121|1|7200000|1|
277|qcat|659.94|63.58|-94|659.94|63.58|0|IT35|14357|1|360000|-1|
278|qey2hh1|-3834|-4201|12.5247|-3834|-4201|0|IT64|13990|2|7200000|-1|
279|qey2hh1|-3197|-5223|36.5|-3197|-5223|0|IT64|13990|1|7200000|-1|
280|qey2hh1|-3803|-5283|6|-3803|-5283|0|IT64|13990|1|7200000|-1|
281|qey2hh1|-3780|-4246|17|-3780|-4246|0|IT64|13990|1|7200000|-1|
282|qeynos|-144.7|155|-36.9|-144.7|155|0|IT63|13702|1|300000|-1|
283|qeynos2|-90|-450|0|-90|-450|0|IT63|10789|1|300000|-1|
284|rivervale|-110|-378|-1|-166|-451|0|IT64|13973|1|600000|-1|
285|rivervale|-172|-249|3.9|-168|-247|0|63|13182|1|540000|-1|
286|rivervale|74|-379|-29.999|74|-379|0|IT63|13785|1|300000|-1|
287|skyfire|1528|-1199|111|1528|-1199|446|IT400|2448|1|1800000|-1|
288|skyfire|1536|-1209|112|1536|-1209|78|IT400|2448|1|1800000|-1|
289|skyfire|1516|-1211|104|1516|-1211|51|IT400|2448|1|1800000|-1|
290|skyfire|894|-1489|158|894|-1489|143|IT400|2448|1|1800000|-1|
291|skyfire|897|-1498|158|897|-1498|143|IT400|2448|1|1800000|-1|
292|skyfire|893|-1479|158|893|-1479|102|IT400|2448|1|1800000|-1|dusty old finger bones
293|skyfire|896|-1467|159|896|-1467|92|IT400|2448|1|1800000|-1|For Test of the Zealot (Greenmist Line)
294|skyfire|902|-1478|158|902|-1478|296|IT400|2448|1|1800000|-1|For the Crusaders of Greenmist Quest
295|skyfire|887|-1490|158|887|-1490|342|IT400|2448|1|1800000|-1|fusible igneous ore
296|skyfire|886|-1504|158|886|-1504|71|IT400|2448|1|1800000|-1|Geologists Hammer
297|skyfire|900|-1487|158|900|-1487|278|IT400|2448|1|1800000|-1|green river sludge
298|skyfire|-70|2278|-168|-70|2278|0|IT63|30724|1|300000|-1|Icon of the High Scale for Shaman Epic 1.0
299|steamfont|1707|-2218|-99|1707|-2218|0|IT63|6700|1|1200000|-1|Inscribable Words
300|steamfont|1212|-1784|-94|1212|-1784|0|IT400|22124|1|1500000|1|JumJum
301|steamfont|1732|-1902|-108|1732|-1902|0|IT400|19973|1|1200000|-1|Kevlin's Debt
302|steamfont|1313|-1765|-107|1313|-1765|0|IT400|22123|1|1500000|1|Key to North Wing Boss (A Charasis key)
303|steamfont|1775|-1915|-105|1775|-1915|0|IT400|19973|1|1500000|-1|Key to South Wing Boss (A Charasis key)
304|steamfont|1785|-1668|-109|1785|-1668|0|IT400|19973|1|1200000|-1|Key to West Wing Boss (A Charasis key)
305|steamfont|1803|-1638|-109|1803|-1638|0|IT400|19973|1|1500000|-1|large muddy sandals
306|steamfont|1555|-1793|-105|1555|-1793|0|IT400|22124|1|1800000|1|Magnifying Glass
307|steamfont|1618|-1830|-97|1918|-1830|0|IT400|22123|1|1200000|1|Needs Location Adjustment
308|steamfont|1610|-1745|-107|1610|-1745|0|IT400|22124|1|1500000|1|Needs Location Adjustment
309|steamfont|1637|-1729|-107|1637|-1729|0|IT400|22123|1|1200000|1|Needs Location Adjustment
310|steamfont|1641|-1664|-99|1641|-1664|0|IT400|22124|1|1500000|1|Oak Bark For Butcherblock
311|steamfont|1515|-1628|-84|1515|-1628|0|IT400|22123|1|1500000|1|Part of quest for Boots of the Reliant
312|steamfont|1523|-1597|-99|1523|-1597|0|IT400|22124|1|1500000|1|Part of quest for Boots of the Reliant
313|steamfont|1598|-1553|-100|1598|-1553|0|IT400|22123|1|1200000|1|Part of quest for Gauntlets of the Ardent
314|steamfont|1578|-1463|-107|1578|-1463|0|IT400|22124|1|1800000|1|Part of quest for Greaves of the Penitent
315|steamfont|1603|-1426|-107|1603|-1426|0|IT400|22123|1|1500000|1|Part of quest for Shadowbound Gloves
316|steamfont|1953|-34|-105|1953|-34|0|IT400|19973|1|1500000|-1|Part of quest for Solusek's Flower
317|steamfont|1950|-5|-92|1950|-5|0|IT400|19973|1|1800000|-1|Part of quest for Veeshans Peak key
318|steamfont|-177|375|-85|-177|375|0|IT400|19973|1|1200000|-1|Part of quest for Veeshans Peak key
319|swampofnohope|50|2935|0|50|2935|0|IT63|19961|1|43200000|-1|Part of Rogue Epic
