merchantid|enabled|slot|eq_itemid|wow_itemid|faction_required|quantity|is_mount|is_flying_mount|min_expansion|max_expansion
1014|1|7|15107|-1|-1100|0|0|0|-1|-1
1014|1|8|15410|-1|-1100|0|0|0|-1|-1
1014|1|9|15412|-1|-1100|0|0|0|-1|-1
1014|1|10|15632|-1|-1100|0|0|0|-1|-1
1015|1|0|15106|-1|-1100|0|0|0|-1|-1
1015|1|1|15115|-1|-1100|0|0|0|-1|-1
1015|1|2|15409|-1|-1100|0|0|0|-1|-1
1015|1|3|15479|-1|-1100|0|0|0|-1|-1
1015|1|4|15081|-1|-1100|0|0|0|-1|-1
1015|1|5|15575|-1|-1100|0|0|0|-1|-1
1015|1|6|15576|-1|-1100|0|0|0|-1|-1
1015|1|7|15069|-1|-1100|0|0|0|-1|-1
1015|1|8|15120|-1|-1100|0|0|0|-1|-1
1015|1|9|15620|-1|-1100|0|0|0|-1|-1
1015|1|10|15621|-1|-1100|0|0|0|-1|-1
1015|1|11|15121|-1|-1100|0|0|0|-1|-1
1015|1|12|15122|-1|-1100|0|0|0|-1|-1
1015|1|13|15664|-1|-1100|0|0|0|-1|-1
1015|1|14|15680|-1|-1100|0|0|0|-1|-1
1015|1|15|15627|-1|-1100|0|0|0|-1|-1
1015|1|16|15626|-1|-1100|0|0|0|-1|-1
1016|1|0|15334|-1|-1100|0|0|0|-1|-1
1016|1|1|15333|-1|-1100|0|0|0|-1|-1
1016|1|2|15336|-1|-1100|0|0|0|-1|-1
1016|1|3|15068|-1|-1100|0|0|0|-1|-1
1016|1|4|15083|-1|-1100|0|0|0|-1|-1
1016|1|5|15108|-1|-1100|0|0|0|-1|-1
1016|1|6|15499|-1|-1100|0|0|0|-1|-1
1016|1|7|15411|-1|-1100|0|0|0|-1|-1
1016|1|8|15110|-1|-1100|0|0|0|-1|-1
1016|1|9|15113|-1|-1100|0|0|0|-1|-1
1016|1|10|15189|-1|-1100|0|0|0|-1|-1
1016|1|11|15569|-1|-1100|0|0|0|-1|-1
1016|1|12|15852|-1|-1100|0|0|0|-1|-1
1017|1|0|15322|-1|-1100|0|0|0|-1|-1
1017|1|1|15323|-1|-1100|0|0|0|-1|-1
1017|1|2|15324|-1|-1100|0|0|0|-1|-1
1017|1|3|15332|-1|-1100|0|0|0|-1|-1
1017|1|4|15397|-1|-1100|0|0|0|-1|-1
1017|1|5|15398|-1|-1100|0|0|0|-1|-1
1017|1|6|15399|-1|-1100|0|0|0|-1|-1
1017|1|7|15400|-1|-1100|0|0|0|-1|-1
1017|1|8|15248|-1|-1100|0|0|0|-1|-1
1017|1|9|15327|-1|-1100|0|0|0|-1|-1
1017|1|10|15328|-1|-1100|0|0|0|-1|-1
1017|1|11|15330|-1|-1100|0|0|0|-1|-1
1017|1|12|15401|-1|-1100|0|0|0|-1|-1
1017|1|13|15402|-1|-1100|0|0|0|-1|-1
1017|1|14|15403|-1|-1100|0|0|0|-1|-1
1017|1|15|15404|-1|-1100|0|0|0|-1|-1
1017|1|16|15851|-1|-1100|0|0|0|-1|-1
1018|1|0|15093|-1|-1100|0|0|0|-1|-1
1018|1|1|15310|-1|-1100|0|0|0|-1|-1
1018|1|2|15331|-1|-1100|0|0|0|-1|-1
1018|1|3|15232|-1|-1100|0|0|0|-1|-1
1018|1|4|15313|-1|-1100|0|0|0|-1|-1
1018|1|5|15058|-1|-1100|0|0|0|-1|-1
1018|1|6|15315|-1|-1100|0|0|0|-1|-1
1018|1|7|15316|-1|-1100|0|0|0|-1|-1
1018|1|8|15317|-1|-1100|0|0|0|-1|-1
1018|1|9|15094|-1|-1100|0|0|0|-1|-1
1018|1|10|15311|-1|-1100|0|0|0|-1|-1
1018|1|11|15050|-1|-1100|0|0|0|-1|-1
1018|1|12|15211|-1|-1100|0|0|0|-1|-1
1018|1|13|15318|-1|-1100|0|0|0|-1|-1
1018|1|14|15321|-1|-1100|0|0|0|-1|-1
1019|1|0|15033|-1|-1100|0|0|0|-1|-1
1019|1|1|15163|-1|-1100|0|0|0|-1|-1
1019|1|2|15181|-1|-1100|0|0|0|-1|-1
1019|1|3|15484|-1|-1100|0|0|0|-1|-1
1019|1|4|15673|-1|-1100|0|0|0|-1|-1
1019|1|5|15072|-1|-1100|0|0|0|-1|-1
1019|1|6|15172|-1|-1100|0|0|0|-1|-1
1019|1|7|15176|-1|-1100|0|0|0|-1|-1
1019|1|8|15190|-1|-1100|0|0|0|-1|-1
1019|1|9|15195|-1|-1100|0|0|0|-1|-1
1019|1|10|15647|-1|-1100|0|0|0|-1|-1
1019|1|11|15654|-1|-1100|0|0|0|-1|-1
1019|1|12|15892|-1|-1100|0|0|0|1|99
1020|1|0|15010|-1|-1100|0|0|0|-1|-1
1020|1|1|15162|-1|-1100|0|0|0|-1|-1
1020|1|2|15174|-1|-1100|0|0|0|-1|-1
1020|1|3|15408|-1|-1100|0|0|0|-1|-1
1020|1|4|15450|-1|-1100|0|0|0|-1|-1
1020|1|5|15652|-1|-1100|0|0|0|-1|-1
1020|1|6|15619|-1|-1100|0|0|0|-1|-1
1020|1|7|15071|-1|-1100|0|0|0|-1|-1
1020|1|8|15188|-1|-1100|0|0|0|-1|-1
1020|1|9|15407|-1|-1100|0|0|0|-1|-1
1020|1|10|15483|-1|-1100|0|0|0|-1|-1
1020|1|11|15045|-1|-1100|0|0|0|-1|-1
1020|1|12|15127|-1|-1100|0|0|0|-1|-1
1020|1|13|15171|-1|-1100|0|0|0|-1|-1
1020|1|14|15175|-1|-1100|0|0|0|-1|-1
1020|1|15|15183|-1|-1100|0|0|0|-1|-1
1020|1|16|15648|-1|-1100|0|0|0|-1|-1
1020|1|17|15653|-1|-1100|0|0|0|-1|-1
1021|1|0|15039|-1|-1100|0|0|0|-1|-1
1021|1|1|15304|-1|-1100|0|0|0|-1|-1
1021|1|2|15306|-1|-1100|0|0|0|-1|-1
1021|1|3|15481|-1|-1100|0|0|0|-1|-1
1021|1|4|15187|-1|-1100|0|0|0|-1|-1
1021|1|5|15047|-1|-1100|0|0|0|-1|-1
1021|1|6|15084|-1|-1100|0|0|0|-1|-1
1021|1|7|15173|-1|-1100|0|0|0|-1|-1
1021|1|8|15179|-1|-1100|0|0|0|-1|-1
1021|1|9|15489|-1|-1100|0|0|0|-1|-1
1021|1|10|15651|-1|-1100|0|0|0|-1|-1
1021|1|11|15350|-1|-1100|0|0|0|-1|-1
1021|1|12|15170|-1|-1100|0|0|0|-1|-1
1021|1|13|15182|-1|-1100|0|0|0|-1|-1
1021|1|14|15482|-1|-1100|0|0|0|-1|-1
1021|1|15|15235|-1|-1100|0|0|0|-1|-1
1021|1|16|15677|-1|-1100|0|0|0|-1|-1
1022|1|0|15296|-1|-1100|0|0|0|-1|-1
1022|1|1|15297|-1|-1100|0|0|0|-1|-1
1022|1|2|15298|-1|-1100|0|0|0|-1|-1
1022|1|3|15299|-1|-1100|0|0|0|-1|-1
1022|1|4|15500|-1|-1100|0|0|0|-1|-1
1022|1|5|15501|-1|-1100|0|0|0|-1|-1
1022|1|6|15086|-1|-1100|0|0|0|-1|-1
1022|1|7|15276|-1|-1100|0|0|0|-1|-1
1022|1|8|15300|-1|-1100|0|0|0|-1|-1
1022|1|9|15301|-1|-1100|0|0|0|-1|-1
1022|1|10|15302|-1|-1100|0|0|0|-1|-1
1022|1|11|15303|-1|-1100|0|0|0|-1|-1
1022|1|12|15521|-1|-1100|0|0|0|-1|-1
1022|1|13|15645|-1|-1100|0|0|0|-1|-1
1022|1|14|15650|-1|-1100|0|0|0|-1|-1
1023|1|0|15582|-1|-1100|0|0|0|-1|-1
1023|1|1|15583|-1|-1100|0|0|0|-1|-1
1023|1|2|15588|-1|-1100|0|0|0|-1|-1
1023|1|3|15595|-1|-1100|0|0|0|-1|-1
1023|1|4|15587|-1|-1100|0|0|0|-1|-1
1023|1|5|15589|-1|-1100|0|0|0|-1|-1
1023|1|6|15590|-1|-1100|0|0|0|-1|-1
1023|1|7|15586|-1|-1100|0|0|0|-1|-1
1023|1|8|15591|-1|-1100|0|0|0|-1|-1
1023|1|9|15601|-1|-1100|0|0|0|-1|-1
1023|1|10|15592|-1|-1100|0|0|0|-1|-1
1023|1|11|15593|-1|-1100|0|0|0|-1|-1
1024|1|0|15067|-1|-1100|0|0|0|-1|-1
1024|1|1|15035|-1|-1100|0|0|0|-1|-1
1024|1|2|15048|-1|-1100|0|0|0|-1|-1
1024|1|3|15036|-1|-1100|0|0|0|-1|-1
1024|1|4|15066|-1|-1100|0|0|0|-1|-1
1024|1|5|15305|-1|-1100|0|0|0|-1|-1
1024|1|6|15042|-1|-1100|0|0|0|-1|-1
1024|1|7|15246|-1|-1100|0|0|0|-1|-1
1024|1|8|15065|-1|-1100|0|0|0|-1|-1
1024|1|9|15288|-1|-1100|0|0|0|-1|-1
1024|1|10|15230|-1|-1100|0|0|0|-1|-1
1024|1|11|15080|-1|-1100|0|0|0|-1|-1
1024|1|12|15205|-1|-1100|0|0|0|-1|-1
1024|1|13|15309|-1|-1100|0|0|0|-1|-1
1030|1|0|10468|-1|-1100|300|0|0|-1|-1
1030|1|1|10469|-1|-1100|150|0|0|-1|-1
1030|1|2|10480|-1|-1100|75|0|0|-1|-1
1030|1|3|10467|-1|-1100|0|0|0|-1|-1
1030|1|4|10466|-1|-1100|0|0|0|-1|-1
1030|1|5|10465|-1|-1100|0|0|0|-1|-1
1030|1|6|10489|-1|-1100|0|0|0|-1|-1
1030|1|7|13006|-1|-1100|0|0|0|-1|-1
1032|1|0|18239|-1|-1100|0|0|0|-1|-1
1035|1|0|15700|-1|-1100|0|0|0|-1|-1
1035|1|1|15703|-1|-1100|0|0|0|-1|-1
1035|1|2|15722|-1|-1100|0|0|0|-1|-1
1035|1|3|15720|-1|-1100|0|0|0|-1|-1
1035|1|4|15717|-1|-1100|0|0|0|-1|-1
1035|1|5|15007|-1|-1100|0|0|0|-1|-1
1035|1|6|15734|-1|-1100|0|0|0|-1|-1
1036|1|0|15700|-1|-1100|0|0|0|-1|-1
1036|1|1|15703|-1|-1100|0|0|0|-1|-1
1036|1|2|15734|-1|-1100|0|0|0|-1|-1
1036|1|3|15701|-1|-1100|0|0|0|-1|-1
1036|1|4|15704|-1|-1100|0|0|0|-1|-1
1036|1|5|15730|-1|-1100|0|0|0|-1|-1
1036|1|6|15705|-1|-1100|0|0|0|-1|-1
1036|1|7|15707|-1|-1100|0|0|0|-1|-1
1036|1|8|15736|-1|-1100|0|0|0|-1|-1
1036|1|9|15740|-1|-1100|0|0|0|-1|-1
1036|1|10|15743|-1|-1100|0|0|0|-1|-1
1036|1|11|15702|-1|-1100|0|0|0|-1|-1
1036|1|12|15744|-1|-1100|0|0|0|-1|-1
1036|1|13|15742|-1|-1100|0|0|0|-1|-1
1036|1|14|15747|-1|-1100|0|0|0|-1|-1
1036|1|15|15749|-1|-1100|0|0|0|-1|-1
1037|1|0|15040|-1|-1100|0|0|0|-1|-1
1037|1|1|15041|-1|-1100|0|0|0|-1|-1
1037|1|2|15208|-1|-1100|0|0|0|-1|-1
1037|1|3|15286|-1|-1100|0|0|0|-1|-1
1037|1|4|15287|-1|-1100|0|0|0|-1|-1
1037|1|5|15289|-1|-1100|0|0|0|-1|-1
1037|1|6|15229|-1|-1100|0|0|0|-1|-1
1037|1|7|15290|-1|-1100|0|0|0|-1|-1
1037|1|8|15291|-1|-1100|0|0|0|-1|-1
1037|1|9|15292|-1|-1100|0|0|0|-1|-1
1037|1|10|15293|-1|-1100|0|0|0|-1|-1
1037|1|11|15294|-1|-1100|0|0|0|-1|-1
1037|1|12|15676|-1|-1100|0|0|0|-1|-1
1037|1|13|15285|-1|-1100|0|0|0|-1|-1
1037|1|14|15681|-1|-1100|0|0|0|-1|-1
1038|1|0|15050|-1|-1100|0|0|0|-1|-1
1038|1|1|15093|-1|-1100|0|0|0|-1|-1
1038|1|2|15205|-1|-1100|0|0|0|-1|-1
1038|1|3|15211|-1|-1100|0|0|0|-1|-1
1038|1|4|15288|-1|-1100|0|0|0|-1|-1
1038|1|5|15310|-1|-1100|0|0|0|-1|-1
1038|1|6|15311|-1|-1100|0|0|0|-1|-1
1038|1|7|15331|-1|-1100|0|0|0|-1|-1
1038|1|8|15036|-1|-1100|0|0|0|-1|-1
1038|1|9|15058|-1|-1100|0|0|0|-1|-1
1038|1|10|15094|-1|-1100|0|0|0|-1|-1
1038|1|11|15232|-1|-1100|0|0|0|-1|-1
1038|1|12|15313|-1|-1100|0|0|0|-1|-1
1038|1|13|15315|-1|-1100|0|0|0|-1|-1
1038|1|14|15316|-1|-1100|0|0|0|-1|-1
1038|1|15|15317|-1|-1100|0|0|0|-1|-1
1038|1|16|15318|-1|-1100|0|0|0|-1|-1
1038|1|17|15321|-1|-1100|0|0|0|-1|-1
1038|1|18|13601|-1|-1100|0|0|0|-1|-1
1038|1|19|13605|-1|-1100|0|0|0|-1|-1
1039|1|0|15028|-1|-1100|0|0|0|-1|-1
1039|1|1|14007|-1|-1100|0|0|0|-1|-1
1039|1|2|13082|-1|-1100|0|0|0|-1|-1
1039|1|3|14510|-1|-1100|0|0|0|-1|-1
1039|1|4|10062|-1|-1100|0|0|0|-1|-1
1039|1|5|15193|-1|-1100|0|0|0|-1|-1
1039|1|6|15195|-1|-1100|0|0|0|-1|-1
1039|1|7|14514|-1|-1100|0|0|0|-1|-1
1039|1|8|14515|-1|-1100|0|0|0|-1|-1
1039|1|9|14517|-1|-1100|0|0|0|-1|-1
1039|1|10|15019|-1|-1100|0|0|0|-1|-1
1039|1|11|15055|-1|-1100|0|0|0|-1|-1
1039|1|12|14516|-1|-1100|0|0|0|-1|-1
1039|1|13|15196|-1|-1100|0|0|0|-1|-1
1039|1|14|14518|-1|-1100|0|0|0|-1|-1
1039|1|15|15208|-1|-1100|0|0|0|-1|-1
1039|1|16|14519|-1|-1100|0|0|0|-1|-1
1039|1|17|13601|-1|-1100|0|0|0|-1|-1
1039|1|18|13605|-1|-1100|0|0|0|-1|-1
1040|1|0|15014|-1|-1100|0|0|0|-1|-1
1040|1|1|15201|-1|-1100|0|0|0|-1|-1
1040|1|2|15202|-1|-1100|0|0|0|-1|-1
1040|1|3|15205|-1|-1100|0|0|0|-1|-1
1040|1|4|15207|-1|-1100|0|0|0|-1|-1
1040|1|5|15208|-1|-1100|0|0|0|-1|-1
1040|1|6|15209|-1|-1100|0|0|0|-1|-1
1040|1|7|15210|-1|-1100|0|0|0|-1|-1
1040|1|8|15011|-1|-1100|0|0|0|-1|-1
1040|1|9|15036|-1|-1100|0|0|0|-1|-1
1040|1|10|15211|-1|-1100|0|0|0|-1|-1
1040|1|11|15215|-1|-1100|0|0|0|-1|-1
1040|1|12|15216|-1|-1100|0|0|0|-1|-1
1040|1|13|15218|-1|-1100|0|0|0|-1|-1
1040|1|14|15560|-1|-1100|0|0|0|-1|-1
1041|1|0|15200|-1|-1100|0|0|0|-1|-1
1041|1|1|15201|-1|-1100|0|0|0|-1|-1
1041|1|2|15202|-1|-1100|0|0|0|-1|-1
1041|1|3|15203|-1|-1100|0|0|0|-1|-1
1041|1|4|15205|-1|-1100|0|0|0|-1|-1
1041|1|5|15209|-1|-1100|0|0|0|-1|-1
1041|1|6|15210|-1|-1100|0|0|0|-1|-1
1041|1|7|15011|-1|-1100|0|0|0|-1|-1
1041|1|8|15017|-1|-1100|0|0|0|-1|-1
1041|1|9|15208|-1|-1100|0|0|0|-1|-1
1041|1|10|15213|-1|-1100|0|0|0|-1|-1
1041|1|11|15218|-1|-1100|0|0|0|-1|-1
1041|1|12|15221|-1|-1100|0|0|0|-1|-1
1041|1|13|15223|-1|-1100|0|0|0|-1|-1
1051|1|0|17001|-1|-1100|0|0|0|-1|-1
1051|1|1|14007|-1|-1100|0|0|0|-1|-1
1051|1|2|13082|-1|-1100|0|0|0|-1|-1
1051|1|3|14510|-1|-1100|0|0|0|-1|-1
1051|1|4|14511|-1|-1100|0|0|0|-1|-1
1051|1|5|14512|-1|-1100|0|0|0|-1|-1
1051|1|6|14524|-1|-1100|0|0|0|-1|-1
1051|1|7|14514|-1|-1100|0|0|0|-1|-1
1051|1|8|14515|-1|-1100|0|0|0|-1|-1
1051|1|9|14516|-1|-1100|0|0|0|-1|-1
1051|1|10|14517|-1|-1100|0|0|0|-1|-1
1051|1|11|14518|-1|-1100|0|0|0|-1|-1
1051|1|12|14519|-1|-1100|0|0|0|-1|-1
1051|1|13|14402|-1|-1100|0|0|0|-1|-1
1051|1|14|10073|-1|-1100|0|0|0|-1|-1
1051|1|15|14245|-1|-1100|0|0|0|-1|-1
1052|1|0|8001|-1|-1100|0|0|0|-1|-1
1052|1|1|7001|-1|-1100|0|0|0|-1|-1
1052|1|2|6002|-1|-1100|0|0|0|-1|-1
1052|1|3|17001|-1|-1100|0|0|0|-1|-1
1052|1|4|13063|-1|-1100|0|0|0|-1|-1
1052|1|5|13051|-1|-1100|0|0|0|-1|-1
1052|1|6|17502|-1|-1100|0|0|0|-1|-1
1052|1|7|18870|-1|-1100|0|0|0|-1|-1
1052|1|8|18871|-1|-1100|0|0|0|-1|-1
1052|1|9|18872|-1|-1100|0|0|0|-1|-1
1052|1|10|18873|-1|-1100|0|0|0|-1|-1
1052|1|11|16005|-1|-1100|0|0|0|-1|-1
1052|1|12|10028|-1|-1100|0|0|0|-1|-1
1052|1|13|16010|-1|-1100|0|0|0|-1|-1
1052|1|14|16013|-1|-1100|0|0|0|-1|-1
1052|1|15|16014|-1|-1100|0|0|0|-1|-1
1052|1|16|11800|-1|-1100|0|0|0|-1|-1
1052|1|17|11801|-1|-1100|0|0|0|-1|-1
1052|1|18|11802|-1|-1100|0|0|0|-1|-1
1052|1|19|18125|-1|-1100|0|0|0|-1|-1
1065|1|0|16590|-1|-1100|0|0|0|-1|-1
1065|1|1|16591|-1|-1100|0|0|0|-1|-1
1065|1|2|16593|-1|-1100|0|0|0|-1|-1
1065|1|3|16595|-1|-1100|0|0|0|-1|-1
1065|1|4|16596|-1|-1100|0|0|0|-1|-1
1065|1|5|16597|-1|-1100|0|0|0|-1|-1
1065|1|6|18196|-1|-1100|0|0|0|-1|-1
1074|1|0|13032|-1|-1100|0|0|0|-1|-1
1074|1|1|13008|-1|-1100|0|0|0|-1|-1
1074|1|2|13033|-1|-1100|0|0|0|-1|-1
1074|1|3|13018|-1|-1100|0|0|0|-1|-1
1074|1|4|13040|-1|-1100|0|0|0|-1|-1
1074|1|5|13039|-1|-1100|0|0|0|-1|-1
1074|1|6|13030|-1|-1100|0|0|0|-1|-1
1074|1|7|13031|-1|-1100|0|0|0|-1|-1
1074|1|8|13034|-1|-1100|0|0|0|-1|-1
1074|1|9|16599|-1|-1100|0|0|0|-1|-1
1074|1|10|16592|-1|-1100|0|0|0|-1|-1
1074|1|11|16598|-1|-1100|0|0|0|-1|-1
1074|1|12|16580|-1|-1100|0|0|0|-1|-1
1074|1|13|16481|-1|-1100|0|0|0|-1|-1
1074|1|14|13817|-1|-1100|0|0|0|-1|-1
1077|1|0|8005|-1|-1100|0|0|0|-1|-1
1077|1|1|8003|-1|-1100|0|0|0|-1|-1
1077|1|2|17008|-1|-1100|0|0|0|-1|-1
1077|1|3|8050|-1|-1100|0|0|0|-1|-1
1077|1|4|8051|-1|-1100|0|0|0|-1|-1
1077|1|5|8052|-1|-1100|0|0|0|-1|-1
1077|1|6|8055|-1|-1100|0|0|0|-1|-1
1077|1|7|8056|-1|-1100|0|0|0|-1|-1
1077|1|8|8057|-1|-1100|0|0|0|-1|-1
1077|1|9|8060|-1|-1100|0|0|0|-1|-1
1077|1|10|8061|-1|-1100|0|0|0|-1|-1
1077|1|11|8062|-1|-1100|0|0|0|-1|-1
1077|1|12|8063|-1|-1100|0|0|0|-1|-1
1077|1|13|8064|-1|-1100|0|0|0|-1|-1
1077|1|14|8065|-1|-1100|0|0|0|-1|-1
1077|1|15|8066|-1|-1100|0|0|0|-1|-1
1077|1|16|8067|-1|-1100|0|0|0|-1|-1
1077|1|17|8068|-1|-1100|0|0|0|-1|-1
1077|1|18|8069|-1|-1100|0|0|0|-1|-1
1078|1|0|5007|-1|-1100|0|0|0|-1|-1
1078|1|1|8008|-1|-1100|0|0|0|-1|-1
1078|1|2|5003|-1|-1100|0|0|0|-1|-1
1078|1|3|5012|-1|-1100|0|0|0|-1|-1
1094|1|0|1001|-1|-1100|0|0|0|-1|-1
1094|1|1|1002|-1|-1100|0|0|0|-1|-1
1094|1|2|1003|-1|-1100|0|0|0|-1|-1
1094|1|3|1004|-1|-1100|0|0|0|-1|-1
1094|1|4|1005|-1|-1100|0|0|0|-1|-1
1094|1|5|1006|-1|-1100|0|0|0|-1|-1
1094|1|6|1007|-1|-1100|0|0|0|-1|-1
1094|1|7|1008|-1|-1100|0|0|0|-1|-1
1094|1|8|1009|-1|-1100|0|0|0|-1|-1
1094|1|9|1010|-1|-1100|0|0|0|-1|-1
1094|1|10|1011|-1|-1100|0|0|0|-1|-1
1094|1|11|17908|-1|-1100|0|0|0|-1|-1
1094|1|12|18100|-1|-1100|0|0|0|-1|-1
1095|1|0|17001|-1|-1100|0|0|0|-1|-1
1095|1|1|17009|-1|-1100|0|0|0|-1|-1
1095|1|2|17002|-1|-1100|0|0|0|-1|-1
1095|1|3|17008|-1|-1100|0|0|0|-1|-1
1095|1|4|17003|-1|-1100|0|0|0|-1|-1
1095|1|5|17004|-1|-1100|0|0|0|-1|-1
1095|1|6|17005|-1|-1100|0|0|0|-1|-1
1095|1|7|17006|-1|-1100|0|0|0|-1|-1
1095|1|8|17007|-1|-1100|0|0|0|-1|-1
1095|1|9|16580|-1|-1100|0|0|0|-1|-1
1095|1|10|16598|-1|-1100|0|0|0|-1|-1
1097|1|0|6001|-1|-1100|0|0|0|-1|-1
1097|1|1|6002|-1|-1100|0|0|0|-1|-1
1097|1|2|6004|-1|-1100|0|0|0|-1|-1
1097|1|3|7003|-1|-1100|0|0|0|-1|-1
1097|1|4|8002|-1|-1100|0|0|0|-1|-1
1097|1|5|8005|-1|-1100|0|0|0|-1|-1
1097|1|6|8009|-1|-1100|0|0|0|-1|-1
1097|1|7|8003|-1|-1100|0|0|0|-1|-1
1097|1|8|13100|-1|-1100|0|0|0|-1|-1
1098|1|0|6001|-1|-1100|0|0|0|-1|-1
1098|1|1|6002|-1|-1100|0|0|0|-1|-1
1098|1|2|6004|-1|-1100|0|0|0|-1|-1
1098|1|3|7003|-1|-1100|0|0|0|-1|-1
1098|1|4|8002|-1|-1100|0|0|0|-1|-1
1098|1|5|8005|-1|-1100|0|0|0|-1|-1
1098|1|6|8009|-1|-1100|0|0|0|-1|-1
1098|1|7|8003|-1|-1100|0|0|0|-1|-1
1098|1|8|13100|-1|-1100|0|0|0|-1|-1
1099|1|0|13016|-1|-1100|0|0|0|-1|-1
1099|1|1|13008|-1|-1100|0|0|0|-1|-1
1099|1|2|13032|-1|-1100|0|0|0|-1|-1
1099|1|3|13033|-1|-1100|0|0|0|-1|-1
1099|1|4|13030|-1|-1100|0|0|0|-1|-1
1099|1|5|13031|-1|-1100|0|0|0|-1|-1
