loottable_id|lootdrop_id|multiplier|probability|droplimit|mindrop|multiplier_min
3241|5956|1|20|0|0|0
3241|5957|1|100|0|0|0
3241|7871|1|100|0|0|0
3241|96793|1|100|0|0|0
3241|115359|1|100|0|0|0
3241|115360|1|30|0|0|0
3241|115361|1|100|0|0|0
3241|115362|1|100|0|0|0
3243|6185|1|100|1|1|0
3243|7870|1|100|0|0|0
3243|96411|1|25|0|0|0
3243|115434|1|100|0|0|0
3243|115474|1|25|0|0|0
3243|115524|1|70|0|0|0
3244|6188|1|100|1|1|0
3244|12256|1|100|0|0|0
3244|12830|1|100|0|0|0
3244|115531|1|100|0|0|0
3246|6194|1|100|0|0|0
3246|7870|1|100|0|0|0
3246|96612|1|100|0|0|0
3246|115344|1|100|0|0|0
3248|6196|1|100|1|0|0
3248|7870|1|100|0|0|0
3248|11384|1|100|0|0|0
3248|96411|1|25|0|0|0
3249|6198|1|100|1|1|0
3249|7870|1|100|0|0|0
3249|13466|1|50|0|0|0
3249|96411|1|25|0|0|0
3249|115480|1|100|0|0|0
3264|6232|1|100|0|0|0
3264|18699|1|100|0|0|0
3264|93641|1|100|0|0|0
3269|6241|1|100|2|0|0
3269|97652|1|100|0|0|0
3314|6324|1|100|0|0|0
3314|6325|1|100|0|0|0
3348|6387|1|100|1|0|0
3348|23496|1|100|1|0|0
3348|90692|1|100|1|0|0
3348|102676|1|100|1|0|0
3350|6389|1|100|1|1|0
3350|23271|1|100|1|1|0
3350|90691|1|100|1|0|0
3351|6390|1|100|1|0|0
3354|6395|2|65|1|1|1
3354|6396|1|25|0|0|0
3354|11389|1|100|0|0|0
3354|13466|1|50|0|0|0
3354|96411|1|25|0|0|0
3355|4322|1|100|1|1|0
3355|12294|1|100|0|0|0
3355|115324|1|100|0|0|0
3355|115524|1|65|0|0|0
3355|115531|1|100|0|0|0
3355|115555|1|5|0|0|0
3513|6622|1|100|1|0|0
3513|107123|1|40|1|0|0
3515|6626|1|85|1|0|0
3515|6627|1|50|1|0|0
3537|103336|1|100|1|0|0
3537|105888|1|100|1|0|0
3537|107005|1|100|1|0|0
3575|103980|1|100|0|0|0
3575|103981|1|100|1|0|0
3575|105877|1|100|1|0|0
3575|107543|1|100|0|0|0
3631|104504|1|75|0|0|0
3631|105885|1|30|0|0|0
3631|116061|1|100|0|0|0
3657|6942|1|100|0|0|0
3657|6943|1|100|1|0|0
3683|6994|1|100|0|0|0
3683|7870|1|100|0|0|0
3684|7870|1|100|0|0|0
3684|12347|1|100|0|0|0
3684|13466|1|3|0|0|0
3691|7870|1|100|0|0|0
3691|13466|1|2|0|0|0
3691|22794|1|100|0|0|0
3692|7870|1|100|0|0|0
3692|13466|1|2|0|0|0
3692|22794|1|100|0|0|0
3692|96729|1|35|0|0|0
3692|96859|1|100|0|0|0
3695|13466|1|2|0|0|0
3695|22793|1|100|0|0|0
3699|7021|1|100|0|0|0
3699|13466|1|2|0|0|0
3705|6075|1|100|0|0|0
3705|7036|1|100|0|0|0
3705|7870|1|100|0|0|0
3711|7061|1|55|1|0|0
3711|7870|1|100|0|0|0
3711|11240|1|40|0|0|0
3711|90402|1|100|0|0|0
3711|115434|1|100|0|0|0
3714|7061|1|100|0|0|0
3714|7870|1|100|0|0|0
3714|11240|1|40|0|0|0
3714|90402|1|100|0|0|0
3714|115546|1|100|0|0|0
3714|115552|1|100|0|0|0
3720|7046|1|100|0|0|0
3720|7870|1|100|0|0|0
3720|9523|1|26|0|0|0
3720|11240|1|40|0|0|0
3720|90402|1|100|0|0|0
3720|115680|1|60|0|0|0
3721|7068|1|100|0|0|0
3721|7870|1|100|0|0|0
3721|90402|1|100|0|0|0
3722|90402|1|100|0|0|0
3722|115324|1|100|0|0|0
3722|115524|1|65|0|0|0
3722|115555|1|8|0|0|0
3722|115558|1|100|0|0|0
3722|115559|1|100|0|0|0
3722|115560|1|100|0|0|0
3726|7074|2|50|1|1|1
3731|7870|1|100|0|0|0
3731|9523|1|18|0|0|0
3731|11367|1|100|0|0|0
3731|13466|1|2|0|0|0
3731|96946|1|35|0|0|0
3930|7523|1|55|1|0|0
4028|387|1|70|1|0|0
4028|100521|1|100|0|0|0
4089|6994|1|100|0|0|0
4089|7870|1|100|0|0|0
4089|7871|1|100|0|0|0
4097|7870|1|100|0|0|0
4097|13466|1|3|0|0|0
4097|96609|1|100|1|0|0
4098|6075|1|100|0|0|0
4098|7870|1|100|0|0|0
4098|9523|1|20|0|0|0
4098|22838|1|100|0|0|0
4098|115524|1|70|0|0|0
4099|6075|1|100|0|0|0
4099|7870|1|100|0|0|0
4099|7892|1|100|0|0|0
4099|13475|1|45|0|0|0
4099|115434|1|100|0|0|0
4099|115466|1|100|0|0|0
4101|7895|2|100|1|1|0
4101|90402|1|100|0|0|0
4101|96411|1|20|0|0|0
4101|115324|1|100|0|0|0
4101|115474|1|40|0|0|0
4101|115524|1|35|0|0|0
4101|115555|1|5|0|0|0
4101|115557|1|100|0|0|0
4111|90402|1|100|0|0|0
4111|115324|1|50|0|0|0
4111|115524|1|65|0|0|0
4111|115555|1|5|0|0|0
4111|115557|1|100|0|0|0
4153|387|1|10|0|0|0
4153|8002|1|100|0|0|0
4153|100521|1|5|1|0|0
4193|8070|1|100|1|0|0
4193|8071|4|55|1|0|0
4195|8071|1|100|0|0|0
4195|8073|1|100|1|0|0
4195|114427|1|100|1|1|0
4195|114428|1|100|1|1|0
4199|8079|1|100|0|0|0
4199|100511|1|100|0|0|0
4199|115506|1|100|0|0|0
4206|8090|1|100|1|1|0
4206|105134|1|100|0|0|0
4207|8091|1|100|1|0|0
4207|8092|1|35|1|0|0
4209|8094|1|100|2|2|0
4209|13466|1|50|0|0|0
4209|96411|1|50|0|0|0
4210|8096|1|100|0|0|0
4229|8116|1|100|0|0|0
4229|13466|1|4|0|0|0
4229|96729|1|30|0|0|0
4229|115484|1|100|0|0|0
4229|115487|1|30|0|0|0
